,BTC,ETH,LTC,XRP,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0201864200502439,0.352618175561604,0.116613453705453,0.0679504351808309,0.0438242997833128,0.338950912720108,0,-0.322418066882056,0,-0.0698770286152518,0.314768212718163,0,0,-0.143056965149767
ETH,0,0,0,6.93889390390723e-18,2.28700282513738,-0.113368105441297,1.45384912947791,-0.648610670876177,-1.66417652995346,0.21268692160227,1.0098158660505,0.610040430731979,0,0,0.330510868444326
LTC,0.706762624209846,-0.00381744674549256,0,0.222471267567621,-0.264308074270294,0.0211190798068473,-0.147991623644275,0.0125527364397321,0.0349033991725481,0,0,0,0,0,0
XRP,0,-0.0389124838168373,8.67361737988404e-19,0,0,0.0370090945967117,0.183987146443712,-0.0440071044226593,0.14422165770297,-0.154944130511068,0,0.299117729438292,0,0,-0.0123258923707059
DASH,-0.132731676065023,-0.00749942164338234,0.328937062686382,0,0,0,0,0,0,0.146469320319988,-0.492629629446544,-0.0709656236312761,0,0,0.0912098000799918
XEM,0.576731991521748,-0.146886227112354,0.168484369910113,0.198290522829122,0.668350616718309,0,0,0.184883828034904,0,0.20638998225482,0,0,0,0,0.259955771812805
DOGE,0.524506134123225,-0.0361804562028835,0,0.307603690788356,0,-0.103979812171433,0,-0.0682966838441081,0.446452137340903,0.155628452856948,0,-0.355135899827424,0,0,0
XMR,0.361025750472246,0.237589868232114,0.162889272608857,-0.292065973125804,0.259821267280002,-0.0792370614491976,0.413908838039546,0,0,-0.06196413549037,-0.891376066028328,0.498586110468771,0,0,-0.172861030304597
XLM,-0.582858566051086,0.0466642347851541,0.128207051422596,0.684363457551296,0,0.052312191375347,0.106122060869042,0.0179596441074873,0,0,-0.33820990057384,0.132605833500525,0,0,-0.151619648965538
DGB,-0.16501000500998,0.303220810859617,0,0,0,0.234445478570699,-0.491187604514528,0.439074409446543,0,0,-1.12425346947009,0,0,0,0
BV010082.Index,-0.152729101118571,0.0783032585375391,0.0265224537195386,0.0445728650048814,-0.221717089877757,-0.0339447696955986,0.0908280401397545,-0.014859083350161,0,-0.0499168369681292,0,0,1.19773585311327,0,-0.0130615029530908
CVIX.Index,0.700714520260419,-0.00544147608017784,-0.29788164473713,0.16475437770251,-0.298281022621539,0.0437162289962917,-0.564745572389142,-4.33680868994202e-19,0.0827707270895561,0.145621280551958,0.00748253646170166,0,1.81205871375639,0,0.416416139895
DXY.Curncy,0,0,0.0448848516043955,0.0252112661102865,0.00564591887165322,0.00878840478981847,0.00618685994027479,0.00542234179442862,0,0.0130493425515327,0.156809222913837,0,0,0,0
SPX.Index,0.0263922436439431,-0.00876413898662669,-0.0297812173620752,0,0.0159297768601079,0.00126017039638415,0.00503912327892247,-0.0285548812886414,-8.67361737988404e-19,0.0111262613601692,0.0224306427962242,-0.0211200149025071,0,0,-0.0871448809120925
VIX.Index,0,0,-0.481400360445801,0,0,0.0615088655802931,0.367318480914515,-0.00885597097562382,0,-0.13526311865088,-0.339650340994314,0.360336468782981,0,-2.54240517523413,0
