,BTC,ETH,XRP,XMR,LTC,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.110001751079424,0,0.13128773261044,0.367575804530786,0,0.21592160821295,0,0,0.049741282595945,0,0,0,0,0,0,0,0
ETH,0,0,0.0759531719536239,0.221423411609502,0.165891639708178,-0.0835880227578636,0,0.0819016117759236,-0.242386361457658,0.00623800874629512,0.265398789339524,0.299986576343433,1.73472347597681e-18,-0.350750498484893,-0.2078004498888,0,0,-0.0694941858846752
XRP,0.151471203377516,0.0647184389428193,0,0.0171722614972341,0,0.0702739282919288,0,0,0,-0.0613096799778107,0.106878607245234,0,0.154840617413021,-0.221221741333562,0.0176944851428872,0,0,-0.021168392823896
XMR,0,0.355498427386804,-0.177950646158862,0,-0.0689023992618711,-0.1504418026997,0.354356598162149,0.450338698956784,0,0.0259396884667087,-0.0387696009314892,0.244426349462978,-0.431292025130233,0.118550640896912,0,0,0,0.349676080986405
LTC,0.516545154903046,0.180729940074963,0,0,0,-0.127937106063286,0,0.258554060169377,0,0.0625605693333094,-1.73472347597681e-18,0.0786294211563661,-0.17018753680986,0,0,0,0,0
ETC,1.01086426025812,0,-0.507237018210043,-0.0970506147861658,-0.412516004467523,0,0,0.319333542192686,0,0.0160937125724577,-0.00662323205654779,0.010401471766405,0.498229926813859,0,0.132363845957897,0,0,-0.277861564835075
DASH,0.216332397658826,0,0,0.0975763509188272,0.158023885784333,0.448103612260833,0,0.17683334270377,0,0,0.01797362175517,-0.0377293737049111,-0.223627992687676,0,0,0,0,0
XEM,-0.765119866016773,0.173995385803627,0.0313589216849887,-0.0529396154063708,0.213586646336906,0.00094580323550089,0.530049896479476,0,0,0,-0.0867989855700049,-0.450960884632021,0.0124520525381387,0.333078346315142,0,0,0,-0.0647526535012269
DOGE,0,0.10345509920395,0,0,0.0740823344681937,-0.0344021339879895,0.0770659167005432,0.0208280607980579,0,0.010301637896934,0,0.12373547969138,-0.0203627388892948,0,0.212074033310675,0,0,-8.67361737988404e-19
ZEC,1.42350563145786,1.81102351618698,-2.23653296637754,0.282525626267212,0,0.783217571798138,-1.76102232981931,0.0399928239612171,-0.387326453128505,0,0,-0.0349013005905444,0,0,-0.84458848538938,0,0,-0.110450905580386
XLM,-0.657953799134943,0.0153394541749173,0,0.251694875062686,0.188365484482272,-0.167780849909643,0.616426404257788,0.201716733179841,-0.223802945892586,0,0,0.344583943008997,0.571642197063816,0,-0.468282291132968,0,-2.78697326230339,0
NEO,-0.151747967496122,0.0628201793682492,0.669670950446017,0.00929786137587326,-0.424387612271291,-0.322701031905972,0.355377595807368,-0.485512806590335,0.300156779912099,0.0519888858150104,-0.0729786283004177,0,0.14690368240143,0,0.441615919532768,0,0,-0.104591852530719
DGB,0.537830593017306,0.149187571118654,0.100352369679101,0.0661640543120527,0,0.351417178539101,-0.498912548852758,0.0919812891100431,0.444194067023528,-0.0699721358325826,0.0383039712265201,8.67361737988404e-19,0,0,0.126911795684243,0,0,0
BV010082.Index,0,0,0,0.0755694877156567,0,0.00759104702406836,0,-0.0661928185562591,0,-0.0367529534302295,0,0.00569719512405697,0,0,-0.418781407959496,0,0,0
CVIX.Index,0,0.118723833741926,0,0.0749975410648469,0.204655036581662,0.0541243637950806,0,-0.0478005372624821,0,-0.0375976879791721,0.00473624763800016,0.0433407536031775,-0.056349829794727,0,0,0,0,0.240099644513932
DXY.Curncy,0,0,0,-0.000599838070797888,0.0211826993528268,-0.00787300028648237,0.0183988243943231,0.0253596615350475,0,-0.00108819363555426,-0.0143463302436997,0,0,0.0687607329023676,0,0,0,-0.0249248660818603
SPX.Index,0,0,0,0.00975556759378258,0,0,0.0103272854386189,0,0,0.000575994766789352,-0.00673391805914659,0.0192955927328406,-0.00342942143515018,0,0,0,0,-0.0460508238805038
VIX.Index,-0.0233496863566903,0,0,0.136738993735922,0,0.287979077453335,0,-0.798144106556885,0.0740107941774802,0,-0.00973597497819029,0,0.0163366011358451,-1.19093707043303,0.981828254056463,0,-0.883713995407894,0
