,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.243595288978639,0,0.0503359807400048,-0.0644249932877877,0.230631703485076,0.279177955148453,0.116330412851677,-0.171332225187121,0,0.17205250376527,-0.361004207545703,0.0738060904474573,0,0,0,0,0
ETH,0.343060241922851,0,0,-0.0634693040378471,-0.030702498629011,0.900499314725109,0.25385275551073,-0.116395524742781,-0.247760628234879,0,0.111794015945281,-0.0687408482361696,-0.00365468385020219,0,-0.17429693684066,0,0,0
XRP,-0.148154624729018,0.00870376620469686,0,-0.334111325370353,0,0,0.121033946602518,-0.0707236339633883,0,-0.239594338599118,1.32577043888749,0.315717856588092,-0.637532821617178,0,0.766840273998435,0,0,0
DASH,-0.179889698388507,0.0717258878642385,-0.100048413262359,0,0,0,-3.46944695195361e-18,0.0943167376059201,0.0711920545323075,-0.00395059699881616,0,0,0.0570009510523886,0,0.762108669503965,0,0,-0.32469138118216
LTC,-0.250896193815228,0.0301831485221473,-0.0942536260696402,0.117589767571108,0,0,0.195223129568442,-0.0217467575719144,0,0.372696990470818,0.244240834232571,-0.207914378730485,-0.106962413187564,0,0,0,0,-0.11282837144846
XMR,0.317419026972151,0.624261387645904,0.191290120091782,-0.129678521627778,0.053360271302531,0,0,0.0669040004472761,0.21233973648534,-0.492562986514438,-0.0384984350456711,0,0.146428669466369,0,-0.553923414742893,0,0,-0.0899684673089432
ETC,0.263282186831843,0.109591226470225,-0.0445809754315995,0.14587113685231,0.439650813105078,0.269445574018423,0,0,0.152553772669658,0.142219802377777,0,-0.0459483341386304,0,0,0,0,0,0.418990822746433
XEM,0,0.310332441946259,0.0436980623451819,0.230873994999137,0,0,-0.280715595300029,0,0,0,0,0.297705882730601,-0.0250242112684326,0,0,0,0,-0.845262386620472
ZEC,0.0993694827786531,0.0534755516847125,0,0.241311511577294,-0.0668442907627834,0,0.0775798353429159,-0.0219718948656865,0,0.293762982837648,-0.0200569775260928,0,-0.256546624934365,0,0.181484523183803,0,0,0
DOGE,0,0.204844054888753,-0.124480556117711,0,0.310429773951051,0,-0.327189209865726,-0.206050261775431,0.291037777828061,0,0.351191104230148,0.00465008557318475,-0.0662181300813563,0,0,0,0,0.36989678024102
XLM,0,0.0999493130949903,0.291126452273843,0.128035985121797,0,0,0,-0.142249664860389,0,0,0,0.151796017146153,0,0,0,0,0,-0.474063428675644
NEO,-0.0741294664936526,-0.164469921201441,-0.0913352883999066,0,-0.10176793521461,-0.308303973365195,0.173415362967643,0.096931150274764,0.141775659889505,0.115163678657771,0.210747743996046,0,0.0400826926742939,-0.573234297685136,-0.223686959355411,0,0,0.512350394118598
DGB,0,0.186225965542611,-0.0784185181141102,0,0,-0.214797531794449,-0.12388586603989,0.175452860358363,0.0170671791175024,0.337034153461608,0,1.38777878078145e-17,0,-0.247439219547433,0.108520859166544,0,0,-0.396106094172084
BV010082.Index,0.0597148966551656,0,-0.0104196347582735,0.0446259907773996,0,-0.0519993159381945,-0.0674963662497699,-0.0965151538956755,1.0842021724855e-19,0.0507623355026611,0,0,0.123231828862596,0,0.221084968123846,0,0,0.0140822844268842
CVIX.Index,0,0,-0.0515742805217212,-0.0383051063356439,0.0571743045714339,0,-0.0358098491642992,-0.0669025089762471,0.192972298480551,0.112752155476861,0.0645800288100812,0,0,0,0,0,0,0.35664329588213
DXY.Curncy,0.0191950554232272,0,0.00104067827057398,-0.00700840860621034,0.00562663155602951,0,0.0125199867809006,0,0,0,0,-0.0114055258977942,0,0.119605582712603,0.0267208307375039,0,0,0.0178396297559605
SPX.Index,0.0196744675232532,0,-0.00756989968385019,-0.00967901289154054,0.005241333445527,0,0,-0.000476451157009094,0,0,0.0137411711449393,-0.0330633119035813,0,0,0,0,0,-0.0253794015935456
VIX.Index,0,-0.00933794870356877,0,0,-0.0443928418410668,0,-0.11177768318164,-0.287911580692503,0,0,0,0,0,-0.239537841389503,0.206502150651834,0,0,0
