,BTC,XRP,LTC,XLM,DASH,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.119290349141359,0.139092138362626,0.0682896972470203,0,0.142014239424796,0.168184050314229,0.00422247976924538,0.147631473113532,0,0,0,0,0
XRP,0.593384457850303,0,0.116685998278238,0.306289263600463,0.150370099466729,0,-0.213582337408941,-0.19929711552806,0.0809607850828505,0,0,0,0,0
LTC,0.803205574130672,0.18371929913109,0,-0.101732280433571,-0.0278305296863564,0.110828713439997,-0.0167417005826457,0,-0.00532292775611616,-0.338071690767084,-0.34765370986417,0.0905640119505545,0,0.178617314345876
XLM,1.13240129559152,0,0,0,-0.177386634875107,-0.062609179117365,-0.438601237821398,-0.00338287690339023,0,0.866941857626862,-0.254183289389451,0,0,-0.418430036831732
DASH,0.61018167842425,0.0545512203830608,0.218765044657897,0.233786289409821,0,0.413190275128234,-0.0499413549176518,0,-0.246819251113712,0,0,0,0,0.0523291772597336
DOGE,0,0,0.208047654556327,0.116910726443194,0.0972646593879739,0,0.131334444091257,0.106233921837696,-0.0243021610852995,0,0,0,0,-0.0679504234929188
XMR,1.50140922220347,-0.241409508695951,0.0812276199833444,-0.117969351681625,-0.522541838509316,0.157017430031821,0,0.0370955892696595,0.0797280930160507,1.1439243904951,-0.525460763191391,0,-5.77120144276363,-1.08254150617797
XEM,0,0,0.053514817711653,0.673479151821112,0.400204991996327,1.14670104145408,-0.730474220390179,0,0,0,-1.02119718841269,0,0,-0.14570955961992
DGB,0.428173265019954,-0.249224669834488,0.474870858910791,-0.12715291461627,0.332760836778966,0.0601016323686143,0.128899422200295,-0.0726582114913655,0,3.64943980837022,0.00572814530109038,0,4.22147714650711,0.406216518885268
BV010082.Index,0,-8.67361737988404e-19,0,0.118534257188325,0.0274784981555359,-0.144463599535766,0.0661568734606873,0.00445561102598438,0.0580625819715116,0,0.0171756268944664,0.290552036272985,0,0.0649859916311827
CVIX.Index,0.598659599421076,-0.0402622399281569,0.161148173199899,-0.165541069823828,-0.0492237705203691,-0.252045497664095,0,0.0440927350171286,0.164029833991399,0,0,0.793429547672906,4.21299787615803,0.328573904075509
DXY.Curncy,0,-0.0207126782565824,0.0100922985295075,0.0337401838691614,0.0202020693118103,0,0.00520986220985918,-0.0342925344448448,-0.00872523064841435,0.148050180419935,0.0664731241764531,0,0,-0.0409033459966212
SPX.Index,0,0.00523866700524207,-0.00790746277386562,0.0160262728146831,-0.00253993879368161,0,-0.012222720617262,-0.0056066453668777,0,0,0.0154896680575869,0,0,-0.0928782070903585
VIX.Index,0,0,-0.0764549082758989,0,-0.0230500779577268,0.249418114901466,-0.202749242978285,-0.104701563944925,0.0697216821414444,0,-0.0550940038918238,0,-9.37192650823583,0
