,BTC,ETH,XRP,BCH,LTC,EOS,BNB,BSV,XLM,LEO,ADA,XMR,TRX,HT,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.386587407471648,0,-6.93889390390723e-18,0,0.0554019668870303,0.198606080063166,0,-0.0823869539597259,0.052168209067077,-0.277953569395675,0.282653494265964,0,0.0638464015574709,0.095309638516396,0,0.0201817391265905,0,0,0
ETH,0.366190199122484,0,0.0771908485707061,0,0.127766420581827,0.209660179838943,0,0.120834143938931,0,0,0,0.0781172830096449,0,0,0.0538266643709804,0,0,0,0,0.0228644735645336
XRP,0,0.0606242730247286,0,0.00330771246036247,-8.67361737988404e-19,0.260553635540911,0,0,0.102715615704414,0,0,0.0457332199433147,0.183755900529819,0,0.124482623594696,0,0,0,0,0.082410150005983
BCH,0,0.182792651182822,0,0,0.224441499732357,0.108443758716881,0,0.341508299551742,0.00798172266095356,0,0,0.0160411948319094,0.0424422946163886,0.298914705952078,0,0,0,0,0,0
LTC,0.0686246866867554,0.251747468221414,0,0.0566319771554672,0,0.26905525303505,0,0,0.154318514875827,0,0.262918193295873,0,0,0.104341601369577,-0.00244292566242675,0.0959968099315719,0,0,0,0.0359292269176576
EOS,0,0,0,0.258896129929718,0.133912639651173,0,0,0.291666819600993,-0.0901698802186519,-0.0278245054527362,0.363548866209256,0,0,0.0260411444867028,0,0,0,0,0,-0.0407099008464423
BNB,0,0,0,0.484905619297585,0.252136284818326,-0.512868660973402,0,0,0,0,0,0.207143801821563,0.374010534316658,0.045288163996766,0,-0.109967655924524,-0.221440797089465,0,0,0
BSV,0.00468655242404552,0.0910140074813838,0,0.677020568125891,-0.0521326839648193,0.00483781393856654,0.202799170030679,0,-0.0965990350110986,0,0.198910075658037,0.12532755920673,0.020540015503524,0,0,-0.0187706933889365,0.106568431538455,0,0,0
XLM,0,0,0.784315043843432,0.26001919816814,0.264610994961253,-0.0919877737388268,0,0,0,0,0,0.137927994934655,0,0,-0.228287521939536,0,0,0,0,-0.0111506173763509
LEO,0,0.0777621692413465,0,0,0,0,0,0.158038806625032,0.0144771799793075,0,0.108631758024026,0,0.00539637271303806,0,0.00135865140112154,0.389489393629668,0.193769584847942,0,0,-0.0310056469734381
ADA,0,0,0,0,0.0389702518252344,0.299057732679521,0,0.0837980912138639,0.0741088329164266,0,0,0,0.224355685605777,0,0.108497127201598,0,0,0,0,0.0365551721030421
XMR,0.719198133041994,-0.396496272560667,0.122182793635061,0,0,0.355331870056872,0.291053892646312,0,0,0.357269813689886,0,0,0,0,0,0,-0.0766947327870017,0,0,0.102308202343462
TRX,0,0,0.497046002253819,0,0,0.243042711506118,0.05521872338483,0,0,0.0123474183783768,0.300311140505771,-0.068737552045042,0,0,0.158813599122886,0,0.0992552613181791,0,0,0.0366238165897701
HT,0,0.100405514560842,0,0,0,0.305164739022142,0.455417858388021,0.179702868343078,0,0,0,0,0,0,0.0255831841882713,0,0.089413894027844,0,0,0.0504859683130843
MIOTA,0,0,0.203929375576158,0,0.180489190453434,0,0.172732004429994,-0.272862365544193,0.337373701022107,0,0.298078380856995,0,-0.0997332824421769,0,0,0,0.146827146972316,0,0,-0.0201243125010817
BV010082.Index,0,0,0,0,0.603994252548748,0.0816317769084193,0,-0.0882799232171712,0,0.429098608107707,-0.294592567838556,-0.530247657314369,0.0510000277792343,0,0,0,-0.398145160643351,0,0,-0.066780304976497
CVIX.Index,0.552998134715737,0,0,-0.10912412661533,-0.114309921995757,0,-0.676356483774362,-0.140768673309415,0,0,0,-0.130850659669696,0.455459730715312,0,0.28883843212113,-0.0951661822757441,0,0,0,0.0452818435624371
DXY.Curncy,0.0191935222971212,0,0,0.00606743510281885,0.0163542605199741,-0.010437187325006,-0.0197913168543648,0.00772710631246242,0.0107517794748553,0,0,-0.045500013429795,0,0,0,0.0123921135890077,0.0183967558628922,0,0,-0.0123058997478135
SPX.Index,0,0,0.0393092924861117,0.0196022369324929,0.0433557584052049,-0.0696111313460713,0,0,-0.00113536731275259,0,0,-0.013833771333468,0.0117042400314784,-0.0242636740288625,0,0.0779619323066651,-0.019927290572327,0,0,-0.0927535306171232
VIX.Index,0,0,0.673546374430123,0,0.170582874101561,-0.402446066819059,-0.140335481509662,0,0,-0.502690122192265,0.26979418004345,-0.382419728878531,-6.93889390390723e-18,0,0,-0.0756915177428876,0.246714854612346,0,-5.25224955404302,0
