,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.138474653080161,0.0818051455575225,0.0554761456166143,0.257871118290093,0.176359123429334,0.0802133725980314,0.140082905982286,0.102202652725426,0.213860946917382,-0.110964172169485,0,0.159151705799684,0,0,0,0,0
ETH,0.0992768725861532,0,0.19485304993973,0,-0.0932005049291145,0.244783152551723,0.381596472612332,0.0853182044531748,0,0,-0.0331087874389934,0,0.270389166475715,-0.156917429257357,0.166284537586981,0,0,0.0489823521638588
DASH,0.0509498718448245,0.383116925409111,0,0,0,0,0,-0.0461383894416726,0.0243536228195729,0.137573613917035,0,0.209182280029308,0.0725185231442418,0,0.375943226288375,0,0,0
XRP,0.105799215530564,-0.0154628227386958,0,0,0,-0.112657547561153,-0.0881120442332303,0.0828718517573691,0.0328016291948086,0.403771776646004,0,-0.103194811027643,0.0409165962306935,0.44827295424876,0,0,0,0.110288223623128
LTC,0.328564466115409,0,-0.10213130863291,0,0,0,0.249111345236822,0.075417558097445,0,0.11973160064042,0.133505405665258,0.128075866593445,0.0877320737491815,0,0,0,0,0
XMR,0.279196827584399,0.834908776421143,-0.10771684753037,-0.0912674594000655,0,0,-2.77555756156289e-17,0.0463143148247181,0,0,0,-0.100333883928208,0,0,-0.39317151279332,0,0,0
ETC,0.431278917692232,0.268030927262109,0.0593800337674869,-0.0117025533401553,0.579738455542063,0,0,0.070622492479309,0.0717327325766257,0,0.109889517496098,0.172394914876068,0.0894522046062549,-0.386153718327666,-0.165523143164656,0,0,0.117845492364389
XEM,1.18462207549731,0.384945603104656,-0.0420841039653727,0.804059961554714,-0.418716718701564,-0.57639803818394,0,0,0.464088993262818,-1.88666709694233,0.616500979775357,0.038188276162959,-0.0523969267072103,1.26241264669347,-0.862319857442964,0,0,0
ZEC,0.159389812253981,0.381213988208452,0.215049625667427,-0.244480080112193,0,-0.263546542011881,0.0900172235554248,-0.0465099818524672,0,0.519080546086353,0,-0.061945640241317,0.0160290091433647,0,0,0,0,0
DOGE,0.223492124428429,0,-0.0386196653014723,0.298874974961497,0,0,0,0,0.244314775344274,0,0,-0.0637221535618699,0.050391038378577,0.0872798126229737,-0.045839506375502,0,0,0.0681516051685637
XLM,0,0.29389439345596,-0.0144788484949284,0.08810270528914,0.440877551538162,0.105134782885597,-0.192015750365374,0,-0.156332172890341,0,0,0.0582694280219874,0.0505157326755794,-0.463353594790518,0,0,0,-0.0631122994431349
NEO,0,-0.149912811681331,0,-0.301191347337311,0.258635442372969,0,0.149474596766679,-0.141623004691104,0.3064765817542,0,0,0,0.168418047746418,0,0,0,0,0
DGB,0.778682519098511,0,0,0,-0.869198482226999,0,0,0,0.29582977277147,0.00322554473062589,0.0635439426346083,0.362781125960264,0,-0.542194732832165,0,0,0,-0.362475098218657
BV010082.Index,-0.135869912330787,0.1357896840975,0,0.0357370064254206,-0.169096493444865,0.021076174396336,-0.0253019641017375,-0.0482870699845053,0.0362023618894564,0.189960056753171,0.0866875614683475,0,-0.0487115733624406,0,0,0,0,0
CVIX.Index,0,0.226346860298672,0.161601111905634,0,0.0679504445693681,0,0,-0.137900722696147,-0.276268968675122,0.147474487489512,-0.083847086668903,-0.172977003408307,-0.0314324348050595,0,0,0,0,0.111395680810819
DXY.Curncy,0,0,0.0110940154522425,-0.0313012656968037,0,-0.00436247819793118,0,-0.0198338258120029,0,0,0.00546638078677117,0,0.0130059475253433,0.178708828169631,0.0360538859834103,0,0,-0.0359355657970781
SPX.Index,0.00444224693992889,0.0428812486565905,0,-0.0340149066629843,0,-0.0112057710125044,-0.0413796409410766,0.00422994701706005,0,0.0049722332407425,0.0352998380631044,0.00133203903016264,0,0,-0.0211890907494959,0,0,-0.0154817024741833
VIX.Index,0,-0.0545254590586643,0.224487732402717,0.073158306535575,0.445306764007418,-0.0450621636563891,-0.496492196075269,-0.191534067606592,-0.443067413858105,0.100842865967725,0.294929408933352,0.056255221200504,-0.121697237289742,0,0.177292561117762,0,-1.79041227408887,0
