,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.15576335234053,0.0239890129556756,0.0133654851655855,0.0321146808015724,0,0.096829087084379,0.329200744763293,0.0389188597740267,-0.032349674923837,-0.132799291724608,0.0398603960520745,0,0,-0.0569361829848948
LTC,0.53939916246131,0,0.294435845146516,0.0454193075193802,0,0.213375364791842,0,-0.162401754157717,0.0154418128525222,0.0543438896588996,0.252193198697668,0,0,0,0
XRP,0.785282012374624,-0.380616675112964,0,-0.0724613659120343,0,0.856717422649873,0.437803570379234,-0.556857321953135,0,-0.0986723973068962,0,0.163494903280972,0,0,-0.2162848895559
ETH,0,-1.5425713292538,-0.357612137371605,0,0.479213488357854,2.14571156102664,0.522018626236628,-0.982432221067189,-0.0150836898519527,-0.476969113274299,-0.490029795162305,-6.93889390390723e-18,8.27237309871295,0,0.102300144249702
DASH,-0.101281770541789,0.42249763314239,-0.107936428731481,-0.034099772239969,0,0.516945567638196,-0.0891604374213107,-0.156541851319458,0.044577945835585,0.0340669035468629,0,-0.006688149325174,-0.859613453484896,0,-0.211852753696953
DOGE,0.170449753537456,0.456012643700856,0.276862661770222,0.0331045105161033,0,0,-0.0113016154500987,0.214156994525232,-0.0192222603421367,-0.00525570695101808,-0.229858254587054,0,0,0.847670608909604,0.111628875543099
XLM,0,0,-0.0254251328346183,0.102974608956959,0.119998797629241,0,0,0,-0.0263178617575126,0.11797482661982,0.267551534850126,0,0,0,0
XMR,0.601897179258424,-0.534849472926185,-0.394306184964534,-0.155543967777442,0.241342002384823,0.847290505374942,0.342353790909644,0,0.0400688923533173,-0.044883296824337,0,0,3.3171451853643,0,0.0637154107304684
DGB,-1.91474246857315,0,0.347744540193553,0.641077117745245,0.532682099280566,-0.016602027907278,1.25787754330131,1.23625293203692,0,0.605123395791362,-1.29158770570915,2.48883594634934,-8.78766088712632,0,-1.20367864760439
XEM,1.67329570067143,-1.321140061723,0,-0.293880731521458,0,1.54671851892022,0.971346675422011,-0.910126195973132,0.124886953511841,0,0.0408361494177542,0.607012481944788,0,0,-0.366378761518167
BV010082.Index,0,0.738612780933396,0.13471096762993,0.063177865557892,-0.509473551533398,-0.34969428236827,-0.185418857478659,-0.163649502005122,0.0038124485941852,0.145307434522018,0,-0.357760504049958,2.18402926363833,2.27514698920559,0.400553306310766
CVIX.Index,0,0.159602485362038,0,0,-0.0700689366097648,-0.00599655382863157,-0.399908107672613,-0.278381457399278,-0.00283721339376535,0.0813772323907621,0.042748659733855,0,1.65924341368037,0.563197846104362,0.137749269479335
DXY.Curncy,0,0.0224319377937978,-0.023267568352009,0.0123011390877255,0,0,-0.013912323091277,0.0437984149945671,-0.0208067273716265,0.0107586164930427,0.0450466553976236,0,0,0,-0.0255271981596775
SPX.Index,0,0,-0.0451738099705054,-0.00547550575446571,0.0261247011701652,0.0436284967557461,0.0104770027792603,0,0,-0.0156858889937313,0,0.0495966266755623,0,0,-0.137092541353283
VIX.Index,-0.0101531699888798,0,-0.314433241960331,0.122880337538565,-0.248998331904415,0.0940505179052112,0.159694397937183,-1.0842021724855e-19,0.0330350480628966,-0.0377367569690961,0.358869225391532,0.417935155156302,-2.1545383509885,-5.68612986962452,0
