,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.30535169410474,-0.113793031697038,-0.0625926257270757,-0.00566507315145272,0.204940620560087,0,0.373081428926061,0.0615499822137066,0,0,0.0120630465349629,0,0,-0.237283530981565,0,0,-0.256472245518479
ETH,0,0,-0.0074354737489907,-0.168363754985044,-0.0675415263765773,0.193932877041149,-0.0329323219855675,0.251168691671533,0.0380868055580854,0,0,-0.0340599862071689,0,0,0,0,0,-0.165392154721319
XRP,-1.61655908285882,-0.453814985472084,0,-0.762450686476862,0,0.0887487156204644,-0.771080693296265,1.44834146143953,0.700593301008641,-0.297197269240637,0.492557479260704,-0.666812285926469,0.40278061139528,0,0.192394796867924,0,0,-0.141990605294268
XEM,0,-0.256869148195537,-0.0676975069878499,0,-0.061759985391061,0,-0.298705474819194,0.632163424096764,0.180513276983813,-0.150533547024334,0.377693631492636,-0.0262442897630526,0.0898282108949263,0,0,0,0,-0.41386025026218
LTC,0.451905773601571,-0.449850908964669,0,0.0133234871101508,0,0,0.57489766262748,0.0378727068187566,0.0279596285153754,0.40276262679155,-0.222941479464947,-0.121911581038745,0.159097398245139,0,0,0,0,0
ETC,0,0.376150813643347,-0.0500127226268562,0.0915768858857137,0.101330783903574,0,0.161642495324355,0,-0.000286032810692084,0,0.0199352995836565,-0.0243990055680754,-0.08830659523437,0,0,0,0,0.0902187042042214
DASH,-0.035708337510907,0.317786176785913,-0.0311408806617668,0.10933310652434,0.06218609454016,0,0,0,0,-0.149808951259508,0.42149829753317,0.0338771072177839,0,0,0,0,0,0
XMR,0.155265353738726,0.237884685357283,-0.0621465123322282,0.0116572179883103,-0.104202347322757,-0.0978395798622042,0,0,0.113093541336464,-0.0430635053220593,0.121185553083324,-0.0253179639289834,0.0741947633854855,0,0,0,0,0.112072950878175
XLM,-0.476992671718902,0,0.382890656113557,-0.0991178623853178,0.164299219758275,0.518386225724395,0,0.958718137700515,0,0.239388836157722,-0.0527211360989924,0.197098082247734,0,0,0,0,0,0
DOGE,0.0651093148729449,0.177693552160019,0,0.0977132474692642,0.299634279187201,0.0487133949965943,0,0,0.242937779613572,0,0.327326626606616,0.0423327092447907,0,0,0,0,0,0.239799174084991
ZEC,0,0.150995893891623,0.0589059006847206,0.104659897255093,-0.205383931080847,-0.0677127142360388,0.43337307580369,-0.0334224425123358,-0.102409482432477,0.228091624135874,0,0,4.33680868994202e-19,0.908416471393504,0,0,0,0
DGB,0,0,0.0111652204471219,-0.0499846211760249,-0.417926943160135,-0.0910525098750651,0.223135581412238,-0.40947522717509,0.0568520648262597,0.266127870298574,-0.332163857999672,0,0.421875978832586,0,0,0,0,0
NEO,-0.587998489014098,0,-0.0899504507561094,-0.0247765768219833,0,-0.259246921047681,-0.159764917371964,0.134069162141561,0,0.0848228787187867,0.374856211418062,0.0533069266519601,0,0,0,0,0,0.0906564183173099
BV010082.Index,0,0,0,-8.67361737988404e-19,-0.0282602773154263,0,-0.00222602116434042,0,0.0235517782675214,0,0.032226426514535,0,0,0,0,0,0,-0.0397907138408148
CVIX.Index,0,-0.0735709727031959,0.0163655445117877,-0.221092108368903,0,-0.140660505505738,0,0.231636092622325,0,0.0122775032253557,0,0.0332492384166384,0.138191618196203,0,0,0,0,0.117929116959474
DXY.Curncy,0.00529976163772286,0.0286358098224537,0.000535724621619474,-0.011137331734568,0,0.00189545986847759,-0.0114843845528865,0.00535061704898701,0.0064143206772305,-0.0088052283378205,0.0117354864525814,-0.000909060869487266,-0.0132831920035569,0,-0.00902366837440961,0,0,0.00790350515819195
SPX.Index,0,0.012641181122233,0.00116635276584489,-0.00124839349844197,0,0,0,0,0.00364019711417095,0,-0.00837399746799703,0.00107519956336825,-0.00274999796938319,0,0,0,0,-0.0417314928329864
VIX.Index,-0.235806032179378,0,-0.0510260156753639,-0.309018966801215,-0.220382088281796,0.288207413829675,-0.0631483616283907,0,0.250156468481045,-6.93889390390723e-18,0,-0.0948119500019531,-0.0957154641382143,-2.62895436547136,-0.730138147811547,0,-3.1718266270488,0
