,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,NEO,TRX,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.104970797990172,0,0,0,0,0,0,0.133129705639206,0,0.0576348235986886,0.147057460530154,0.0802118305279063,0.099363986235111,0.0461643454480533,0,-0.06814228495587,0,0,0
ETH,0.0660119473349105,0,0.447179994306188,0.0615909388607526,0.0136667629857484,0,-0.00459202933186573,0.151330817595997,0.123318346282111,0,0.0240969086179166,0,0,0.128399362150634,0,0,0,0,0,0
XRP,0,0,0,0.14367137428054,0.0578778390881818,0,0.098938531960554,0,0.064364716486905,0,0.194258139570902,0,0,0.0327073804085859,0.128426120604825,0,0,0,0,0.0507311464122007
BCH,0,0.47226762690519,0,0,0.15156207228123,0,0,0.120411242668615,0.0349175462774532,0.124213386676989,-0.0566130442189194,0,0,0.076162872869696,0,0,0,0,0,-0.0320349150646641
EOS,1.36246629085821,0,0,0,0,0,-0.134898930593224,0.182093028748527,0.129614398203294,0,0.14752954031315,0,-0.305241789689113,0.0389712751015135,0,0,0.478024573997103,0,0,-0.0150098249955002
LTC,0,0,0.0256579063412884,0,0.193283449798615,0,0.0662412419731205,0,0,0,0,0.0624577937634718,0,0.149878421176994,0.285856129057314,0,0,0,0,0
XLM,0,0.0409036997306807,0,0.300872001498695,0.0973169578650257,0,0,0.264327896955853,0.00973526115907998,0.0365889736976123,0.0633537304782537,0,0,-0.0188736291833903,0,0,0,0,0,0
ADA,0,0,0,0,0.167000155182873,0,0,0,0.122147134409187,0,0.263978768228622,0.0959874415833235,0,0.0849551032016486,0.123874543734669,0,0,0,0,0
MIOTA,0,0,0,-0.313073826902894,0.128713482991424,0.138639432781267,0.514228992075908,0.429636777201189,0,0.740781123957153,-0.0292403386188292,0,0,0.0897402981555545,-0.543289384884963,-0.186971568354915,0,0,0,0.0282525321998166
NEO,0,0,0,0,0.034220724385961,0,0,0.0784279146730744,0.163141693217287,0,0.141580546827194,0.102398715152446,0,-0.236047947138758,0.622570841425911,0,0.388655444821849,0,0,0.0607447564625114
TRX,0,0.215921189166449,0.435123782059417,0,0.146087552543168,0,0,0.0175259011587205,-0.115577577965849,0.0349634984098432,0,0.340326609788489,0,0.138550019118282,0.0185159294396244,0,0,0,0,4.33680868994202e-19
XMR,0.346410176450834,0.322666806303598,0,0,0.0761210015587402,0,-0.00976205864724914,0,0,0.190512144411063,0.119872237970702,0,0,0,0.197170173790614,0,-0.338422224949046,0,0,-0.0287237650309674
DASH,0.203037729652965,0.124963521965646,0,0.0856888085406049,0,0,0.0657552102570026,0,0,0.124019197695279,-0.0110534081522199,0,0,0,0.205612604665469,0,0,0,0,-0.0518624599562931
ETC,0.35959308205179,0,0.565391906260569,0.130797060342258,0,0,0,0,0.0224326184816069,0.0199116795618674,0.145660613940384,0,-0.0543314420246684,0,0,-0.470781083054663,0,0,0,-0.215155958615252
XEM,0,0.190810760956598,0,0,0,0,0.416428131740616,0.0632038251356921,-0.241903407636517,0.284940756981091,0.160422803344554,-0.036739187227336,0,0.159542343984074,0,0,0,0,0,0.0485317082656966
BV010082.Index,0,0.143144215950251,-0.334584987349609,-0.106249189967196,-0.0911277240242638,0,0,-0.0404869989693462,0,0,0.0813067301581973,0.213486738144399,0.0459656262300805,0,0.0309605373120972,0,0.137200701755108,0,0,-0.218533094117849
CVIX.Index,0,0,0.203492163530747,0.232122644330904,-0.03750203069683,0,-0.130406718988155,0,-4.33680868994202e-19,0.0487844782040063,0,-0.130709121444032,-0.0292713282440452,0,-0.0510486369219283,0.27974344577456,0,0.459451276458427,0,0.136702702051878
DXY.Curncy,0,0,0,-0.0184851325707149,0.0225221238699507,0,0.0393069140302189,-0.0676690481172127,0,-0.0148897811137033,0.0344712700121732,0.00388982068617334,-0.00495398511711265,0.0276531780125308,-0.0272934629040389,0,0.0183363826577445,0,0,0.0109207973308487
SPX.Index,0,0,0,0.00275446975720024,0,0,0.0123713617655006,0.0056851492696796,-0.0289581155585731,0,0,0,0,0.0157560074168533,0,0,0,0,0,-0.0533872418000462
VIX.Index,0,6.93889390390723e-18,0.245337090114921,-0.28427696988474,-0.311135071316605,0,0,0,-0.177350072964703,0,0.202594955798016,0.0795316171455234,0,-0.329936514707036,0.560910821284151,-0.349077116879942,0,0,-2.27335426435095,0
