,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.243595288978639,0,-0.0644249932877877,0.050335980740005,0.230631703485076,0.279177955148454,0.116330412851677,-0.171332225187121,0,0.17205250376527,-0.361004207545702,0.073806090447457,0,0,0,0,0
ETH,0.348775291108323,0,0.00552950823582881,-0.0340006836858436,-0.0776264785024187,0.909078255886747,0.262885270078517,-0.114572191705069,-0.248457226551597,0,0.0990130870169577,-0.0866415422554418,0,0,0,0,0,0
XRP,-0.14815462472902,0.00870376620469696,0,0,-0.334111325370353,0,0.121033946602518,-0.070723633963388,0,-0.239594338599118,1.32577043888749,0.315717856588091,-0.637532821617177,0,0.766840273998436,0,0,0
LTC,-0.326178379049112,0,-0.058875928181163,0,0.126316558236134,0,0.136573869198612,-3.46944695195361e-18,0,0.452541227905864,0.17583021981813,-0.0889730900146944,0,0,0,0,0,0
DASH,-0.219622586623861,0.0523552733582017,-0.0910740218118882,0.0447894226921885,0,0,0,0.0945891931088424,0.0859210160063495,-0.0421725737381801,0,0,0.016134629358748,0,0.765846519513931,0,0,-0.282732871614601
XMR,0.190473367358961,0.552102487370815,0.178610918727442,0.0905664371713788,-0.153935238815359,0,-0.00419265051704433,0.136724477702394,0.236773800588122,-0.442736785908409,-0.059212120012979,0,0.162454620197965,0,-0.644003823297343,0,0,0
ETC,0.229022149740732,0.141230546166375,-0.0116402944931734,0.45831760895732,0.120928284534784,0.272987579265152,0,0.0634928423270413,0.158159635935179,0.0548243930655049,0,-0.0748489798416195,0,-0.509550781355228,0,0,0,0.162827177223555
XEM,0,0.353105543154618,-0.0512616601347711,0,0.118683723757067,0.303076724952576,-0.522563856107442,0,0,-0.290674816631159,-0.0207428852563879,0.091575284896141,0.388273015981958,0,0,0,0,-0.198492899518302
ZEC,0.0787492311954209,0,0.0176513880634327,-0.0412377343673566,0.244627216980867,0,0,0,0,0.34535274021096,-0.122589063564827,-0.061140077751241,-0.122299784210228,-0.25831804770013,0.213407056589263,-2.64810414896936,0,0.0920152248255496
DOGE,0.184401960526589,0.250347084205216,-0.148564371771717,0.3198454193055,-0.0157671859396114,-0.0838565058413286,-0.394073837438608,-0.0927328098301301,0.404048524967335,0,0.59815581937885,0.0718518682817415,0.0785227169654109,-0.323290975823759,0,0,0,0.396757153702552
XLM,0,0.0999493130949903,0.291126452273843,0,0.128035985121797,0,0,-0.142249664860389,0,0,0,0.151796017146153,0,0,0,0,0,-0.474063428675644
NEO,-0.264616843077612,-0.238156997955281,-0.108443285079804,-0.394839932248238,0.00510747685039569,-0.112855290449766,0.224857859384934,0.0798831700569,0.168760468092349,0.266256071450649,0.224611981139526,0,0.153215857419241,-0.336106726015924,-0.25394911816773,0,0,0.465436186953849
DGB,0,0.176615778715041,-0.0630670403199698,0,0,-0.268245113615114,-0.0656147278269975,0.208820548800862,0,0.23649912989093,0,0.0232164006081023,0,0,0.101910081225855,0,0,-0.635402795161179
BV010082.Index,0.0502500719511496,-0.000704027275396901,0,0,0.0384541242869419,-0.0301015486992111,-0.0859779174556096,-0.0832847757707281,0,0.0270754140423918,0,0,0.141107432228306,0,0.236106512008164,0,0,0
CVIX.Index,0,0,-0.00727788808595557,0.0695457668182462,-0.0698555788453379,0,0,-0.0485593269253359,0.176094313677897,0.0590101215060385,0,0,0.112954613045844,0,0,0,0,0.394189288639805
DXY.Curncy,0.0191413854981914,0,0.00119708252337891,0.00547102193000431,-0.00695955575912407,0,0.0124990506040808,0,0,0,0,-0.0121371884665947,0.000782306577765118,0.12201677269417,0.0260144651241028,0,0,0.0182804514927988
SPX.Index,0.0168844624675331,0.00132359940056711,-0.0143449855160664,0,-0.00977357893297702,0,0,-0.000719210120327792,0,0,0.0243566490177753,-0.0397736486845851,0,0,0,0,0,-0.0285216014188901
VIX.Index,0.0282582916691779,0.288944646164957,0.0715542788675322,-0.0587390423320992,0,-0.383732121740354,-0.276987102567145,0,0.0535714410362167,0.00583986557949925,-0.116704766172632,0.131221726239375,-0.00560858980092767,-0.527882645922225,0.417847147832998,0,0,0
