,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-6.93889390390723e-18,-0.149769565858237,0.0635301122983869,0.30975710111817,0.112761808283001,0.234596987655345,0,0.0548678109425898,0,0.0661095002558557,-0.0961323949920357,0,-0.0685838205303364,0.0163046532609512,0,0,0,0,0
ETH,0,0,0,0.186757791288783,0,0.124424066857865,0.0888520435250544,0.0363375555504774,0.247419216017635,0.218012535137692,-0.0254581377069428,0,0,0,0.123703458232706,0,-0.31675111451639,0,0,0.0907656864974703
BCH,0,0.0720743240738291,0,0.306402649598586,-0.509354800876569,0.932918694080604,0,0.239847066760923,-0.608734792528186,0.397757362317998,-0.0324492984160998,0.572635741315445,-1.24286332560685,0.450334204190282,0,0,0,0,0,-0.150140531132596
XRP,0,0.515823395531088,0.0613214988866606,0,-0.0549343351604523,8.67361737988404e-19,0,0.0909480265371826,-0.130047390640421,0,0.0636566454313213,0,0.21584045789446,0.0255528531756513,0,0,0,0,0,0
LTC,0.219900667947788,0,0.0982099294096786,0.0135701821298913,0,-0.0891962740456773,-0.18178550204543,0.0273082385508708,0.134279108134776,0.216872605065205,0.0429867249800683,0,0.0694613000442847,0.0507269903869483,0,0,0,0,0,-0.0355459281403439
XEM,0.25392467253721,0,-0.0206540801037929,0,-0.1062150383592,0,0.105545650246942,-0.0178620126477919,0,0,0,0,0.218521336732756,0.213285989284268,0.223304976035123,0,0,0,0,0
DASH,0.284568904220353,0,0.00521130985461117,0.0607106364194535,-0.191408070094393,0.0494415132890957,0,0,0.0755305479757662,0,0,0.338112834196257,0,0.17964399758834,0,0,0,0,0,0
XMR,0,0,0.105976779740595,0.145162405967929,0,0,0.323578749360355,0,0.042210887164408,0,0.0995414369021809,0.0945405123172857,0.215092848164979,0,-0.0854047750592221,0,0,0,0,0
MIOTA,0,0.285063875749481,-0.0266006936084898,0.0549315206556902,0.0574705369304842,0.062867399504175,0.622821069508214,-0.101377955173445,0,0,0.112164742075329,0.0649133983273962,0.216260524726145,0.20198836499623,0,0,0,0,0,0
ETC,0.0589510903327072,0.316777927997125,-0.00843157182239294,0,0.295857490540328,0,0.111677375185865,0,0,0,0.0125935988280433,0,-0.067820435674087,0.0611169744187576,0,0,0,0,0,0
NEO,0,-0.221905549353177,0.0379691637701774,0,0,0.165725125572228,0,0.046547947995712,0.266330794331992,0.179099516334439,0,0,0.0953210348042399,0.443670600295258,-0.160014686479891,0,0,0,0,-0.027040704345186
ZEC,0,0.0232177770422671,0,0,0.0900472241285294,0,0.195127702721052,0.0548078943940773,0.206560260434728,0.0814620740087966,0,0,0.106939890399452,0,0.00726812369426624,0,0,0,0,0
XLM,0,0.20213791365662,-0.00764403949760777,0.00901175296549177,0,0.188901600868212,-0.206534163985808,0.480312302381642,0.0922217078426042,0,-0.00688234449017869,0.0402701337312075,0,0.0894458529010741,0.193875893459853,0,0,0,0,0
EOS,0,0,0.0679375648460872,0,0,0,0,0.32123021948282,0.158083690921983,0.346457509604414,0.183802859560063,0.126420341386123,0,0,0.161654759195726,0,0,0,0,0.0956195704303615
BAT,0,0.120461592474034,0,0,0,0.125646777253333,0,0,0.0310990993479884,0,0.144109570676718,0.216159019283511,0.286838683864048,0.0974750514235278,0,0,0,0,0,-0.181070868469949
BV010082.Index,-0.0282035368157139,0,-0.0196562642792454,0,0,0,0,0,-0.0559709902067252,0,-0.0162445956655024,0.0780258148474536,0,-0.011517100688953,0.0413230598333173,0,0,0,0,0
CVIX.Index,0.0287164055679999,-0.106904093794163,-0.0261677471403017,0.133205080664505,0.0877820317114194,0.0304211147322386,0,4.33680868994202e-19,0.0513451650569466,0.0870548250018384,0.0187381172021175,-0.0738861051756647,-0.06189331687632,-0.0757340119718485,0.0122787603321464,0,0,0,0,0.0885996498870963
DXY.Curncy,0.00375153851436941,-0.0121586903246372,0.000270501651405326,0,0.0239276803943433,0.00217803599819651,0,0.0116919017651109,0.013301180473562,0,-0.00501323246972263,-0.0235759233793053,-0.00767174367077032,0.00135802682542143,0.00354511340451963,0,-0.0158591346159666,0,0,0
SPX.Index,0.00727061759458813,0.00850592136038822,0.00330546044871907,0,1.06509764489994e-05,-0.00409855994892013,-0.0186022283405658,-0.00516359968277474,0.00439572149990294,-0.011710163029215,0.000571860327209705,0,0.0028250007627602,0.0109783355943263,0,0,0,0,0,-0.0526720282788221
VIX.Index,-0.123803996519005,0.302003779326695,-1.73472347597681e-18,0,-0.174304329433538,0.414314592986524,-0.127953912609244,0,0,0,-0.0242218889486046,0,0,-0.348780433997022,0.0612587040690448,0,2.36809441563677,0,0,0
