,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0136240813880051,-0.0321109465458125,0.822178853519352,0.0498868353899668,-0.00826817915975306,-0.0132356351268362,0,0.0196214145201929,-0.00222540342797154,-0.196952060504152,0.0781778857358625,0,0,0
ETH,-2.97463811867859,0,0.42752058313228,0,0.537828946385194,0.180895054514534,0.186951215618475,0.0828210980051992,-0.186493861349438,-0.0356754358415985,0.611828030938272,-0.669998376452159,-1.95145389949541,0,-0.0800281876210119
XRP,0,-0.0383579470715291,0,0.695999848490642,0.0672784482107217,0.245294943576015,0.12739402374238,0,-0.0858793634030013,0,0,-0.334242311103552,0,0,0.123217015433676
LTC,0.361711129461805,0,0.00214317386792037,0,-0.0493968513829487,0.0690787647904105,0.0374717920780735,0.0259728581651975,0.0390262753083231,0.00296826102116745,0,0,0,0,0
DASH,1.00059522933321,-0.176159466824175,0.319636842037189,0,0,0,0.0837473184714047,0.0212423572822252,-0.501143037119279,0.053803188864825,0.561279828487344,-0.490960722856014,-1.27820154619091,0,0.558845834221446
DOGE,0,-0.0861653624415288,-0.146208332825021,0.201741196177761,-0.0346771162750975,0,-0.0698637837992813,0.0560461013298158,0.0896244377882335,0.0703261253921365,0.147771622142263,0.49213871794781,0.782542884374504,0,0.0552793845389572
XMR,0,0.317995900013051,0,0.651567347589875,-0.186379125057189,-0.650602010392787,0,-0.177538462117314,0.594830514985041,0.0962599967782081,0.513466305473604,0,0,-4.43038166931773,-0.828369954552148
XEM,0,0.239416515162188,0,0,0.240615476601841,0,-0.277731117093623,0,0.46243277331368,0.105827496669692,0,0,0,0,-0.477545674476265
XLM,0,0.0154174641692856,0.555780103487275,0.372736871192075,-0.56551384735655,0.297304319392041,0.137606936623359,0.219027001566412,0,0,0,0,0,0,0.378976259418256
DGB,0.373565168263346,0.100628767671166,-2.17758649634396,-8.67361737988404e-19,0.738065276897392,0.915291706353273,0,-0.051483545492896,0.88131229668339,0,-0.145942120459199,-0.585442522148813,0.47938453945618,-4.70372504436875,-0.584816103317458
BV010082.Index,0,0.00182886787851404,0.344063803210628,0,0.0514888015746216,0,0.0563171931634151,0.0233221865601951,0.139297860632702,-0.101717748585148,0,0,0,0,0.121816838371156
CVIX.Index,0,0,-0.337491921887446,0,0.0307066799467245,0.177133421184088,0.0477794986588394,0.0159691795026906,0.0429835464999913,-0.0254761408986794,0,0,0,0,0.119107447822066
DXY.Curncy,0.0235699968774003,0.00229593675610381,-0.0728343609004741,0.0232568885201773,0,0.024273056490736,0.0287718213229232,0.0107671487805445,-0.000656227278092108,-0.00552038739321406,0,0,0,0,0.00628446704646392
SPX.Index,0,-0.00623216250731056,-0.0885472331934759,-0.041728228245882,0.00534744045294842,0,0.0138222195061691,-5.42101086242752e-20,-0.0172057260168394,-0.00616407613547731,0.0205027841471151,-0.0394156093892879,0,0,-0.0959556704904921
VIX.Index,0,0.00683154851198776,0,-0.0415278443964407,0.0999377478706695,0.0317928072331458,0.0551949055774372,0,0.298419558346021,-0.0821958011193324,3.46944695195361e-18,0,0,-3.46322475663424,0
