,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.229867394816745,0,0.109188630031787,-0.0813922538443429,0.192310305880033,0.338125875004936,0.166031082763282,-0.148279931165608,0.0306122132156611,0.181988787208717,-0.37825137379259,0.0944269773885239,0,0,0,0,0.0116195594552383
ETH,0.334974155003973,0,0,0,-0.0252524164453169,0.892649271213512,0.259028394076789,-0.0674538538118762,-0.25419126779335,0,0.155446819318281,-0.114134599512641,0,0,0,0,0,0
XRP,-0.617474902966328,0,0,-0.29373722254169,-0.130249853818008,0,0.110675598480255,-0.0449994851279292,0.0422453665284684,0,1.30636282540481,0.175206553044373,-0.430768132935323,0,0.435538764916461,0,0,0.0224694788787333
DASH,-0.295131158137655,0.0588781400810181,0,0,0.0751867312669393,0,0,0.0950470773417443,0.153761501488897,-0.183037179741365,-0.0881489865269683,-0.0117057274586136,0.072632120716405,0.158876734567506,0.63279676811789,0,0,-0.130194812174718
LTC,-0.196049432609374,0,-0.00207205115291226,0.0643675390507688,0,0.168203978371207,0.180626075710621,-0.0994111291961758,-0.131886092658821,0.456715161326395,0.0438108912537667,0.235309115679492,0.0271836021665189,0.787247106829804,0,0,2.28813135484826,0
XMR,0,0.430902673775252,0.120989221386893,-0.128277318512243,0.106681607389728,0,-0.0224640408814173,0.233246325982348,0.264962608815223,-0.275269311476958,-0.0356673875501506,-0.00799526352280461,0.187330309252303,-0.0644734649781309,-0.685472037945486,0,3.31071329161198,0.182363506892862
ETC,0.0685139156766274,0.373897370368317,-0.0366649499086252,0.0683652051633792,0.146092971824316,0.0307226977356098,0,0.0376265078233246,-0.0281626288408576,0.194865372012512,-0.0565192307793072,-0.162516408011076,0.0933185901702591,-1.50814090980262,0.131523323575132,2.68265180671598,0,-0.137026494594201
XEM,0,0.11776608347851,0,0.0599944613615911,0,0.274247055231173,0,0,0,0,0.0459133165296579,0.212961537100556,0.221877453172551,0,0,0,0,0
ZEC,0.0331854733062143,0,0,0.276462631639903,-0.0570243258534343,0.127135585931674,-0.0549149791479742,-0.0451053706948605,0,0.391574428826354,-0.0989386450955309,0,0,0,0.333873235941686,0,0,0.0826127323958178
DOGE,0,0.159912589184997,-0.0970668284037565,0.050201453115853,0.288717236400577,0,-0.195065328165198,-0.177691919396473,0.252074840786667,0,0.360014066017054,0.116135646423344,0,0,0,0,0,0.357491997569099
XLM,0.315009216638531,0.14202612735773,0.321064300039016,0.026395639565794,0.329027545236842,0.22497282907265,-0.0460251556233642,-0.256647551007786,0.0333132716552801,0.230828945191103,0,0.0488982611949927,0.255081308266631,0.814297465169256,0,-2.90835649623739,0,-0.1322060718739
NEO,-0.0503267672799899,-0.21862929493262,-0.110199600708754,0.0281896791195595,-0.15966588306459,-0.371360346916152,0.279169020955329,0.0821673059735942,0.15303140810673,0.258627167489884,0.16060263235583,0,0.020237612254134,-0.508959025914029,0,0,0,0
DGB,0,0.181910024079727,-0.0838998817009709,-0.00816180804040577,-0.174436283874526,-0.303724545969042,0,0.230437784854358,0,0.213169957018453,0,0,0,0,0.228935478519516,0,0,-0.660412029330601
BV010082.Index,0.083964059342967,0.0491449802207351,0.0133612170411533,0.0220577023515942,0,-0.117505670430794,-0.10923186262167,0.0527547369626118,-0.0242959862934479,0,0,0.0319818969923175,0.0479426958210815,0,0.21614602115329,0,0,0
CVIX.Index,0,0,-0.0340335376708744,-0.0555943335524241,0.0619399037796313,0,-0.0367823518293943,-0.0523367291917423,0.205415405821071,0.0536948555800199,0.0698820499593062,0,0.0153333927628324,0,0,0,0,0.399647153167289
DXY.Curncy,0.0191793965214303,0.00051260930394956,0.00126967624863316,-0.00701905147995303,0.00569155742480797,0,0.0118690744416687,0,0,0,0,-0.0119751349566599,0.00093815759848007,0.121257526498852,0.0253254167412969,0,0,0.0183523417013941
SPX.Index,0.0330077233028829,0.0264924063089449,-0.00176221705741834,-0.0154469084589324,0.006382234838703,-0.000215546152222826,-0.02880167575366,-0.00918175889929831,-0.0136717340169006,-0.00905033942467101,0.00541707896749811,-0.0295534823089041,0.014293444390901,-0.0297896949680326,0,0,0,-0.0461919451853454
VIX.Index,0,0.135881194637181,-0.0306855799636809,0.00646986925689175,-0.133640007598735,-0.32525827061237,0,0,0.0302793542785938,0.182867888091242,-1.73472347597681e-18,0,-0.0915060767982897,-0.431784358926419,0.541273259686329,0,0,0
