,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0210256651433565,0.208533635671942,0.0244255038154753,0,0,0.058375111265849,0.328723942056982,0.0357442785502937,-0.0505862821778272,-0.137317998816959,0,0,0,-0.0328833181847447
XRP,0.794548060280437,0,-0.554006016767274,-0.0465787985881669,0.102085194379805,1.34494652095903,0.797367748175281,-0.508058235132187,0.00301400953488499,-0.281553429299172,0,0,0,0,-0.0738900479041134
LTC,0.550253056040976,0,0,0,-0.341462802164564,0.707844759138342,0.128048816165249,-0.238387004143618,0.041089581975836,-0.0409286772219993,-0.263920610991944,0.0746568270582353,0,0,-0.195626123245865
ETH,0,-0.00262281907899071,-1.10198851154352,0,0.063053859146107,1.11969076555202,0.157007233398626,-0.495929904586479,-0.019317376724819,-0.420849703789531,-0.937653920220494,-1.77340748016095,11.6258799827187,0,0
DASH,-0.0951064135167949,-0.109895682985781,0.242557657473452,-0.0928298709977228,0,0.504319603060749,-0.0800895793996214,0,0.0292234598105551,0.0172040538538947,0,0,0,0,-0.127869833529287
DOGE,0.14967603102915,0.223022310359541,0.557154897594333,0.0400964612780781,0,0,0,0.235277063110527,-0.0237525214043983,-0.0477621065208164,0,0,0,0,6.93889390390723e-18
XLM,0,-0.0448511459638081,0.201037824748513,0.101724027531166,0.0652742703377054,0,0,0,-0.0150846257627081,0.185594550672581,0,-0.532313062931619,0,0,0
XMR,0.726070286384365,0,-0.160554292808651,0,0.409242813562649,0,0.795266804821057,0,0.0923330917093927,-0.0515007370925893,-0.213614963743578,0.227512538317562,0,0,0.187786952229407
DGB,-2.43153640485897,0.244759228577906,0.00489067671343887,0.706633305297014,0.538628576888213,-0.0959771657259468,0.775908677937261,1.52095349212238,0,0.631604197209104,-1.29689690578935,2.25136405868358,-11.4910183372122,6.12107694258976,-0.876663137690094
XEM,0,0.173238361667326,-0.567075835218686,-0.0999953363482876,0.60678221432554,1.4376038934456,1.33676588240425,-0.227816402053163,0.139216966639475,0,0.693673827135872,0.27756611415312,0,0,0.227745629772937
BV010082.Index,0,-0.113969907551824,0,0.101149989126315,-0.158684642805013,0.122435714958203,-0.260311157266572,0.0511604404075402,0,0.177998517716704,0,-0.140100540241717,1.84123779874945,1.83502269668418,0.202904933082804
CVIX.Index,0.142070586739159,-0.00319505414992057,-0.0128396496340022,-0.0116818259776583,-0.161732826173416,0,-0.438437888391883,-0.195075109180293,-0.00536457568269773,0.146624742585664,0,0,0.592282968844771,0.614621992089016,0.0949128409067092
DXY.Curncy,0,-0.0286710101176333,0.0294582971068424,0.0131632062059017,0,0,-0.0160053692213154,0.0360673417051071,-0.0209107134984549,0.0106817088162919,0.0443104622066833,0,0,0,-0.0181640593510312
SPX.Index,0,-0.0451738584169472,0,-0.00547552233162738,0.0261241652538799,0.0436280498298531,0.0104764504715067,0,0,-0.0156859396681447,0,0.0495972162735557,0,0,-0.137092672690601
VIX.Index,0,-0.370055728700095,0,6.93889390390723e-18,-0.005294334187708,0.326164732712842,0.189372820791863,0,0.068639095952916,-0.122599652925564,0,0,0,-5.08370346310089,0
