,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.198605860075845,0,-0.0494292124285533,0.0815555629706353,0.201693818947869,0.259729938734461,0.163405895222996,-0.105261438633197,0,0.174804442415021,-0.438900881349501,0.0863745297461691,0,0,0,0,0.029521075671644
ETH,0.334974155003973,0,0,-0.0252524164453169,0,0.892649271213512,0.259028394076789,-0.0674538538118762,-0.25419126779335,0,0.155446819318281,-0.114134599512641,0,0,0,0,0,0
XRP,-0.588281008384528,0,0,-0.138905387683915,-0.295093637391589,0,0.149102749903263,-0.0507460854961406,0,0,1.30779516240675,0.115643798142792,-0.43541685239648,0,0.490803566876754,0,0,0.0041280561025379
LTC,0,0,0.0159970653945816,0,0.0905196267810454,0.0139231640319336,0,-0.110555766618988,-0.0477421032674175,0.425955411693045,0,0,0.26151873013784,0,0,0,0,-0.141553438753686
DASH,-0.227503487547782,0.0485131692339478,-0.0892939777976022,0.0536732722775991,0,0,0,0.0946432338524198,0.088842461973267,-0.049753789833397,0,0,0.00802891525900641,0,0.766587911013653,0,0,-0.274410525278775
XMR,0,0.327295077238855,0.0301116828370865,0.0351039165784888,-0.024233008723281,0,0,0.245062919687037,0.265354464390018,0,0,-0.141631415977871,0,0,-0.578094306997236,0,0,0
ETC,0.14748433470601,0.436587966861707,-0.0642875932357699,0.179107641443223,0.0395931605663171,0,0,0.0419247930500593,0,0.176927515937325,0,-0.128604329577937,0.130217152620556,-0.997614094112053,0.33104020690371,0,0,-0.0908380431848113
XEM,0,0.365071990673298,-0.0398228467316808,0.0568329954297142,0.155580155280272,0.224747923596762,-0.558010020005055,0,0,-0.205314388492316,0,0.149640478287733,0.284648050100802,0,0,0,0,-0.49488536689398
ZEC,0,0.0603154443247649,0,-0.0281249567616542,0.143568895256209,0.00209171772527154,0.051060804379973,0,0,0.224380625356206,0,-0.0153398945194382,-0.196681231488497,0,0,0,0,0
DOGE,0,0.18931772370705,-0.0536778782414607,0.30225425221911,0.0849483512586027,0,-0.218945998633347,-0.185863929748029,0.251866517565124,0,0.262975893077045,0.0919088791675857,0,0,0,0,0,0.362073876081445
XLM,0.0315094345838714,0.100079571815474,0.345654528166718,0.274320608824194,0.102815256417317,0,0,-0.200395908996085,0.10202249981302,0,0,0.199402147187345,0.173542740414381,0,0,0,0,-0.494643962551154
NEO,-0.0387312916881589,-0.200941000454657,-0.139261704458964,-0.120669568151627,0.0460842275036875,-0.382824950228977,0.245870187544437,0.0718353908671557,0.13577745395132,0.286059608093978,0.193784597296021,0,0,-0.533555957377144,0,0,0,0.0251475258178222
DGB,0,0.178818493119331,-0.0783621375104437,-0.169170076281473,0,-0.302227361177027,0,0.222156652988495,0,0.204173507795876,0,0,0,0,0.200676861796051,0,0,-0.660486969695716
BV010082.Index,0.104935358435702,0.0314360232791666,0.00786628896768148,-0.00078624717844425,0,-0.105825506158484,-0.0967476222066163,0.0460301863616089,-0.0154946616486303,0,0,0,0.0331944138791901,0,0.244691872370464,0,0,0
CVIX.Index,0.110955626248777,0,-0.0448306147064537,0.0701857017804933,-0.0678924068294047,0.0805030004796615,-0.0731392189318968,-0.0691726735511464,0.200196403760121,0,0.124389922251358,0.0665342871551963,0.0290543912970367,0,0,1.10379243376885,0,0.357392016168948
DXY.Curncy,0.0190346518979183,0.00039815369300411,0.00130066338935324,0.0056628802320457,-0.0069626324555756,0,0.0121130404283789,0,0,0,0,-0.011948662407446,0.000891160555798948,0.121911072377615,0.0251107384895933,0,0,0.0184140607279345
SPX.Index,0.0347154872466938,0.0266131333729021,-0.00108788796730036,0.00710535815032719,-0.0153258720987733,-4.33680868994202e-19,-0.0311981512191466,-0.00894563259668698,-0.0128637217052784,-0.0100007202000784,0.00439703782298637,-0.0319300637678651,0.0146361513511479,-0.0259581029479074,-0.000686428426158454,0,0,-0.0452731941129313
VIX.Index,0,0.160007602236135,0,-0.171925865407525,0.0328142607666281,-0.339423500027128,0,-0.141164114483831,0,0.0919316009765168,0,0,0,-0.279331298208225,0.329155521822333,0,0,0
