,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0525834870431934,-0.052875200666328,0.0802490787615699,0.110737688496704,0,0.279653827217219,0,0,0,-0.0439906508793657,0,0,-5.42101086242752e-20,0,0,0,0,0,-0.0239018187247448
ETH,0,0,0.0102296541269213,0.157185767237964,0.0442620759281871,0,0,0.412136913486027,0,0.0331694975401765,0.0535009983411129,0.0677220209548786,0.159723142802239,0.0540339172010096,0.149232862679489,0,0,0,0,0.0165297098726829
XRP,0,0.309118018883188,0,0.222000859872124,0.166769745256858,-1.73472347597681e-18,0.894961548023014,0.513258554429222,0.29602229142436,-0.243173147879772,0,0.253364850720931,-1.10293472282774,-0.451585349013753,0,0,1.05466825321563,0,0,-0.144155037803549
BCH,0,0.340475976518134,0.0716057282344679,0,0,0.0163629458781158,0,0.153616779219024,0,0.255563135698735,0,0.00298413961363729,-0.0106246758873721,0,0,0,0.0398453037019466,0,0,0.0215800596193256
EOS,0.540494918160337,0.434449599019522,-0.0105882870863231,0,0,0.0530037403361422,-0.0563269390916501,0.21606976420463,0.0490782353732112,0,0.0489785337777298,0.0704300733153125,-0.0162400061165549,0,0,0,0,0,0,0
XLM,0,0,0.143075853690436,0,0.0703242817634085,0,0,0.0991957031872952,0,0.167120384037364,0.0728601869887526,0.105485256245412,0,0.113843358468632,0,0,0,0,0,0
LTC,0.167570373723903,0.199171553885256,-0.0225001318390926,0.144502082091415,0,0.108088461795989,0,0,0.0136039236722489,0.0841056389316048,0.12443164593798,0.0338221111010582,0,0.110497207670628,0.0258056673477602,0,0,0,0,0
ADA,0,0.148926002539507,0.123719382980843,0.103563994486618,0,0.139933676254991,0,0,0,0.132546885970959,-0.0206754908503219,-0.043778111632105,0.163600405357712,0,0.332883892103561,0,0,0,0,0.0598644482367848
XMR,0,0.125505335867096,0.050859887547095,0.0844323269604395,0.189423784225121,0.0806171982006637,0,-0.209485456211198,0,0,-0.117805278986663,0.116309489162947,0,0.513932120283355,0,0,0,0,0,0.058465219485961
TRX,0,0,0,0,0,0,0,0.359973069906175,0,0,0,0.0333802390235816,0.356662052445054,0.223685906070745,0,0,0,0,0,-0.0648678331089256
DASH,0,0.142521216143088,-0.058544739454691,-0.0295066464979888,0.174366514581982,-0.147567260983692,0,0.438234408766133,0.0505447677420209,0,0,0.102514831476361,0,0.227450954650893,0,0,-0.190933052757578,0,0,0.0599167518727983
MIOTA,0,2.77555756156289e-17,0.0431648004979472,0,0.0917532066596001,0,0,0,0,0.320697463303529,0,0,0,0.454045793663522,0,0,0,0,0,-0.0363916493998159
BNB,0,0,-0.00792517129298001,0,0.0921405687946002,0,0.423358286765482,0,0,0.10992641364093,0.0170550536850294,0,0,0,0,0,0.12638575618632,0,0,0.0158097520896786
NEO,0,0,0,0.0411237830442537,-0.0680199395038047,0.116659286095426,0,0.0508054926252511,0.200562445485661,0.0525780709281369,0.328152852582109,0.12107150320745,0.126841324036579,0,0.0779897862240163,-0.502898238440764,0,0,0,-0.0201155435548503
ETC,0,0.203093983388388,-0.0814317882518208,0.140365827049113,0,0,0.0691217532180025,0.424566857521949,0.0498842622713703,-0.0280062438488396,0,0,0,0,0,0,0,0,0,-0.0501683150766147
BV010082.Index,0,0,0.0511414573500392,0,0,0,0,-0.118720596089703,0,0,0,0,0,0,0,0,0,0,0.568163758965637,-0.0143743443116445
CVIX.Index,0,-0.0182823510694326,0.00161147015103048,0.103984304224835,-0.124545095605492,-0.0210847222118594,-0.484038055830088,0.221980755782676,0,0,0.163990570658438,-0.0479187025346846,0.35382923203808,0,0,0,0,0,0,0.0262448281005452
DXY.Curncy,0,-0.0198472539257522,-0.0202025210307853,0.000802667322849903,0,0,-0.00142677784300357,0.0238196154806634,0,-0.00225309569750896,0.00320852645389942,-0.0169261337451347,0,0.027993681699989,0,0.0227505139574481,0,0,0.027416658053435,-0.000320249671467928
SPX.Index,0,-0.0181145901772444,-0.0459709083866298,0,0,0,0,0,0.0342508686912381,-0.0078254681025534,0,0.0109622406949019,0,0.0156975790441619,0,0.173990166559799,-0.0371333059691207,0,0,-0.10025961307134
VIX.Index,0,-0.649393020039912,-0.359399920259318,0,0,0,0.0867599397494518,0.805210631894115,0.629510880850943,0,0,0.180838291158861,0.421544112609132,-0.644308970933197,0,0.713045542985665,2.98605344982308,0,-3.2286599458346,0
