,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.325133370565087,0.142764987608705,0.251385550146037,0,0.129654552553116,0.0280244014915855,0.0775112527648966,-0.136519495685207,0.0919676831263902,0.0679518427369629,0,0.0567582247537434,0,0,0
ETH,0.061988292531962,0,0,-0.171725738965308,0.0931112656106085,0.239302803371452,-0.0225794772527859,0.156186932112203,0,0,0.0981098945324657,0.0467293019572968,0.182346818180259,0,0,0,0,0.175089968659566
XRP,0,0.206810481119173,0,0,0.0468830733114377,0.00832983804386447,-0.188672579082805,0.115462128336403,0.115985847211499,0.0459526163187834,0,0.00375416195757331,0,0.0766263910056696,0,0,0,0.0815707770833028
LTC,0.669697353788262,0,0,0,0,-0.174616198138546,0.145194291965493,0.129412742105058,0,0.0868042985979797,0.029765803761064,0.00736133863549958,0.00843832949747589,0,-0.165861795223104,0,0,0
XMR,0.799320986592447,0.190193225666619,-0.205041598220227,0,0,-0.0867814850157519,0,0,0,-0.172816120413839,0.21067832575116,-0.0262891283952817,-0.14593648143688,0,0.53158878650974,0,0,-0.10688570924973
DASH,0.711996107365651,0,-0.233121815562475,-0.26466437043382,0.13405637415345,0,0.298593592939505,0.0170986484080828,0.318172411902063,0.024757321872696,0.272303997667398,-0.167752933806897,-0.0196118072396294,0.516273389997558,0,0,0,0
ETC,0.459423404462029,0.372488062531108,0,0,0,0,0,0.0787276113148596,0,0.142955244451047,0.288946702311289,0.0845125782238188,0.128949894659909,0,0,0,0,0
XEM,0,-0.36377815963085,0,0.0201799131050102,-0.461358777736305,0.815837489497759,-0.0522118597258685,0,0,0.288865773889991,0.318171864443839,0.0897668471272525,-0.22818047968527,0,-0.796497848913685,0,0,0.420942357724026
DOGE,0.0865728502799669,0.0536686355486861,0,0.109959135027957,-0.0179849327567144,1.73472347597681e-18,0.0939347474387207,-0.032876540453073,0,0,0.136472133118868,0.0376473252115684,0.0358013393682091,0,0,0,0,-0.11268624923339
ZEC,0.430774407569615,-0.151501066258461,0.113409832183994,0,0.00920499350384585,-2.71050543121376e-20,0.00413703891605025,0,0,0,0.395613628366812,-0.0995095409834577,0.385023342491238,0.0803485445269808,0,0,0,0.215688151364667
XLM,-0.684165996467307,0,0,0.120530159659171,0.138269304813902,0.16490241997084,0.211715865292374,0.17254383941482,-0.142811266416355,0.239953181218928,0,0.267383168056392,0.0691184589203842,0,0.131600669974057,0,0,0
NEO,0,-0.031468963885,0.578487173635132,-0.185746571727599,0.241222050769556,-0.423354253390249,0.077951995182778,0.204413128896192,0,-0.160604529675724,0.729071797666819,0,0.117031362231563,0,0,0,0,-0.340413841979281
DGB,1.33001850686559,3.46944695195361e-18,0,-0.921529454176993,-0.30792193610215,0,0.19612958462177,0.0636703034979318,-0.00127599643778147,0.0197719421652836,0,0.169098976576159,0,0,0,0,0,0.0734593297915445
BV010082.Index,0,0,0.115346518323426,0,0.0725431921966435,-0.0198005846883452,0.00661553724665826,-0.146815037108393,0.161704883040323,0,-0.0326738899681007,-0.0196020447011896,-0.034382145485159,0,-0.272351201904792,0,0,0
CVIX.Index,0.0979075744837441,0.126673702365942,0.143967808764264,0,0.0203814592885471,-0.0128248628080246,0,-0.171121299425466,0.0759175920158654,-0.01681345319691,-0.0669327325174994,-0.0409189707475537,0,0,0,0,0,0
DXY.Curncy,0,0.0252470686377096,-0.0840909098614319,0.0240312468860947,0,0.0121921935293688,-0.000246130738211488,-0.0161719413619511,0,0,-0.00714280174074924,0.00525878574316207,-0.0121727555373675,0.0989697255082283,0.0519756188878276,0,0,-0.0213541734953483
SPX.Index,0,0,0,-0.0109856288071138,-0.000262276239967483,0,-0.00339423967172169,0.00489008403226237,-0.0123059816907434,-0.00242106361448643,0.0188809251021018,0.00385562715151355,0,0.0554729469371849,0.0131635553705882,0,0,-0.0599291636217539
VIX.Index,-0.165357680739703,-0.0746662500672081,0.501302117388893,0.177704139108074,0.260472025214973,0.110087072207946,-0.523497850638753,-0.257567969246763,0,-0.0599858965117503,0.187030351427688,0.117054417184261,0,0.42673001601628,0.146210253926422,0,-2.08947493969475,0
