,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.058136016349246,0.133843122389043,0.138784539690468,-4.33680868994202e-19,0,0,0.0352413562348252,0,0,0,0,0,0
ETH,0,0,0,-0.0559649656383718,0.128347039924042,0,-0.0463998207297476,0.139210982546063,0.0252370558346754,0,0,0,0.0737133754583091,0,0,0,0,0
XRP,0,-0.024131817946351,0,-0.518759146278878,0,0,0,0.499396849335378,0.587761010263919,0.264349395770565,0,-0.7994245576314,-0.0806184630686076,0,0,0,0,0
XEM,0,-0.10118625008566,-0.062701085833463,0,-0.409120479481119,0.0270677244573408,0.0255423566481182,0.0994458479781546,0.080470182277718,0,0.264045150454503,0,0.392272079411641,0,0,0,0,0
ETC,0,0.277312045473222,-0.0426733768214353,0.0296596835934549,0,0.189574743302623,0.225894730501335,0,0.01711266031588,-0.0649955789685722,0.0947251641675196,0,0,0,0,0,0,0.0404513311498569
LTC,0.516478821134034,-0.0567294023172279,0.0264576192673987,0.204730555175659,0,0,0.354572556987374,0.152422541531598,0.0518014206028982,0.15683340289513,-0.150835991193505,-0.0367019621352402,0.218952951865923,0,0,0,0,0
DASH,0.10587905686669,0.04247345692802,-0.0945223573990603,0.0878076153111483,0.102503122019351,0,0,0.167547378749886,0.187136581054723,-0.168427577719293,0.49663130832861,0,0.0387527586002318,0,0,0,0,0
XMR,0.208124463296321,0.416267355517544,-0.0218428394146116,0.170833381764237,-0.233749898586499,-0.0261080631340902,0.0489897046184592,0,0.18789144035968,-0.0954734313443678,0.132965081349288,-0.124697996894103,-0.0883133355536493,0,0,0,0,0
XLM,-1.36466451905339,0.148927020286903,0.363103281418388,0,-0.56765187908642,-0.356212276847763,0.242299602130447,0.781116154266715,0,0,-0.156352757644211,0.115300878742042,0.511627062011612,0,0,0,0,0.267771123171141
DOGE,0.0388157875583203,0.176094194151801,0,0.115326286862471,0.0254634285334,0.300152913938014,-0.0580019137172998,0,0.239949132716244,0,0.351719152320531,0.0399692406750994,0,0,0,0,0,0.290256125238199
ZEC,0.279358435586213,0.107452676809909,0.0639435180066987,0.0769678946640686,0.125756882876434,-0.106199100258264,0.317456915127736,0,-0.0948540967693654,0.22960507188014,0,-3.46944695195361e-18,-0.0574276835147151,0,0,0,0,-0.0981247741580403
DGB,0,-0.374681240577654,0,-0.305822687057206,-0.266726357168979,0,0,0.630669411287151,-0.0344682803906591,0.288836667869835,-0.183800041801984,0,0.328688876256212,0,0.599965925774319,0,0,0.0272529764009901
NEO,0.859719136020882,0.57484859423936,0.146616168668847,0.0918642279763738,0.221510464010969,0.326575242177434,0.566134883930269,0.0850905917256175,-0.0671242317945473,-0.0933970998886936,0.0738685501567233,0.105198140705286,0,1.16359018620908,0,0,0,0
BV010082.Index,0,0,0,0,0,-0.0261377683011897,0,0,0,0,0,0.012943669048317,0.0127120805192928,0,0,0,0,-0.0449622338386763
CVIX.Index,0,-0.0489327693085614,0,-0.468256335857758,-0.307107098040402,0,0.0687457971497186,0.0820779733457471,0.023150658282327,0,0.0917471530651843,0.0241925604383446,0.230609644848967,0,0,0,0,0
DXY.Curncy,0,0.0255679541966164,0.00160748862993383,-0.0170463957140828,0.00272142056818253,0.0023416078635978,-0.0136562495666071,0.00652899404243763,0.00876944061815893,-0.0127910921133188,0,-0.00251602560906596,-0.000384750319895054,0.00939041152728549,-0.0165268778219008,0,0,0.00813061808724271
SPX.Index,0,0.00828841506192472,0,-0.00647318615816888,0,0,0,0.00471630142640012,0.00461269684837951,0,-0.00914716053972815,0.00395193224906597,0,0,0,0,0,-0.0325728832508139
VIX.Index,0,-0.0515410808332344,-0.021620395459543,-0.21181406728262,0.223934010069618,-0.171436859929476,0,0,0.198637341539364,0,-0.000310650114880325,-0.153429815016732,0.0271538152415731,-2.73817102409095,-0.619101189635876,0,0,0
