,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.261951885033238,0,0.0728159283593924,-0.0898625923381073,0.240400048088535,0.308331995364297,0.121812331089614,-0.197740416514243,0.0335245150236963,0.194407515771066,-0.349263041263826,0.0558526108991397,0,0,0,0,0
ETH,0.484396998901105,0,0,0,0,0.740982274176135,0.212127031719708,0,-0.220273952151323,0,0,-0.295887548718218,0.0489090858714147,0,0,0,0,0
XRP,-0.0915969397586466,0,0,0,0.619398258272327,0,0,0.199013898140324,0.048388104248561,-0.424691495728704,0.300564745355068,-0.122569101000626,0.157790224932108,0,0,0,0,0.318941529972949
DASH,-0.131523761808305,0.0461347882653402,-0.0224761587551931,0,8.67361737988404e-19,0,3.46944695195361e-18,0.139098297971623,0,0,0.0817081666622845,-0.0649658815671672,0.00810359997226683,0,0,0,0,0.520143494962185
LTC,0.120964767162861,0,-0.0577819681185453,0.0145206615928363,0,0.133845906412496,0.114395241129359,-0.0868223429477478,0.0424096448982011,0,0,0,0,0,0.0209490233181085,0,0,0
XMR,0.230681634183305,0.423917225883381,0.0808437108553938,-4.33680868994202e-19,0.087384811125082,0,0,0.19254588218402,0.154656144272192,0,0,-0.079212332241973,0,0,-0.446229402895108,0,0,-0.174708891434312
ETC,0.355672728025143,0.333442912111428,-0.185081243929465,0.0657195455236343,0.417909759588635,-2.77555756156289e-17,0,0.0964857767585526,0.156062199311935,0.0925399388185664,0.460002215566948,0,0,-0.543425738836718,0.0267622331081861,0,0,0.382190435316799
XEM,0.289750060862135,0.346758045578354,0,0.360476886623797,0,0,0,0,-0.131876884994339,0,0,-0.116367149774629,-0.154407866109242,0,0,0,0,-0.47399306421731
ZEC,0.111177605495238,0,0.128491583961802,0.448997666636342,0,-0.32709119851493,0.0923003496860703,0.184058253702871,0,0.616523402076442,-0.134777082725096,0.268718822212941,-0.533815240142389,-0.604110618598908,0.339890618883162,0,0,-0.538428710476402
DOGE,0.24667738475322,0.0219388046639354,0,0,0,0,0,0,0.287857872808047,0,0.293022950869678,-0.0589599608282548,0.16357238796247,0,0,0,0,0.149858951229749
XLM,0.375548817787818,-0.155701684451325,0.0797475802300014,-0.0437970895916737,0.127292220799079,0.0693404744089343,0.427083833608814,0,-0.155297336932029,0.248868952494489,0,-0.103613061043138,0.0246781026354347,-0.622726970433597,0,0,1.59453350827751,0
NEO,-0.34055030103588,-0.285464402269275,0,0.148757462701406,-0.0368723111515346,0.17203811069469,0.259060465595898,-0.157633478335393,0.348550260295083,0,0,0,0.176148980153761,0,0,0,0,0
DGB,0,0.202035614733201,-0.0678091568472148,0,0,-0.119972741775462,-0.141135644060828,0.131124353072749,0.0580583597412842,0.352816556344684,0,0,0,0,0.266400646157731,0,0,-0.473327645932738
BV010082.Index,0,-4.33680868994202e-19,0,0.0537050747427595,0,-0.0627555421426324,-0.0905667428178159,-0.0483615884392834,0.0170352946705573,0.0868843006347144,0.0792237909817032,-0.0614918957963723,0.129956660768201,0,0.0689207464073147,0,0,0.0569334156135698
CVIX.Index,0,-1.73472347597681e-18,0.00195355687346652,-0.0658250797351124,-0.00107168203119073,0,-0.0474487517261934,-0.100409748531398,0.179315558367269,0.121473339110911,0.127056422432894,0,0.0147277619744167,0,0,0,0,0.425339562246367
DXY.Curncy,0.0152644373824996,0.00564610938582566,0.000670186816734934,-0.00623857636480236,0.00349850991190791,-0.00965651363479234,0.0316432729165259,-0.0116764088707351,-0.0078912615180115,0,0,-0.00475343860388342,-0.00939781694051448,0.155389830231295,0.0414196318413096,0,0,-0.0165042806755178
SPX.Index,0.00996343740498313,0.0170006580326169,-0.0247532100157844,-0.0185895461369198,0.0183234833238795,0,-0.0151719721023661,0,-0.00574122128859233,-0.0145806551051602,0.0331449536068529,0,-0.00130203116899374,0,0,0,0,-0.0291441433727245
VIX.Index,0,-0.00858114869564643,0,0.00790428422450844,0,0,-0.128516133028272,-0.222127789917494,0,0,0.185585055825342,0,0,-0.279410594645635,0.300674175687928,0,0,0
