,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0731029595862987,0.944931308295915,-0.115872820633269,0.071024138946179,0,0.213683540116148,-0.0161220285487279,0.047433302965792,0.160743769541916,-0.00789913132802357,-0.414874382277871,0.517619188659808,0.139976131218813
XRP,0.223265905159365,0,-0.182748279358545,0,0.0959626989206643,-0.160142986087704,0.716755053135849,-0.528525563683423,0.0174148571875814,-0.140225678938913,-0.392460983194873,-2.77555756156289e-17,0,2.25337112219521,0.360108623751831
ETH,0,-0.0650023995648598,0,0,-0.13054298224636,0,-0.141707316690276,0,0,0.132675992479566,0,0,0,0,0.143818205073886
LTC,0.811876033445191,0,0.00917078281147803,0,0.0918238342752502,-0.080716597388238,-0.0534238197968619,-0.0519562219303197,-0.0112167712040182,-0.0458537194858833,0.242300854421229,0,0,-0.327077837236899,-0.0477905159183917
DOGE,-0.286908824576594,-0.0669868536983057,0.135366111796398,1.56126107183785,0,0.133212912344566,0.762002034719731,0.283580886754525,0,-0.134708584625332,-0.545895223776564,0.391546929064444,0,0,-0.194669124569755
DASH,0.710736993040595,0.195035286802552,-0.41783133780057,-0.15933617851897,1.73472347597681e-18,0,-0.352201561681152,-0.453848813682426,-0.0784886502887732,0.0469146475724289,0.638360067683906,0.340994283036962,0,0,0
XLM,-0.0577464219634438,0,0,0,0.336249907029964,-0.0830930735335925,0,-0.0559182992043331,0.151414439580456,0.133061629187026,-0.830352421743802,0.937197438799773,0,0,-0.234744541136304
XMR,0.736133650665857,0,-0.173931469316666,0,0.0865693739896531,-0.0796639556699264,0.0728493681317643,0,-0.108945447158391,-0.0191813658799472,1.21477034146073,0,0,0,0.00911447254120646
XEM,0,0.464470025690445,0.213610790299642,0,0.0380818936306963,0,0.151899806324958,-0.26629087035422,0,0.197099327440842,0,-3.38813441020063,0,0,0
DGB,0.874059731611008,0,-0.112585760186413,-0.170097262372152,0,-0.10102758639997,0.272361466903512,0,0.149317197603696,0,-1.52821867816055,0,0,0,0.203240607719226
BV010082.Index,0.0585927228286823,-0.0131140728317448,0,0.0175371138434426,0,-0.00744888997202106,0.023422978823999,-0.0228680799420437,0.0167215746320565,0,0,-0.169518568133924,0,0.118065084848814,-0.0680096742024291
CVIX.Index,0,-0.12640938994327,-0.109404645019007,0.110768663060726,0.0104434105619059,-0.0387946028961933,-0.0833203010775484,-0.0184240093619598,-0.0379143379660311,-0.00518047328717988,-2.16840434497101e-19,0,0.307934408660221,0,0.116221058779171
DXY.Curncy,0,0.00283137429467204,0,-0.0265989034389604,0.0153813332260681,0,-0.0539869607526949,0.0348289019689749,0.00504380205418573,0,0,0.11148440745135,0,0,-0.0417248072724128
SPX.Index,0,0.0408360297785535,-0.0469007179953498,0,-0.0127577723027093,0,0,0,0,0.0038790810164072,0.0282267936333273,0,0,0,-0.119935899351358
VIX.Index,0,0.184008233753871,0.0816179489829968,0,-0.14175097808461,0.113457065853147,0.273745214127028,-0.128864981971986,-0.159611615863145,0.22226330067653,0,0,0,-5.25076897566477,0
