,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,BNB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.278173992992085,0,0,-1.73472347597681e-18,0,0,0.0680319361061159,0.0613610106269513,0.111388806155291,0,0,0,0.0996283645909548,0,0,0,0,0,0
ETH,0,0,0.365886116865533,0.00681677447997421,0.0971578051725495,0.100807672595963,0,0.0658798005103942,0.0274363748956854,0.0911686570321429,0,0,-0.0335962443847542,0.181584830386207,0.0457688134193825,0,0,0,0,0.0215969152746179
XRP,0,0,0,0,0,0,0.111648850856898,0.028404886626458,0.116841900272877,0,0.116848500591205,0,0.201134019490476,0,0.21835024615241,0,0,0,0,0
BCH,0,0.312822526631714,0.552931064838285,0,0.0511794204400357,0,0,0.103381460550549,0.122619672151598,-0.26129321021206,0,0,0,0.0941555118788959,0,0,-0.240130011349865,0,0,0.0767775334719164
EOS,0,-0.0660208166884232,1.08677571142614,0,0,-0.196135649834704,0,0.323020130018211,-0.564064258836704,-0.26727036399203,1.20939605311982,-0.21561270665744,0,0.363197931666625,0,0,0,0,0,0
LTC,0.0968894221451412,0,0.222910277106528,1.73472347597681e-18,-0.00377568681192539,0,0,0,0.021460020601554,-0.0265442626233917,0.140034837499266,0.135474947362766,0,0.0788513479106318,0.141817803928664,0,0,0,0,0
XLM,0,0.200265294368425,0,0,0.0217430971293298,0,0,0.373833786018637,0,0,0.110533298622828,0,0.174103366748455,0,-3.46944695195361e-18,0,0,0,0,0
ADA,0,0.0203188763280326,0.307203389980553,0,0.126766470648546,0,0,0,0.0728283932187714,0.150244878847104,0.0963852890091968,0,0.136156533433474,0.0347190138528211,0,0,0,0,0,0.0246492131093326
MIOTA,0,0,0,0.0215222965089086,0,0,0.498399264896779,0.403415469498649,0,6.93889390390723e-18,0,0,-0.0228418853923498,0,0,0,0,0,0,0.139539455354653
TRX,0,0,0.219305020343805,0.159170428327623,0.205983840251641,0,0.113021337122086,0,-0.140658080512753,0,0,0.140938758541477,0.0476408540737885,0,0.316421644364482,0,0,0,0,0
NEO,0,1.73472347597681e-18,0.134192883552942,0.0294505545240514,0.0736508753603041,0,0.00739391304714951,0,0.0637080711692515,0.0530786428633212,0,0.209472069370391,0,0.0788801995524955,0.309414957514449,0,0,0,0,0
DASH,0,0.00746171202379318,0.109810710525466,0.135643472059708,0,0.106379081173596,0,0,0.0855275498566568,0,0.178487610487087,0,0.0610872462230853,0.0971348018036559,0,0,0,0,0,-0.0279512929854419
XMR,0,0,0.285500273533885,0.142203877668216,0.0102634475201887,0,0,0.037703434454089,0,0.14362630400527,-0.0861662883889457,0.22492293650436,0,0.0241934907140071,0.177421145572771,0,-0.121205932432559,0,0,0.0789879252422521
BNB,0,0.278485942667999,0,0,-0.110649679970913,0,0.078239084771314,0.400479961844107,0,0.0101046943814102,0,-6.93889390390723e-18,0.0450433466703147,0,0,0,0,0,0,0.069795127393205
XEM,0,0,0.180608076315532,0,0,0.257134252402789,0.290984501492579,0,-0.102748054115215,0.213695596086709,0.0365457117479203,0,0,0.167640885819612,0,0,0,0,0,0
BV010082.Index,0.208303959247461,0.107065096121688,0,0,-0.111027464787455,0,0,0,-4.33680868994202e-19,0,0,0,0.236842267613676,-0.0280065686185737,-0.317448435567988,0,0,0,0,-0.237448121508497
CVIX.Index,0,0,-0.021704605611076,0.0564394657110548,1.73472347597681e-18,0.131665745249049,-0.0984493794284885,-0.126389944571143,0.139645359569732,0.121326748865754,0.0755165926719143,-0.275356213690394,-0.0159631955666933,0,0.0478663008333971,0.133059302004618,0,0,0,0.0908843661010488
DXY.Curncy,0,-0.00858202234928673,0.0262884311711249,0.0151015789988164,0.00692273305668729,0,-0.0120395960507805,0,-0.0131451214092704,0.00616129508832024,0,-0.00367543287918407,0,0,0,-0.0707056731943244,0.00258534194373266,0,0,0
SPX.Index,0,-0.00225311711633658,0.0188703258336773,0,-0.019388095441224,-0.00802614747326155,-0.00209746768826174,-0.00846561429861837,-0.0205443895793147,0.0142903585922224,0.023100429360617,0,0.00988941113539022,0.00675666132268813,0,0,0,0,0,-0.0883189139891203
VIX.Index,0,0.0844096270782913,0,-0.0355994081390762,-0.225670020777524,0,-0.411662850412762,0,0.266354889884928,0,0.542567066194078,0,-0.0756431138795326,-0.243844693054158,0,-1.24510180208044,-0.474050170695233,0,-0.843040689113666,0
