,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.417483478513762,0,0.209042210125107,-0.104641328167697,0.0967102915100071,0,0.0440702684293862,0.0823693043792488,0.168888791657095,-0.119954332715874,-0.370946526837053,0,0,-0.101978947815154
XRP,0.349925357102804,0,-0.209779803091598,-0.0927061693145077,0.0802602474828419,0.695735613244329,0.35983440235053,-0.204800220700092,0.00502322089856584,-0.0696547876951226,0,0,0,0,-0.180855248065451
LTC,0.473407284129631,0,0,-0.0576847223750914,-0.162927324859669,0.739350328597354,0.239651646505195,-0.214870365172605,0.033418210561897,-6.93889390390723e-18,-0.0942766790663777,0,0,0,0
ETH,0.774493676694773,0.746610268256277,-0.821667315794894,0,0.963089136736885,-0.253206968985109,0,-0.399631866148943,-0.0560362269618576,-0.280551768724382,-0.576016834600236,0.506428919544012,2.23377016666861,0,-0.135885861765952
DASH,0,0,0.669235133695913,0,0,0,-0.257400407543098,0.0430349938598943,0.0191726064370982,0,0,0,0,0,0
DOGE,0.268836808673444,0,0.488042228050689,-0.0315231186405876,0.12474316969965,0,-0.159212582060974,0.0950605429261165,0,0.00226275982982241,-0.362266021590126,-0.180107313217171,0,0,0.10569784353034
XLM,0.506046206601027,-0.186462530515349,0,0.143822284703733,0,-0.241852942748801,0,0.0807208286252567,-0.00887517441231601,0.0762915507125191,-0.0220816928840321,0.124450865535661,0,0,-0.180900449600819
XMR,0.428896332978722,0,-0.0900681146257469,-0.265610097732359,0.529735348382516,0.122157590713391,0.170304381362785,0,0.0597856023561956,-0.0931879774637375,-0.356534267557179,-0.0666949914528351,0,0,-0.348124355922866
DGB,-2.02142821482969,1.73336752485626,-0.635569358265344,0.39642436000681,0.3564714266657,0,1.28244427320298,0.717194332749064,0,0.945708620566854,-2.31615391250411,1.40618626366132,0,0,-0.451405781028793
XEM,0.25964730938522,-1.38777878078145e-17,0,0,0.952480483254753,0,0,0,0.0327775991453095,0,0,0,0,0,0.394812283906196
BV010082.Index,-0.236342925549669,-0.0593329372203024,-0.0759300999786447,0.119188217574308,-0.0784374734573475,0,-0.200664403936419,0.0964969975301196,0.0162371120643985,0.157341069659066,0,0,1.25897602147663,1.68118900594636,0.167384758253007
CVIX.Index,0.157770239145691,-0.0263590070471759,0,-0.00206855938021718,0.00200189719390517,-0.149122959302938,-0.343825765389476,-0.249611522837716,0.000627502494366729,0.079122089434953,0,0,0.332356005441548,0.739809214451487,0.0914115290325038
DXY.Curncy,-0.0197068268901864,-0.052856602315544,0.0300447422394079,0.00495897707024974,-0.00704568223249671,0,-0.0310090314638433,0.0452473576444556,-0.00595527322775952,0.0136758415689916,0.127595388319554,-0.00688441845177893,0,0,-0.0272653475007665
SPX.Index,0,-0.00752364464870084,0.03418853967479,-0.013831390121373,0.0420382664376688,0,0.015768922401145,0,0,-0.0150075301693591,0.0205805060998199,0.0294116636542291,0,0,-0.103979593068652
VIX.Index,0.173339461116214,-0.419526516756714,0.296400627618577,0.132035704379387,-0.411986483011803,0,0.156527449124273,0,-0.00447848861813664,-0.00563290761152216,0,0,-1.89174997213878,-5.26386356927722,0
