,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.194256450334972,0.0486778370499219,-0.0204621875748057,-0.132625826400367,0.0622992661186849,0.147259178991552,0.167533172304385,0.0470862109656357,-0.0108027825353238,0.0889711870513062,-0.14612486915108,0.297284816786957,-0.0429459705069327,-0.152449097550736,0,0,0,0,0.127601908268468
ETH,0,0,0,0,0,0.349204191356821,0.215377475150353,0.00760340113527162,0.107961468609277,-0.0374685384845471,-0.0431575789323967,0,-0.0582036410425724,0.0344810065778369,0.297951780260938,0,0,0,0,-0.016029099307025
XRP,0,0,0,0,-0.0152012717123499,0,0,0,0.306264933241303,0.225856955291227,0,0,0.257071291793994,0.123202120678551,0,0,0,0,0,0.0732482176743813
BCH,0,0,-0.0767572579714751,0,0,0.124560764395579,0.213013517291709,0.0240589538732444,0.176318896340846,0,0,0.231665394924272,0.147226199765901,0,0.106208374075552,0,0,0,0,0
ADA,0,0,0.170468825314282,0,0,0,0.169447274733701,0.0910323237666624,0,0.146485480439201,0.0133710086457843,0,0,0.0585927210053734,0,0,0,0,0,0
LTC,0.163317638440531,0.0887293944578221,0,-0.092378006832747,0,0,0,-0.00551810438206065,0.0684242401787992,0,0.208003635416448,0,0,0,0.148104725546226,0,0,0,0,0
NEO,0.188881168128173,0.367080500367934,0.0688381600578797,0,0.00856424059579892,0,0,0.119865057701954,0,0,-0.167531617196161,0.134621581808371,0.0442288547759783,-0.0276872634958669,0.364612871156664,0,0,0,0,0
XLM,0.192683971686687,0.00595841256693807,0.203065461285997,0.101436185838076,0.281472651830222,0.12923906716116,0.16970317511652,0,0,0,0.10585060532529,0,0,-0.183004517383622,0,0,0,0,0,0.0340447966043399
EOS,-0.135215116149855,0,0.041067003603351,0.245984870436789,0.0264511992702139,0.20498495472709,-0.0475172477277304,0.179711808367771,0,0.0339864845966948,0.126357167039231,0,0,0.177730364142814,0.101309982854409,0,0,0,0,0
XEM,0,0,0.333659179304272,0.169821254514904,0,-0.0943266079947298,0.111921575995469,0,0.0173872419882273,0,0.186801319233152,0,0,0.000580521867399793,0,0,0,0,0,0.0737066201637634
MIOTA,0.246901734602497,0,-0.127164264202965,0,-0.0513358263398276,0,-0.22403002816465,0.113619245349696,0.362400237956297,0.246090996193953,0,0,0,-0.102672620208237,0.520887322017746,0,0,0,0,0
DASH,0,0,0,0,0.0321958068943972,0.182280934935215,0,0,0.074370616164091,0,0.0124601125816922,0,0.114953296496252,0,0.282455420642436,0,0,0,0,0
XMR,0.112180427272143,0,0,0.183055007769335,0,0.0462596658698783,0.0534632564206548,0.0988241729633432,0.0163955632977697,-0.00951968612690376,0,0.209357804117915,0,0.0600126000419642,0.0702984330102124,0,0,0,0,0
TRX,1.29592488042418,0,0.216175894028312,0.390560732804407,0,-0.854604471241819,-0.580933055965156,-1.38777878078145e-17,0.149652772032264,-0.598306293199497,0,0,0,0,0.672532020541438,0,0,0,0,0.178867565063306
ETC,0,0.228249896427894,0.0622615852518004,0.167149855182349,0,0,0.0907489761903934,0,0.0418678562135754,0.0314045540554016,0.153619761236503,0.022609245321776,0.270142634934726,0,0,0,0,0,0,0.0981936381469863
BV010082.Index,-0.0532420149239489,0,0,0,-0.0301017818894458,0.0135602956505453,-0.0154474682666505,0,0.00837306670259502,-0.00155139893125573,0.010847498910638,0,0.0320510333527153,0.00474059597505501,0,0,0,0,0,-0.0330836000517603
CVIX.Index,0.0405543559386401,0.0543868487718924,0.00267616771246075,-0.00950956698275696,0.059036695374608,0,0.0193615110422116,-0.0259143724210712,0,0.0268847131783172,0.0322077662727782,0,-0.0551206749962851,-0.0144246084008173,-0.0985067298830287,0,0,0,0,0.0338458382419888
DXY.Curncy,-0.000127540559595147,0.0130735457060483,0.00485163106978741,0,0,0,0,-0.00932435540023674,-0.00882346561385383,-5.42101086242752e-20,0.00109208172416627,0,0,0.00679433411701254,-0.0161175354750551,0,-0.0225654554525781,0,0,-0.0223752022712328
SPX.Index,0,0,0.00322336188270752,0,0.00647928614788014,0,0.0185591971263502,-0.0146071677280488,0.00682803711908626,-0.000408871976437354,0,-0.0132759428246742,0,0.00395339618649918,-0.0013261287854953,0,0,0,0,-0.0699569638334106
VIX.Index,0,-0.303469531017596,0.134858032952964,0.103264625705601,0,0,0.116011704564378,-0.149064364293753,-0.157226828764822,-0.0822545213395504,0.253306253420835,0,0.249125088222617,-0.0188873859737436,0,0,0.161058510855091,0,0,0
