,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0479633383859334,-0.150970956391555,0.570315610280168,0.0740641477295586,0.121235047590975,0.0427471451614455,0.116845032103914,-0.0208780779138618,-0.0314630784616342,-0.146751090184042,0.0307987692246425,0,0,0.00161128412002264
ETH,0,0,0,0,-0.0907343122686682,0.930901423045137,0,-1.45359913656334,-0.119404850390461,0.33564999393991,0.355708556096069,0,0,0,0.26326172242814
XRP,-0.682441821989453,0.0163980577512654,0,0.635844690722169,0.125300812641241,0.117686261984647,0.175178938976196,0,-0.070114946518337,-0.0207169677067109,0.20653490998258,0.0795933669687095,0,0,0.129095767900766
LTC,0.61869606640602,-0.139992713230982,-0.187459400421222,0,-0.0657183718751886,0.323780980582102,0.413801933069394,0,0.19887392838801,0,0,0,0,0,0
XEM,0.594405861689436,0.0411439706757733,0,0.854568448548243,0,0,0,0,0.518916810822006,0.408254460721227,1.17963011884817,0,0,0,0.413401332494888
DASH,-0.14289362054149,0.0148369587579325,0.284963534547957,0.153488092082068,-0.0319115668316625,0,0,0.0552152678495172,0.116392731426378,0.207086777037492,-0.433653095724078,0,0,0,-0.0722094919481106
DOGE,0,0.0705045455828084,-0.086549020664637,0.431802358798498,-0.099180825931133,0.0650027316811916,0,0.136152671073593,0.164061292692292,0.0126329357057808,0,-0.101932550157325,0,0,-3.46944695195361e-18
XMR,0.839249290415625,-0.0650098752585606,0.251645098757568,-0.0999219888677142,-0.0985701001840362,0.0752252050526371,0,0,0.169796337750475,-0.0756774386156159,0,0.228760888694812,0,0,-0.207657774610629
XLM,0.254729085794711,0.222955653458566,-0.0812925411831257,0,0.174330313089159,0,-0.082004135408774,0,0,-0.339020135784949,0,-0.350410908976758,0,0,0.12739108150232
DGB,-0.674887701163403,0.305370128407018,0,0.381086269537405,0.165211177887577,0,0,0.29167514845548,-0.55001287554272,0,0,0,0,0,0.135165536389435
BV010082.Index,-0.209681077173303,0.18919215442135,-0.106553750127863,0,0.0350544814977676,-0.188025433039249,-0.0595183099150617,0,0.104025823612729,-0.0298418297502431,0,0,2.05827149339198,0,-0.213124360238888
CVIX.Index,0.463709662135176,-0.156522806097328,0.147083054918683,-0.425547339344182,-0.00932581232308841,0.300173659677633,0.171134014458636,-0.130394436597105,0,0.0852435685970934,0.330542332839287,0,-0.414277408649605,0,0.185006048176557
DXY.Curncy,0,-0.00723668926004913,0.0227421776221559,0,0.00607127811608437,0.0632265335592441,0,-0.040759680775849,0,0.00726383846127025,0.147064418492811,0.0174470780194917,0,0,-0.000912681963870884
SPX.Index,0.0611616010394643,-0.0116409008459056,-0.00674229475013373,-0.0320710210603673,-0.0194647588665696,0,-0.0181032647499076,0,0.0440636874332426,-0.0151538043349923,0.0214133410933832,-0.0693105739030821,0,0,-0.0767151135670329
VIX.Index,0.0830133930414498,0.25376208529393,-0.690138566826644,-0.0389497532859952,-0.168756546031604,0,-0.67761889159176,0.382627613889381,0.569160774207706,-0.348889804498725,-0.164710872359147,0.835838619375575,-1.747224397754,-3.80968398717131,0
