,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.287022826651826,0.155149207712279,0.198957425508168,0,0,-0.0274484115367449,0.056341488049322,0.129500977638047,0.0404266506074076,-0.471424681425464,-0.42300949716121,0,0,-0.145771720240104
XRP,0,0,0.244889969185427,0.0402353856773655,0.234336967347311,0.0213972879986117,0,-0.067608199276651,-0.132367196065457,0.0568361544770584,0.442737151558353,-0.889117104085176,-2.86266620866925,0,0
LTC,0.551834372026072,0,0,0.0187105963903415,-0.2618454883577,0.64649778136849,0.177561065967324,-0.185270518763018,0.04257673015702,0,0,0.208145755489165,0,0,-0.158176612813917
ETH,0,0.223894750389972,1.04309210173137,0,0.178006468648036,-0.259022008278968,0.118858313412707,0,-0.348262636059768,-0.026044817114347,2.00895406411603,1.28508541962029,5.55353095208504,-3.06240087455052,0
DASH,0,0.211469338845859,0.139711644713469,-0.00696765300895016,0,0.220122753838289,-0.222958248632726,-0.000900945445243197,0.123297484479398,0.0191185523491599,0,0.114197678147968,0,0,-1.73472347597681e-18
DOGE,0.094541741652781,0,0.226494244791967,0.00174036002034528,0.240714848584224,0,0.124531798302974,0.1385843697851,0.118207125330418,0,0,0.116787140763709,0,0,-0.032955409971712
XLM,0,-0.128438899109838,0.165347751415364,0.185795647562275,0.084432982544131,0,0,-0.0998828582323332,0.121613620884112,0.0107827301917311,0,0,-3.01808730100514,0,-0.143709732159073
XMR,0.0591095618961567,0.355476643872442,0,-0.00125272023620361,0.0559753470184117,0.37112575905532,0.0687393775788442,0,-0.0675001904701248,1.38777878078145e-17,0,-0.869848839990121,0,0,-0.134586623481846
XEM,0,0.05195682116438,1.23085193927669,-0.217976920606804,0.621082755819653,-0.423843890550999,0,0.529348627213432,0,0.0700102968021119,2.70451021880027,0,0,-6.5274498621236,0
DGB,-1.26014309703295,0.594773525144313,-0.445397363415592,0.740888658457564,-0.853666956828748,1.00587145320471,0.618110758371408,0,0.841656921613932,0,0,1.86294021382166,0,0,-0.395494929557452
BV010082.Index,-0.082297408458215,0.0933464023998276,0,-0.0155749937506219,0.0636489237123618,0,0.0355658768248092,0.0724783456449896,0.0220630831456342,-0.0270031523414186,0,-2.16840434497101e-19,0.351381457652982,0,0.0315901509450181
CVIX.Index,0,-0.0709103927856901,0.101177755981027,0.0680704302983473,0,-0.118072919580392,-0.175081928511514,-0.164470312351181,0.0102438799292016,0.024951983982784,0,0,0,0,0.000784910319079389
DXY.Curncy,0,-0.0739445266957798,0.0305796094784956,5.42101086242752e-20,0,0.00120022189158306,-0.0304392440090135,0.0341968024781301,1.0842021724855e-19,-0.0119763222482922,0.0156098404666885,0,0,0,-0.0481852023856579
SPX.Index,0,0,0,0.00444591701934984,0,0,0,0,-0.00305422379243642,0.0026497631634688,0,0,0,0,-0.0808891414510338
VIX.Index,0.110549121558584,0,0,0.0866537585507646,0.075304422608514,-0.224461651276484,-0.244721978634427,-0.313379089398119,0.193127151269101,0.0761603417915147,0,0,-1.57677438260437,-5.49741028392364,0
