,BTC,ETH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.00324639915347968,0.179518090436951,0.265468552789481,0.11079192292078,0,0.230942676259264,0.114198673679013,0,0,-0.108426219234067,0.0465117681896497,-0.141855451895068,0,-0.605009978110005,0,0,0.0183912951438529
ETH,0,0,0.441243052452921,0.0913220534546616,0,0,0,0.0962287754751091,0.154581264078948,0.0111570690711431,0.329643530105052,0.0168355169872672,0.027415610160646,0,-0.140445202519626,0,0,0.0611987238864667
XRP,0.204595145085831,0.549854028244618,0,-0.163318985424044,0.0387748475719464,0.14135178561962,-0.0762807400439629,-0.0842435302113348,0,0.182262754695819,-0.153948282650406,0.0204611868901502,0.102301376621949,0,0,0,0,-0.0419446273826752
LTC,0.232184208269788,0.141073063101198,-0.225478338983188,0,0.102683326322502,-0.0378277777795988,-0.0531307602460625,0.00702800481276235,0.235536606630656,-0.00169372602251705,0,0,0.10015585958282,0,0,0,0,0.0378804326782409
MIOTA,0.325307173557073,-0.0330134505135345,0.126096672960843,0.426386290305808,0,0.206094189572319,0.356183552012575,-0.0653643898872391,0,0.0997420449801032,0.539021513726765,-0.0378428178621532,0.0830555207927682,0,1.36160441883211,0,0,-0.239942043987494
XEM,0,0.15773730663836,0.295452397579041,-0.114959186610976,0.0520974501923698,0,0,0.0547168162772498,0.167752640324954,-0.337002980590198,-0.146328762760392,0.142202803510482,0.338911872394899,0,0,0,0,0
DASH,0.135209646677873,0.206201331216286,0,0,0.0637743943163226,0.192388053783295,0,0.0660799470288285,0.092326156825739,0,0,0.0580791939243834,0,0,0,0,0,0
NEO,0,0.706018844276991,-2.31236195641269,0.102502051066962,0.0934828019243664,0.762283943012301,0.115057359651317,0,0,0.207943989088866,0,0.0785010083142117,0.10391296745752,0,0,0,0,0
ETC,0,0.258605161716076,0,0.256798819859414,0.0466428073184678,0,0,0,0,0.152636854583886,0,0.00518318401968143,-0.0194923226578425,0,0,0,0,0
XMR,0,0,0.311453055423326,0,0.0860893512591359,0,0.220988255611393,0.0287217710850463,0,0,0.135567930510531,0.0581371277480786,0.0631573253738506,0,0,0,0,0.0948498745996412
ZEC,0,0.155298097972415,0,0,0.21187038467682,0,0,0,0,0,0,0.0621051528320919,0.13738347921229,0,0,0,0,0
EOS,0,0.223013973341858,0,-0.476460287750803,0,0,-0.261870138296016,0.0459456246007246,0.643728054678261,0,0.403238196777703,0,0.259620940249681,0,0,0,0,0
XLM,-0.0839524499353821,-0.0841344894171595,0.443840745781786,0.333193113122882,0,0.185202504934272,-0.219275508966198,0.0589575556119756,-0.039914204822925,0.277992803537618,0.422007214220989,0.0547257195053504,0,0,0,0,0,0
BV010082.Index,-0.0640784704156142,0,0,0,0.0205427686539197,0,0,-0.00821918723465163,-0.0134550396348451,0.028055961976292,0.0576912633761606,0,-0.0320637161580095,0,0,0,0,0
CVIX.Index,-0.00813876376192083,0,0,0.0513554208560331,0.0634060311497124,0.0363682355820114,-0.11460702438299,0.0134851259258701,0.0579594734500224,0.0689257113027927,-0.0884674317195534,0.0234419331529897,-0.0909785262765546,-0.250864688698333,0,-1.04657354922323,0,0.0713193916598886
DXY.Curncy,0.0238903134087398,-0.0105826669205564,0,0,0.00233084639911332,0.000983019706899711,0,-0.0085610935525309,0.0124133248106008,0,0,0,-0.00833411511757735,0,-0.031465143603319,0,0,-0.0200985498053253
SPX.Index,0,0.00520275882937554,0.0288153480875141,0.0169677213281256,-0.00362216573424754,0,-0.00258839904363301,-0.00206824011174788,-0.00902432010681951,-0.0154848585870743,0,0.000770941228848147,0,0,0,0,0,-0.0598061800789753
VIX.Index,0,0.394743218198543,0.338203105142453,0.227456305199077,-0.457447493293824,0.414437665980659,-0.0360118931720506,-0.00898044636297693,0,0,-0.108765598126742,0,-0.12890474319707,0,2.3014751858258,0,0,0
