,BTC,ETH,DASH,XMR,XRP,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.167693292503217,0.22129368912986,0.160600633837243,0.0130349671705776,0.241377005402225,0.374223515525165,0.134371378103537,-0.278814601655249,0.357334166552238,0,-0.222629815544962,0.0770786933975981,-0.112954858158624,0.0698295281385292,0,0,0
ETH,0.647835746846212,0,0,0.719871154744457,0,0.149224996762751,0,0,-0.189076388492869,0,-0.11830115268868,-0.219686995613831,0.116087677879953,0.198302429492835,-0.174329121272455,0,0,0
DASH,0,0.112131744970072,0,0,0,-0.114696325029689,0,0.0897700756748877,0,0,0,0.301941551932627,0,0,0.460026433542226,0,0,0
XMR,0.150097961672628,0.651828130003576,-0.115152229511408,0,0,0,0,0.0573585296762154,0,0,-0.202589783037468,-0.057726329288936,0.00018445144677475,0,-0.495346003793151,0,0,0
XRP,0.158741803528639,0,0,-0.103394872450316,0,-0.0866206177404278,0,0.0706160936220083,0.0291725629331796,0.436093550955016,0.017709035360347,-0.0922371907729062,0.0402782349766461,0.423345266492935,0,0,0,0.0983963050187793
ETC,0.819403210991045,0,0.0385327472474682,0,0,0,0.495773788185538,-0.0400439560486872,0.0964061372846611,0.170408816002062,0.286035238368696,0.125023431040581,-0.0206032071135125,-0.331789476027266,-0.352608382801168,0,0,0.0776975932377518
LTC,0.187873171271258,0,0.0275280567221571,0.136851975083967,-0.0519401429247576,0.137401404999795,0,-0.101805427795785,0.0455245169481871,0,0.0229666848066662,-0.0344564286152916,-0.041983470047398,0,0,0,0,0.0711808274193399
XEM,0.991377953369053,0.273493031253445,0.318180066487991,0.197118642569265,-0.0762259039316807,0,-1.97844250970687,0,0,0.0574218865211855,0.306060375872928,-0.25394190372366,-0.457271752202418,0,-0.687107688860502,0,0,-0.199054530653418
ZEC,-0.108334830701359,0.457390536983688,0.160206433037981,-0.218941506059131,0,0,0,0,0,0.711228604638621,-0.32053997949408,-0.0296139261532957,-0.156925551529209,-0.543809040757766,0,0,0,-0.325153253992456
DOGE,0.301585612764935,0.0310892238799144,-0.105404718055876,0,0.228334154516874,0,0,0.0302408665548673,0.21345114097304,0,0,-0.0135770650857406,0.209482952431811,0.184643344387747,0.0464300089184415,0,0,0.0162796030039041
XLM,0,0,-0.0373794806485586,0.279930254369663,0,-0.026326753884241,0,0.0205552430108793,-0.115673060573606,0,0,0.060908430309088,0.236445482895966,-0.338157059238555,0,0,0,0
NEO,0,-0.16402094632142,-0.0285669573945997,0.221053102087399,-0.354773583150787,0.196264177293907,-0.33550705914357,-0.0395214475291296,0.27729305514598,0,2.16840434497101e-19,0,0.211415448022854,0,0,0,0,0
DGB,0,0.0848420841297138,0,-0.0837532939324957,0,-0.144688814768055,0,0.00425568809196765,-0.0582912899800673,0.735846777417361,0.385690108452225,0.116436048878439,0,-0.263782164810557,0,0,0,-0.447276408628147
BV010082.Index,0,0,0.101717280900318,-0.092785761865176,0,-0.0288298529107591,-0.29245937600115,-0.0181971392520585,0.0159066786064476,0.114512160887441,0.145763754017235,-0.136184827309074,0.0248535006838596,0,0,0,0,0.0933249922009678
CVIX.Index,0.168902456182053,0,-0.0419488193253367,0.0303749202050567,0.0803237518266494,-0.0110065415364609,0,-0.113723473587177,0,0.475435403201124,0,0.0482087077174595,-0.173808531152572,0,0,0,0,0.299989320093471
DXY.Curncy,0.00966014646977628,0,-0.00888118829713626,-0.0143875269038046,-0.0284656561263038,0.0251023513960358,0.0205084131596639,-0.00978381745538631,0,0,0.00115810730306271,0,0,0.158329160973704,0.0517936225634658,0,0,-0.0173871827130945
SPX.Index,0,0.00726952878273424,-0.000163060385068764,-0.00703088761782971,-0.0221322886919911,-0.0199329068429445,0,0.00351425368326376,0.00582322396012834,0.0306911303323992,0.0245962583374186,0,0.00196964986093741,-0.0559364911110679,-0.00685623780403571,0,0,-0.0121330484722412
VIX.Index,-0.403402913323427,0,0,0.19400872184286,0,-0.263781162943501,0,-0.163706288531012,0,0.152260418470484,0.518621098385245,0,-0.0213757140332926,0,0.437423774887838,0,0,0
