,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.140757605385904,0.0466787463796633,0.0416041936350451,0.0314511469251297,0,0.12121545142242,0.115681030633224,0,0.0259520657557224,0.0593039949468942,0,0,0,0,0
ETH,0.140000997142313,0,0.0196034041659465,-0.0137467550664866,0.250219833235439,0,0.0546758151777391,0.0467049044749237,0.141691732187433,0.140587453451369,0,0,0,0,0,0,0,0,0.0953906629136941
XRP,-0.237452305586962,0.900547364275453,0,0.333383830947003,-0.153290943723044,-0.0977617883424413,-0.211339343605397,-0.147471319887313,0.200651854867443,-0.199036342499753,0,-0.0356228090130596,0,0.224181063572602,-1.58627349122302,0,0,0,-0.344310916496526
BCH,0.207788405749367,-0.992457069947518,0.081426578569031,0,0.078041143690101,-0.0428069974599374,0.469459167401204,0.191452986919539,-0.0782674264587571,0,0.442162051529635,0.0804985387485166,0.0321920932445441,0.0624666182398144,0,0,0,0,0.078941191468416
LTC,0,0.176849073181313,0.21612416130522,-0.144285419884122,0,-0.0956376436394728,0.0981471995668892,0.0573777448865966,-0.120291008001966,-0.0890025524351105,0.801443253771316,6.93889390390723e-18,0,0,0,0,0,0,-0.111821259603015
DASH,0,0,0.0307799089569241,0.115104041369902,-0.2134347142468,0,0.434103499239334,0,0.151501728328252,0.0207681673392537,0,0.200128493958992,-0.0203615719591381,0,0,0,0,0,-0.0343001296324171
XEM,0.0856291931502923,0.364527696705951,0,0.195206721196506,0.0742022708496889,0.16745258066747,0,0.0687331801258251,0,0.128041214121675,0,0,0.0437721497616698,0,0,0,0,0,0
NEO,-0.308913077122482,0.178159982573271,0.0677688545385645,0.377482663233164,0.443906733592691,0,0.0382693314551427,0,0.0751401044508837,0.028080020585155,-0.256817338914597,-0.0468393349078229,0.193343620652843,0.21174010338536,0,0,0,0,-0.451064193529584
XMR,0,0,0.286981737212186,0.0490495672916964,0,0,0,0.150603011245638,0,0.0758884348955576,0.164746908949876,0.225603425842557,0,0,0,0,0,0,0
MIOTA,0,0,0,-0.0143745654113447,-0.304668284196012,0,0.164873672092977,-0.199422972869178,0.0963456190013355,0,0.183079278997689,0.475835279556921,0.0551670947236472,0.398508685093544,0,0,0,0,0
ETC,0,0.032675530322768,0.138122807279838,0,0.694814117375674,0.0698527020974299,0,0.0375657618111874,0.0748697309561065,0.0715262969155,0,0,0.0779896869942918,-0.0641601830910241,0,0,0,0,0
ZEC,0,0,0,0.0560880192689097,0.0766142059169406,0.269672681745111,0.327710944182163,-0.0565948762370043,0.0394612086180336,0.243097187652569,0,0,0.0451275372704161,-3.46944695195361e-18,0,0,0,0,0.123118518970464
XLM,0,0,0.284988402948899,0,0,-0.436759243237341,0.286128333517189,0.204266042113522,0.463939066831514,0.536224129459284,0,0,0,-0.193250971436998,0,0,0,0,0
EOS,0,0.268714020254523,0,0.095205698599906,0.243297160772287,0.0743683149170629,-0.163734945581455,0.2641985022429,0.159299847768563,0.203877539308262,0.112794988223268,0.0169837260211587,0.109459658108644,0,0,0,0,0,0
BV010082.Index,0.0119769609286445,0.0172353036852272,-4.33680868994202e-19,-0.00573417377581937,-0.0433581570098134,-0.0976525789419338,0,0.0303747570862776,-0.00163004778245234,0,0.0453679760737033,0,0.00459353710473544,0.0416092685908885,0,0,0,0,-0.070083135265572
CVIX.Index,0,0.0204319333405055,-0.0518042451724123,0.03771913100204,-0.0455046103702022,-0.13909614531593,0.161319598287691,0.00976800666176789,0.0295937669855751,0,0,-0.0135385379401966,0,-0.0598865261159656,-0.16223720114593,0,0,0,0
DXY.Curncy,0,0,0,0,0.000113300767091986,-0.0334433081070706,0,0.0113916968676915,0.00494700044439729,0.000431523471479401,0.00567679154388373,0.00778812033437196,0.00286980449396526,-0.00377214326528744,0,-0.0120731542251748,0,0,0
SPX.Index,0.0100888618921581,0,0.00205616805458065,-0.00841661365966074,0,-0.00472081810754676,0.000766633667170614,0,-0.00177408230332318,0.00548299427408936,0.00204465813764995,-0.0135335493493405,0.00155922237794909,0,0,0,0,0,-0.0363063139006455
VIX.Index,0,0.332171324160804,-0.138839486919463,0.123177301451424,-0.345824755263592,-0.686338381077614,0.305098665058663,-0.025467483611525,0.130860358981151,0,-0.100339806949289,0.483087779293201,0.00488398570962091,-0.239941015821502,-0.676522825557202,0,0,0,0
