,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.062711373150843,0.116905484433183,0.0722831655519624,0,0.0382989088063512,0,0.0671331907384636,0.00160824805362098,0.188034936471903,0.162495859823719,0,-0.756111563173558,-0.183213644960861
XRP,0.850176479461078,0,0.122023471099606,0.0576328331342941,0.209777216501545,0.177901761274971,0.123726420537929,-0.349358559190102,0,0,0.238268864966368,0,0,0
LTC,1.56492166863029,0.070549256823268,0,-0.0210065811883492,-0.382211454039548,-0.0850462073583256,0.045126494912974,0.0327632080863008,0.358353320184956,0,0.327786022852769,0,-2.5156645369478,0
DOGE,-0.462003069067404,0.136850118898957,0.351187207168422,0,0.146510404332174,0.257071490539278,0,0.447658718682692,0.0687919465159839,0,0.77992223966644,0,0,0
XLM,1.22529203528862,0.40730034207909,0.142401004128076,0.12178254533047,0,-0.16920578109212,-0.376838813666814,0.0694450727395175,-0.151670193944211,-0.628871801027042,0,-0.0671137846029016,-1.61642221300443,-0.402722918417769
DASH,0,0,0.162879537590038,0,0.640440040847334,0,0.235385584968808,0.119039832006745,-0.250279373121773,1.72251343052175,0.261987791817522,0,0,-0.0500103456097829
XMR,0.650422828840166,0.730907473248902,0.182376809064043,0.34118963556547,-0.339339093072537,-0.354362721523151,0,-0.00447005475118309,-0.0879339273699521,0,0,0,-3.56630907905504,-0.873415137400886
XEM,0,-0.18576464540711,0.11108163099921,0.670012189529113,0,0.643144851065566,0.13317729373582,0,-0.422272199428998,0,-0.19243527212262,0,0,0
DGB,0.477468887405241,-0.396894614462616,0,0.365463908001218,-0.0245774040023155,0.358751720317527,0.419343789471772,0.0517907973299795,0,0,0,0,0,0.159636650710474
BV010082.Index,0.126434823690096,-0.0340885501848707,-0.0351138261256591,-0.0409222643725085,0.0144593752604155,0.0105429075778463,-0.00344447962460629,0.0150259801284457,-0.0707940693643846,0,0.0444316842969856,0,0,0.0649913802884431
CVIX.Index,0,-0.0319491408708923,0.0520980203447483,-0.0391740197897802,0.171417604696631,-0.231033146752599,-0.0795821216577645,0,0,0.593611520173494,0,0.74036219182325,0,0.242926514528152
DXY.Curncy,-0.0818090307421882,0,-0.0279352705842688,0.0547439898976251,0.046982610835178,0,0.00596036505216652,0,-0.0233237761002356,0,0.100235458096523,0,0,-0.00763715673015595
SPX.Index,0,0.0142609032825925,-0.00511169282717494,0.0145271512318284,-0.00883775316114373,0.00144745846654461,-0.00268566023642178,0,0.0122527382284809,-0.0883261173868839,0,0,0,-0.0851304112613629
VIX.Index,0,0.13591950797908,-0.123176598461949,0.20294324466631,0,0,-0.157967275219391,0.0139122237203748,0.318457671078882,-0.216981850477613,-0.166385563730767,0,-9.23031198638945,0
