,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,TRX,ETC,DASH,NEO,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0531456025554524,-0.197283306587747,0.137613187324631,0,0.0682737276107334,0.371621061656975,0,0.148928684789872,0.00726144922994653,0,0,0.135775667425678,0,0,0,0,0,0,0.0434871014546142
ETH,0,0,0,0.0750750189186796,0.0429616078048501,0,0.257279769066683,0.0343542128941965,0.0513675149893961,8.67361737988404e-19,0,0.122964314530512,0.175590989517695,0.105017593250457,0.0986888817986134,0,0,0,0,0.0488652485430933
XRP,0,0.171875425962303,0,0,0,0.128407470275006,0.0444197088024547,0,-0.0379792495150997,0.205567624636808,0.101134251643526,0.168605141583061,0,0.0278787895438303,0.197585876548126,0,0,0,0,0.100797688412453
BCH,0,0.277743531522023,0,0,-6.93889390390723e-18,-0.0605935626884212,0.267092949722831,0.121324987592876,0.0890973141560851,0,0.329781033461644,0.0365185692985894,0.0211370603679036,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0.08535534018204,0.654707350597764,0,0,0,0.182637009817277,-0.110602333491032,0.355808082443584,0.220152474323321,0,0,0,0,0,0
XLM,0.283358620688543,-0.260144331527232,0,0,-0.173325876294639,0,0,0.358272681353312,0.286855578893741,0,0.0310110060271103,0,0,0.398834908620153,0,0,-0.0811863194332911,0,0,0
LTC,0.013860422671048,0,0,0.390377290085437,0.42859977834495,0.036381679646315,0,0.0378040416308317,0.0756879103647944,0.0813291037065239,0,0.103275631381695,0,-0.214348517602384,0,0,0,0,0,0.119619155107031
ADA,0,0,0,0.418961190580277,0,0.261616564238464,0,0,0,0,0.0412666336835003,-2.77555756156289e-17,0.155165845677614,0,0.107549007468677,0,0,0,0,-0.0811552341103144
XMR,0.433815578771091,0,0,0.581049655524298,0,0.0541448369459193,0.193416817353251,0.0896906493984536,0,0.0975553341356169,-0.236268778820959,0.0686623418449887,0,0.0169130186198435,-0.0873454131297084,0.26653849357015,0,0,0,0.0679541793091492
MIOTA,0.328997930454759,0,0.207496366234636,0,0,0.227807300737992,0,-0.317196190094229,0,0,0,-0.165220493274232,0.269921097380158,0.722229390748213,0,0,-0.17156184061207,0,0,0
TRX,0,0.659481671810673,0.0978402678470367,0.0150525074022118,0.267056676170183,0.0254874608426944,0,0.0180838549840192,0,0,0,-0.205984633150359,0.152765604453628,0,0.167085347635597,0,0,0,0,0
ETC,0.399617509952905,0.652140425380281,5.42101086242752e-20,0,0,0.136039498129295,0.0449164273958667,-0.205454648330684,0.076916467617876,0.515008922882919,-0.319983068562078,0,-0.141719392412653,-0.153080391300106,0.0826833762889999,0,0,0,0,-0.0368113492352548
DASH,0,0.334627450649425,-0.0641503873861001,0,0,0,0,0.145787282849536,0,0,0.395407201139072,0,0,0,0.124654052002813,0,0,0,0,-0.0173765433278431
NEO,0,0.381790271530813,0,0,0.0398210090258501,0,0,0.141473698060247,-0.0804926484320045,0.383586994790092,0.318266732621411,-0.147149007642429,0,0,0.0476648652986668,0,0,0,0,0.0411851480532355
BNB,0,0.387399470029612,0,0.0829603538584467,0,-0.0479552856571612,0,0.0526696439209163,0,0.249217784002608,0,0,0,0.0352482780310434,0,0,0,0,0,-0.160498621107117
BV010082.Index,0,0,0,-0.0238629950429631,0,0,-0.218995241456809,0.121569701708201,0.0791805271640246,0.00124845392029992,0,0.0355937448892261,0,0.00432464589588879,0.0205870928625887,0,-0.00530636304130326,0,0,-0.0591136106825998
CVIX.Index,-0.10708229884053,0,0.0152817906662225,0,0,0,0,0,0,-3.46944695195361e-18,0,0.108111861979599,0,0,0.19022023823702,0,0,0,0,0.161447911476554
DXY.Curncy,0,-0.0730955944838747,0.021774259866385,-0.0135915790804878,0,0.00739795865194903,0,-0.0194513493330714,0.0376039816450513,0,0,0.0308282992522302,-0.00908704608041114,0.0138894462781303,0,0,0.165933519495419,0,0,-0.00411458840918309
SPX.Index,0,0,0,0,-0.0155461679665486,-0.00128926765969871,0,0,0,0,-0.00821544300055027,0,0,0,-0.00109579934600381,0,0.0303197321637897,0,0,-0.0712776543580826
VIX.Index,0.148636651193481,0,0,0,0,0.0203925106968793,-0.133689415626382,0,-0.211865936268784,-0.157849876496652,0.0750585082124997,0.143297296238257,-0.261255487398432,0,0,0,0.334406111345623,0,-5.54165363650533,0
