,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,NEO,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.169972211584141,0,0.0428401496999182,0,0,0.151481948959956,0.0818505099014117,0,0,0.01772133190619,0.0980091278495975,0,0,0,0,0,0.0134066140634632
ETH,6.93889390390723e-18,0,0.175833844625373,0.159754251375418,0.00263185175586313,0.299902642291745,0.0768319345745517,-0.0476603907144314,0,0,0.035096414298764,0.0117979546370539,0.119806550171569,0.0866596741360446,-0.104348753503464,0,0,0,0,0
XRP,0,0.167229777041996,0,0,0.177444854277149,0,0,0.192211159396279,0,0.142879349867001,0.067280388592901,0,0.141113624688031,-0.104148560888169,0.024266902365649,0,0,0,0,-0.105764727619157
BCH,0,0.364537703939038,0.0565262939700081,0,0,0.290919779270363,0,0.249077738731606,0,0,0.0235059757636225,0,0,0.115369642384809,0,0,0,0,0,0
EOS,0.377311318607574,0,0,0.2508676079542,0,0,-0.198685816353086,-0.163321708307585,-0.0610611035586265,0.223669829158107,0.186101766619119,0.0419782554751096,0.0233305601574023,0,0.209978094099193,0,0,0,0,-0.193811775671415
LTC,0,0.204021481636474,0,0.199426242629215,0,0,0,0,0.213663957961432,0.0608145003320547,0,0.105605133836753,0.0614132655171174,0.00493763190267712,0,0,0,0,0,0.00786793997781271
ADA,0,0.536815600798723,-2.77555756156289e-17,-0.226753005946761,0.142287486302908,0,0,-1.38777878078145e-17,0.265366705386518,0.105015406071051,0.131410674267138,0.00776492507914202,0.176038642724126,-0.0540352133591517,0.0498534927872479,0,0,0,0,-0.0232293138346223
XLM,0,0,0,0.141609754133893,0,0,0.192002048235724,0,0.248268496627881,0,0,0.177465249984149,0.179047070813482,0.0444796820597245,0,0,0,0,0,-0.0374443929520841
MIOTA,0.0625247796377936,0,0,0.169711297173866,0.0383629685128523,0,0.122950226406691,0,0,0.313667238879847,0.0353433590385055,0,0.0993210523317057,0.109273844500375,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0.0936468232963013,0,0.106645631096281,0,0.191886138512963,0,-0.0148794796557484,0,0.388924534449784,0,-0.293128111558086,0,0,0
XMR,0.880913664834262,0.0597377617439332,0,0,0,0.315629886715526,0,0.27412470981378,0.077171808640026,0.0901960307062237,0,0,-0.320727709207678,0.0848570066076241,-0.148520542801232,0,0,0,0,0
DASH,0.380392066676567,0.154331749257909,0,0.0452480758034629,0,0,0.0857418192825766,0,0.096780440438749,0,0.0361566405416572,0,0.0392193844755512,0.0643249622477276,0,0,0,0,0,0.0690744328130219
XEM,0,0.465340417128355,-0.0968540322744157,-0.440803295793617,-0.0919536539267053,0,0.307762299212909,0.338928377163218,-0.0329391342146727,0.111169094070806,0,0,0,0.244638590586977,0.113842509886181,0,0,0,0,0.0223490838611307
TRX,0.323632397088769,0,-0.0712500606828029,0,0.139419514812385,0,-0.916432152362649,-0.65584579880862,0.360076210219099,0,0.375893269259132,1.13300859147181,0.289439669735995,0,0,0,-0.238649197536476,0,0,-0.245036760869003
ETC,0,0,0.516893093844839,0,0.100509355250565,0,0,0.103308296481487,0,0.182618246728787,-0.17628028602419,-1.38777878078145e-17,0.105763586345493,0.161534330527475,0,0,0,0,0,-0.0741329046453526
BV010082.Index,0,0,0.012445575129564,-0.0230511184921845,0.0322735733291851,0,0,0.0386363023357566,0,0,0,0.133798979563242,-0.0451638363504755,-0.0361043360045933,-0.0293932982889861,0,0,0,0,-0.0704005959251045
CVIX.Index,0,-0.0954982429810034,0.0270331923921291,-0.100555809501096,-0.0831018434810656,0,0.104274030216239,0.144123784366279,0,-0.0526568227135955,-0.0975550922010683,0.288033240150441,-0.251165327281736,0.0544248926150213,-0.0015851186403996,0,0,0,0,-0.0104186190193815
DXY.Curncy,-0.00335373530354783,0,0.0210158310018478,-0.0140934022152917,-0.0056852963578949,0.0103909883507479,2.16840434497101e-19,-0.0380681437908886,0,0,0,0.0437828628873435,0,-0.00584291148175551,0,0.0727383709016933,0,0,0,0
SPX.Index,0,-0.0513103032611115,0.00741500662613004,0.0116263895599851,0.0269730799527526,0.0452274998633307,-0.018217181271745,-0.0235372813829589,0,0,0,0,0,-0.0206341727134686,0.00880065459131029,0,0,0,0,-0.105393038544071
VIX.Index,0,-0.282477372506809,0.203488719327494,0.0882913376991403,0,-1.38777878078145e-17,0.188694366541952,-0.501330548974873,-0.0436114756788331,0,0,0.222259769149589,0.0288172955959827,0.172094891014396,0,-0.217806864049749,0,0,-3.93517865711907,0
