,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0849287292279707,-0.0553484804596642,0.295512344640433,-0.0880760920014394,0.0292382974728877,-0.0718710485803792,0.126537302507411,0,-0.00678976208897753,0.0886418930111624,0.0016067419020237,0.0710270163566332,-0.662551567501353,-0.477692229204305,0,0,0.204178029368938
ETH,0.231935601583391,0,-0.0555636950951378,-0.0339904931819944,0.234391036129371,0.0845605355847679,0.0976588216089662,0,0.17523956809448,-0.0495586889018983,0.0999219796004888,0.0378853864332276,0,0,0.0956944057933648,0,0,0
XRP,-0.379397339938259,-0.130126232771028,0,0.142828260245623,-0.36227417806371,0.380016362385905,0.00473057315313751,0.0997494578921473,0.132549366575204,-0.0591185934990552,0.0744072407041484,0.425684083077256,-8.67361737988404e-19,0,0,0,0,0
LTC,0.400324120972209,0,-0.153871331479683,0,0,-0.0979679927444995,0.148395802802444,0.267686880587454,-0.100690839642166,0.22865062649436,0.0772492612193374,-0.187942067169371,0.0498452670491819,0,0,0,0,0.0959831096773543
ETC,0,0.199248659737315,-0.170040315721916,0.176709012436067,0,0.0992024953778643,0.0367416566917966,0.0438710535116216,0,0.0378240447753069,0,0.115053780105015,-0.0433624549015398,0,0,0,0,0
DASH,0.213412777971031,0.286949766813979,0.185744345962696,0.12041000323749,0.195104791079219,0,-0.110421441644658,0.225870882316008,0,0.0295822828524982,0,-0.00419080256733152,-0.0299228627874663,0,0,0,0,0
XEM,0.279972845260324,0.183848541182565,0.125018081496188,0.27210511355831,0,-0.126723476468084,0,0,-0.119052352895068,-0.0367555440119267,0.250074158618724,0.313232905148506,-0.0588941350660028,0,-0.22667086181559,0,0,0
XMR,0,0,0,0.252705169461654,-0.120842557898566,0.48826604515906,-1.73472347597681e-18,0,0,-0.174203716986062,0.0731686275140123,0.247203858167367,0.012159402550545,0,0,0,0,0
ZEC,0,0.338870131798886,0,-0.0356125713765859,0,0,0,0.302133474711933,0,0.0594487891307421,0.149942876499805,0.0349399714209671,0,0,0,0,0,-0.0161041203481719
NEO,-1.70907161247476,0.826021113071322,0,0.627464180521519,0,0.552608154135318,0.811142707905784,0,0.648012720403285,0,-0.584090217673247,0.225285589837909,0.329222902792212,0,-3.39172599597786,0,0,0
DOGE,0,0,0,-0.109082688059622,0.224364217322671,0.0516748648625648,0.310294345629694,0.0866258076078961,0.288267879947896,0.0648996750075917,0,8.67361737988404e-19,0.0554473676388091,0,0.249292350502937,0,0,-0.0129129971054861
XLM,0,0.00152508487553189,0.124930865379637,-0.360337946103614,0,0.316380440475638,-0.0791939262113091,0.59359488840363,-0.370053138134336,0.21525365001963,0.472410659306777,0,0,0,0.305649158391326,0,0,0
DGB,0,0.0648386372485312,0.35583229468116,-0.0526539476110231,0,-0.321876640325103,-0.352310446379141,0.335400862344239,-0.916007329135691,0.155299621726421,0.905083540712159,0.442215733975848,0,0,1.13985511697668,0,0,0
BV010082.Index,0,0,0,-0.0292944481663599,-0.00140969913838935,0,-0.0197292029727666,-0.0156065378524962,0.0306741721274421,0.0106254482005442,-4.33680868994202e-19,0.0333187924480128,0.00675911789161651,0,0,0,0,-0.0114247716773535
CVIX.Index,0.0510035517347139,0,0,-0.0969956335041349,0,0.0197579260097668,0.136850032983208,0.091788466603558,-0.144085228618973,0.0498596958671062,0.0647300406724269,0.0457025854993094,-0.0285169425638393,0,0,0,0,0
DXY.Curncy,0,0.00355877332754963,0.00721971164986213,-0.00850961828510208,0.0229471813667507,0.0170201206698036,0.0222478631650315,-0.023579208578399,0.00450897672735375,-0.00962691060484873,-0.0258547809375514,-0.00450936798703605,0,0,-0.0115227626194819,0,0,-0.0266356400371326
SPX.Index,0,0.00491834655884513,0.00728113499750761,-0.00286946334551166,0.00794247251759691,0,0,-0.00684397176701904,0.0050134909044103,-0.0027790872542905,-0.00291436689065977,0.00137591924659236,0,0.00924164480201562,0,0,0,-0.0521235856482947
VIX.Index,0,0,0.102938717305795,-0.28739122974262,0.371657815363541,0.162069814180251,0.335980129661928,0,-0.16780717341543,-0.168081793871226,0,-0.0997217736824608,-0.166684203439969,0,0,0,0,0
