,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.159969617890298,0.0571818815919169,-0.0799565866829583,0.181503192098256,0.370737936689869,0.267053690268218,0.242537115811091,-0.218978252170384,0.0603070737922247,0.174636193310048,-0.112716082835062,0.00586008969939767,0.229478114516797,0.238160743520588,0,0,-0.0263020862883659
ETH,0.31326385113476,0,-0.00662954757313317,-0.00955175434407026,0,0.222454723257906,-0.11691329253881,0.884856418664193,-0.280114324137263,0,0.140389830612418,0,0,0,-0.496739456965313,0,0,0
XRP,-0.583888392837611,0,0,-0.0740929076116698,-0.248168392012097,0.150454524023846,-0.0272723557100893,0,0.0189968973970646,0,1.33070753406749,0.213053856049509,-0.407321910933861,0.2831417561913,0,0,0,0
LTC,-0.321860129624962,-0.0890483816587721,0.00931140810063269,0,0.0395989401310367,0.167795303148105,-0.0279248672656944,0,0,0.438279287658403,0,-0.0379930100622461,0.141550238460405,0.906423993827685,0,0,0,0
DASH,-0.293118489986006,0.0592723337376345,0,0.0629459361953065,0,0.0888362780783795,0.0680277231723487,0,0.12267727899576,-0.185417134666674,-0.0734888831896225,0.0448796051490719,0.0870364447614551,0.422091358373836,0.430326263799403,0,0,-0.0565906827209374
ETC,0.0492084493114109,0.262865436638589,-0.0637295634929293,0.189616742233932,0,0,0.110196002270141,0,0.0686412481409481,0.179497414636475,0,-0.0757113034594723,0.0262130703373602,-0.593764519301694,0.46853422052347,0,0,0
XEM,0,0,0.044501242677008,0,0.271507706433503,0,0,0,0,0,0,0.200080435517258,0.358856583155639,0,0,0,0,-0.257121670518271
XMR,0.547234533051916,0.359805882047947,0.00088542840624534,-0.0490323350219569,0,0,0,0,0.129646954213458,-0.0321996193106055,0,0.107989531618118,-0.273195985174769,-0.811320936759993,-0.0270571552820133,0,0,-0.194180084423904
ZEC,0,0.0599536792185157,0,-0.0315027605280447,0.204117371394444,0.018511957656595,-0.0958444521311997,0.197283961550032,0,0.250304963662691,0,0,-0.0514900183584967,0,0.11546063451199,0,0,0
DOGE,0,0.30692537652268,0,0.381915692753423,0,-0.264482346754115,0,0,0.238079200375812,0,0.264835212333192,0.134080836744159,0.0938932443833097,0.136517162714443,0,0,0,0.423419400080635
XLM,0.192324725302546,0.102632718104282,0.322270335537649,0.276695981980194,0.0354476255424115,0,-0.246411208115875,0.260244174431687,0.0702387179461158,0.196535993795951,0,0.170108759567455,0.269224611533161,0.162929965816511,0,0,0,-0.235313546392648
NEO,0,0,-0.0332319624392496,0,0.14507231678868,0.174499658256968,0,-0.598516501041451,0.335248969553931,0,0,0,0.0327605951868619,0,0,0,0,0.111663435976055
DGB,0.126684031818302,0,-0.0789586553567982,-0.170919051250879,-0.278336133287713,0,0.065212883474472,0,0.0294890652945046,-0.0254583306042973,0.308323619845696,0.245779525154248,0,0,0,0,0,-0.038577643908366
BV010082.Index,0.131081446838111,-0.00698530026953826,0,-0.0311628502329415,0.0713078090492323,-0.0953264747501274,0.000485775688671037,-0.146002447643969,-0.0621482207570921,0.0226323059331121,0,-0.0424684733947942,0.00303907710356905,0,0,0,0,-0.109798279454245
CVIX.Index,0.228659483948524,0,0.00582028114042455,0.207763754927495,0.0619159386775665,-0.306448957902324,-0.414660608433728,0.27780206413387,0.145033194778003,0,0,0.0691934965668551,0.163313038912426,-0.208651582980568,0,0,0,0
DXY.Curncy,0.0335369544010412,0,-0.000312965735454088,0.00474479576075172,-0.0092759184695825,0.00375794789393822,-0.00734233523927047,0.0152515338551445,0,-0.000412562022887622,0.00345708385200652,0,-0.0027916688087356,0.104337910247497,0.000853428843949632,0,0,0.0309713777578115
SPX.Index,0.0156392634072897,0.027508428724437,-0.00776031308971763,0.00679070410142542,-0.0206003107992195,-0.0152030756874976,-0.0101659617519194,0,-0.0108606932542691,-0.00205303751677119,0.015024402865869,0,0.013874599509505,0,0,0,0,-0.0376266505772782
VIX.Index,0,-0.0915144814705467,0.00229252234410799,0,0.124136275044302,0.235456219318098,-0.452821256649353,0,0,0.331471570126172,-0.131005859462774,-0.327860877295806,0.435837661873213,-0.79909695617551,-0.812821357318205,0,-4.27544688422961,0
