,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0473591315669081,0.654287781008853,0.0229057631090807,0.0757083171057839,0.0906226365695295,0.0473475637182306,0,0,0,0,0,0,-0.0111752561946336
XRP,0.361659056784152,0,0.274189342596827,0.129948292025025,-0.193449846491921,0.10610230444892,-0.227558657433881,-0.126319430373128,-0.0160207596081369,0.336894254844086,0.250328811551853,-2.05414894135086,0,-0.286883812730063
LTC,0.664731112712756,0.259383809969695,0,-0.00795787740946708,0,0.147032960932933,0.026844732088354,-0.00761216878488653,0.0566145495573616,-0.494755056135012,-0.201296749863482,0,0,0.203388830327337
DASH,0.997222272680084,0,0,0,0.137847909197509,0.247193477701459,-0.0965156551301033,-0.00117311123527247,-0.226723641131486,0.574949851485095,0.311943145944589,0,0,0.162422674484103
XLM,0.633537123500756,-0.478045627090348,0.511368892820733,0,0,0,-0.356870148885523,-0.0579311939783795,-0.0307311968289413,0,-0.201902931818548,0,0,-0.324876044455171
DOGE,0,0,0.655590738801021,0,0.139014872132672,0,0.0138301966479657,0.0435622300235284,-0.0271781362304981,0,0,0,0,-0.0698422464104411
XMR,0,0,0.263336686275362,-0.112774321708048,0,0.398922390690654,0,0,-0.00416893328922726,0,0,0,0,-0.537514334975609
XEM,-2.47446412360551,-0.667285394981496,3.46919493283069,0.158416676780347,0.636016372856788,0.776544802141926,-0.567252189625477,0,0.0980281349339585,3.0557150563996,-0.0441065042964575,-7.72310866049545,0,-0.921641069742282
DGB,0.627618356546717,-0.164024764506436,0.356900926800528,0.241851842322851,-0.0173951119957977,0,0.0334008933245721,-0.0988119330510354,0,2.6870909452496,0.126470617513713,0,0,0
BV010082.Index,0,0,-0.178854792559799,0,0,0,0.0921987299647873,0,0,0,0.381069150248917,0,0,0.120257772823603
CVIX.Index,0.638961040242167,-0.318222287813346,0,-0.0680263571714642,-0.154738997766846,-0.431055630954615,0.0588060213973521,0.166496660911241,-1.73472347597681e-18,0.151638727637848,0,0,1.02278888623401,0.0962478302674378
DXY.Curncy,0.0453097284846193,-0.0273583129714798,-0.0409233768430823,-0.0227685777048578,0.0203888227406821,0,0,-0.0368623710880818,-0.00355747538927188,0.260316973952599,0.0390839441886121,0,0,-0.016010925423914
SPX.Index,0,0.00821254069238514,-0.0286427100922186,-0.00695954743784433,0.0272575708627831,0,-0.00210448119014334,-0.000751670474845023,0.00706982770526693,0,-0.00694113722934308,-0.0151725318122821,0,-0.0998820362623788
VIX.Index,0,0,0,-0.07521356638232,0.0982762370651479,0,-0.0906821132331215,-0.0333891470474873,0.0639681091965818,0,-0.106957940769002,0,-9.51088162573486,0
