,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.188832511742895,0,0,-4.33680868994202e-19,0,-2.16840434497101e-19,0,0.0535765392320894,0.0788209971451013,0,0.182718090699876,0.129997949895489,0,0.0862333840019798,0,-0.040108416794023,0,0,0
ETH,0.0720099095419565,0,0.446065510551789,0.0593197991169214,0.0155419942792686,0,0.153862415334062,-0.00171245019194006,0.114338060098884,0.0247347280451957,0,0,0,0,0.129918171915751,0,0,0,0,0
XRP,0,0,0,0.0652923408223283,0.0313967961151789,0.127603676447446,0,0.0892669392902096,0.0954595233752598,0.20234221246343,0,0,0,0.129738112698702,0,0,0,0,0,0.0139119624440316
BCH,0,0.415621065028225,0,0,0.129844267048438,0.15353981463804,0.105694593401437,0,0.0709751785375454,-0.00895979925390944,0.0136279736899152,0,0,-6.93889390390723e-18,0.0874582636657281,0,0,0,0,-0.0540527626913604
EOS,0,-0.152494877808056,0.384116117391637,0,0,0,0.604954590111346,-0.416643416304811,0,0.242173384548947,0,0.584828149661253,-0.464320298440737,0.253928636528085,0.139410637289288,0.121314371517387,0,0,0,0
LTC,0,0,0.160673531608473,0.307676220132995,0.0447908427204349,0,0.0405803844383398,0,0,0,0,0,0,0.290225303069197,0,0,0,0,0,0
ADA,0,0,0,0,0.173766724531669,0,0,0,0.127876863877957,0.308381329820081,0,0.0789109591577432,0,0.134994223224367,0.0262308528275925,0,0,0,0,0
XLM,0,0.227574582116807,0,0,0.135953721414632,0,0.278244170718897,0,0,0.0469586974205414,0,0.0859720518163392,0.092313992120886,0.049777993503186,0,-0.127914930243765,0,0,0,-0.0282692878223676
MIOTA,0,0,3.46944695195361e-18,-0.354006047184987,0.104561237556112,0.339675435661714,0.300591208368725,0.490966201021022,0,-3.46944695195361e-18,0.550251703281426,0,-0.0813779674678355,-0.243989476207805,0.0809036167507991,-0.323862621382709,0,0,0,0
TRX,0,0,0.66341269548773,0,0.0969188138359421,0,0,0.113596984423144,-0.0994767405030716,0,0.0218007953684024,0.382963100316116,0,-2.77555756156289e-17,0,0,0,0,0,0
NEO,0,0,0,0,0.136336580295629,0,0,1.38777878078145e-17,0.0564643741327795,0.0574912472510961,0,-0.0830703527921679,0,0.634525808458673,0,0,0,0,0,0
XMR,0,0.218871011102886,0,0,0.033518019737579,0,0.0861102566598505,0,0,0.143048860468761,0.310317600068487,0,0,0.127831851507752,0.0714190571683916,0,-0.401974241444288,0,0,-0.0820762970189359
DASH,0,0,0,0,0,0,0,0,0,0.0347216440973723,0,0,0,0.460520612680526,0,0,0,0,0,-0.0452990705032592
XEM,0,0,0,0,0.0956812159947394,0,0,0.394584667288548,-0.198203484249028,0.160735557603218,0.405805641511885,0,0,0,0.188905512694502,0,0,0,0,0.0246989450667818
ETC,0.347406504487614,0,0.445173993517616,0.194156364481696,0,0,0,0,0.0771721588720546,0.0859556090037679,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.143137077251746
BV010082.Index,0.0131868932362235,0,-0.150764703676241,0,-0.187924678617399,0.150891231103323,0,-0.0707404575178427,0,0.164773785207856,0,0.0984640402769264,0.060060179022864,-0.0773101605322444,0,0,0.125320946945245,-0.341460045570248,0,-0.224850979770928
CVIX.Index,0,0,0.248320980171643,0.191092815992864,-0.0089037697624991,0,-0.0985997274492788,-0.063885032992492,0,0,0,0,-0.157725717559143,0,0,0.227598855107079,0,0,0,0.139182575719542
DXY.Curncy,0,0,0,0.00672999585321112,0.0172347156550563,0.0342758282952205,-0.0414736911900908,0,0,0.019909466862843,0.0228505584219786,0,0,-0.0709545356750009,0.0151656668970402,-0.0178276241645648,0.0267330043570198,0,0,0.0106228691488186
SPX.Index,0,0,0,0.0118263138812814,0,-0.016774289404682,0.0153720194801917,0.0100023870262617,-0.0202869634947031,0,0,0,0,-0.0154688418628309,0.0150860449740109,0,0,0,0,-0.0557264463581859
VIX.Index,0,0.288863791413193,0,0,-0.41493583338797,0.265658722716565,0.139047179384705,-0.281076907529991,-0.161920526653532,0.39389563432824,0.177664732893634,-0.186679384812482,0,0.363893450979297,-0.480754095104681,-0.492404837930547,0.292752409705908,0,-2.25268188019096,0
