,BTC,ETH,BCH,XRP,DASH,BTG,LTC,MIOTA,XMR,ETC,ADA,NEO,XEM,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.104070707249186,0,-0.0214205580258495,0.0201775889138391,0,-0.125450684997273,0,0.0598775916724838,0,0.0312311787048561,0,0.123455360951173,-0.0182766539597752,0,0,0,0,0
ETH,0,0,-0.0618382988592854,0.180634059636932,-0.0657328877538125,0.0663127652774333,0,0,0.136032000499057,0,-0.0450481952190891,0.087726299069903,0.0457052238615156,0,0,0,0,0,0,0
BCH,0,0,0,-0.01187012785295,0,0.177156569718581,-1.50845883046653,0,0,0.493664786905811,-0.0374951624858548,0.637290465184411,0,0.121601376181254,0,0,0,0,0,0
XRP,-0.141152764332282,0.417759431220411,-0.0114423897367281,0,-0.137357450055161,-0.0458912122040936,0.136917997971001,0.119156550416184,0.342827940115124,0.0438890532583329,-0.0243718425935582,0,0,0.0910758284110637,0,0,0,0,0,-0.164728578026389
DASH,-0.376466672560367,0,0.0714062115090057,8.67361737988404e-19,0,0.0792919611643585,0.107385364843354,0.222378028698705,0.0781634656605984,-0.263732855310506,0.0309974748434809,0.081383109877043,-0.0761334333878247,0,-0.00464140150128138,0,0,0,0,0
BTG,2.57754127830521,0,0,0.0457813716083824,-0.0144193551858734,0,-1.54363678712613,0,-0.346357536511437,1.13315124857651,-0.132101532295092,0,-1.78792961942316,-1.03727999580931,0.185345119520993,0,0,0,0,-1.16562786993998
LTC,0.230429732121348,0,-0.114756073039795,0.233154462523007,0.0771390524377997,-0.0335228450679995,0,0,0.0706071036876229,0.182916950978297,-0.0699604901240275,3.46944695195361e-18,0.143265668126079,0.00589115049866647,-0.0210943304430876,0,0,0,0,0
MIOTA,0,-0.0712139814716698,-0.145356874124592,0.290259338407617,0.202697069855293,-0.00713372121679406,-0.416491852779828,0,0,0,0.203758062444832,0.179580795362595,0.357774182695751,0.124659856719473,0.0996851429183378,0,0,0,0,0.100074185180448
XMR,0,0,-0.019057713967414,0.0423754331120851,0.0685423907383582,-0.00727237191516721,0.170088848527732,0,0,0.140450937917015,0.13194746543843,0.0493676970454063,0.328001633347227,0,0,0,0,0,0,0
ETC,0,0,0.263219368474993,0.295184156607956,-0.376308715758811,0,0.226073843374148,0.0780245513262076,0.222921057863551,0,0.12244341621111,0.02919863517312,-0.0948932795902929,0,0.0472853247696614,0,0,0,0,0
ADA,0,0.569690790156723,0,0,0.0416220325651259,-0.0171819330005002,0.612896097311469,0.269235506196274,0,0,0,0.29673650814064,0.653983822734938,0,-0.253912976600111,0,1.49407888176924,0,0,0
NEO,-0.181466838196943,0.581122491837369,0.083091357411891,-0.333712857385006,0,-0.100723565248698,0,-0.142206469632735,0.267701755601981,0.137895878618622,0.0129149170946889,0,0,0.0605859186206709,0.154528139220343,0,0,0,0,0
XEM,0,0.399369356278374,-0.00199236267434372,-0.0643726281040631,0,-0.0478633104673173,0.12427841828871,0.156558498029841,0.0312820358526147,0,0.0727137951631011,0.0282188247938921,0,-0.032931374870008,0.0741510949408579,0,0,0,0,-0.00505123574979608
EOS,0.769390239607671,0.273784225754926,0.0903576835189124,0.411657784540431,0.235292103741364,-0.0788458625436374,0,0,-0.469627158940976,0,0,0.186132956314028,0,0,0.105712445523374,0,0,0,0,0
XLM,0.378561240381042,0,0.306151225386261,0.414447657332995,0.11530086265915,-0.0980036030070703,0,0.516815851766784,0,0,0.235315305007999,0.0547282111451652,0,0.21490638268821,0,0,0,0,0,-0.244053617074326
BV010082.Index,0.0386213132914321,-0.0444956031541635,-0.0147350598728945,0.0375755472084382,0.0216575990304693,0.00372788437218413,-0.098359672826388,0.0392794049606462,0,0.0109157516948141,-0.0208140441723495,0.0426090244048845,0,0.0123604601439817,0.000741984304849691,0,0,0,0,0
CVIX.Index,0,0,0.0153176141146997,-0.0953158637133462,0,-0.00490006087761869,0,0,0,0.0213781012452291,0.0116414204606351,-0.00285368356913933,0.105125163501186,0.00852167844650083,0.0164672618765506,0,0,0,0,0.0848436725279341
DXY.Curncy,0,0,-0.0152009704496423,-0.00868907380208245,0,-0.00632819419166752,-0.00913095594106964,-0.00719787610211011,0.00695744097655764,0.0153553960157586,0,0,0,0.000448673072211728,0.00472176867100541,0,-0.0926938315825262,0,0,-0.00845900668961594
SPX.Index,0,-0.00559110645546307,0,0,0,-0.000372137637713103,0,0,0,0,0,0,0,-0.0053503421683051,0.00154987303868924,0,-0.0484566947696194,0,0,-0.0289201065130331
VIX.Index,-0.332221133163815,0,-0.400445837749242,0,0.123999085237118,-0.0496138393202239,0,0.301620796775131,-0.200087764576991,0,-0.0982653861064167,0.193823843997234,0,0.000505949835399484,0.063762869426764,0,-3.46944695195361e-18,0,0,0
