,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DGB,ZEC,DOGE,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0283136045262721,-0.0688264742813713,-0.0383260235734868,0.14070479552485,0.137237751311351,0.0674993607657323,0,0.0366172951814658,-0.0155836747932501,0.0406988973481136,0.000377764968691364,0,-0.119109062219698,0,0,-0.184400201516775
ETH,0.12071215936092,0,-0.0610573943640565,-0.0166759357727503,0.103521398024264,0.0955976186962585,-0.0191656809388774,0.15834381777922,-0.0444446545493094,0.0273157641044786,-0.198232141846456,0.111942313048654,0,0.857447881741711,0,0,0,0.202988522367249
XRP,-0.329577409565651,-0.252494476418118,0,0,-0.44133496108056,0,0.686584575562624,0.149859117518853,0.334565990346851,-0.0572037242373318,0.0177157633194365,-0.226558046611103,0.0853124222273129,0,0.507564463643647,0,0,-0.0346043511864181
XEM,0,-0.212974834551777,0,0,-0.467712030294473,0,0,0.127908293072879,0.0259151210497188,-0.0133864127776401,0.182985986389332,0.118334707013986,0.434540674221477,0,0,0,0,-0.141817184661716
ETC,0,0.362145029798604,-0.111758603403853,0,0,0.091878384479712,0.164012305374184,0,0.0211572260784259,-0.0226730779275623,-8.67361737988404e-19,-0.0126116154036042,0.0743370215070063,0,0,0,0,3.46944695195361e-18
LTC,0.28550303751066,-0.0361129308100403,0,0.0997833387774558,0,0,0.204643393149191,0.246839047147386,0,0,-0.0863366062550318,0.130583124832165,0.268743804857068,0,0,0,0,0.0231872062709326
DASH,0.404459485952046,0,0.0405128858114472,0.03376328013983,0.109101867952694,0,0,0.190555548058486,0.0975258423705524,-0.0822524842861468,0.218432640677577,0.0418159928194655,-0.00778270434275699,0,0,0,0,0
XMR,0,0.281541609030917,-0.0619342770518977,0.178692268094585,-0.38210683652992,0.12563081921872,0.25428976002162,0,0.127685851002131,0,0.123799301186033,-0.160395952819109,0,0,0,0,0,0
XLM,-0.819672965265988,-0.249989533010375,0.371929310385343,0,0,-0.512239894878286,0.810815561451447,0.612509082502501,0,-0.0593519069950877,-0.497784587500049,0.208641633887551,0.292757922117026,0,0,0,0,0
DGB,0.995924154985311,0,0.498831900067395,-0.16327382103396,0,-0.0907024379528809,-1.09480802982272,0.45818867689079,-0.168144591787784,0,0,0.351861147855375,0.166317004144732,0,0.505312734849893,0,0,0
ZEC,0,0.16366323113858,0.127635648835774,0.0583040419291104,0,-0.00682116440640962,0.29633382267649,-0.0560099667833573,-0.11339952977396,-0.0255789659728613,0,0.237263404680909,0.0134126862624013,0,0,0,0,-0.0448993639805397
DOGE,0,0.114731232769777,-0.0861926130736695,0.197930508807375,0,0.222311875517368,0.158962667156769,-0.0215407114542456,0.236938216218858,0.0632345531670035,0.179977654653846,0,0.106988134409675,0,0,0,0,0.194913551914066
NEO,0,0,0.442933355809401,0.00667993356089907,0.749093247347551,0.165369489646666,0.649756241679593,0.152055136353186,-0.199805366079792,4.33680868994202e-19,0.131027254867972,-0.00275104286092666,0,0,0,0,0,0
BV010082.Index,0,0,0.028080345436606,-0.0461421618091471,0.0798461922593465,0.0173076982252155,-0.118917096315525,0.0271079739400312,0.0385080968748728,0.00104482882396527,0.0534083901525511,-0.0151748082252038,0,0,0.104718197806926,0,0,0
CVIX.Index,0,0,0.000251880574540097,-0.467037626677625,-0.325976490348154,0,0.116956084553285,0.0941597818386166,0.00460634607814532,0.0322665787120058,0.116809294180386,0.0232537676348209,0.158109344988744,0,0,0,0,0
DXY.Curncy,0,0.027054901539264,0.00321022597292634,-0.0116039833122356,0,-0.00383310187918226,-0.00326322938989487,0.00934940428955787,0.00747538018504134,-0.0013748376759533,0.00289956236489302,-0.00958835377513304,-0.00534795520465661,0,-0.0133071256689848,0,0,0.00711806161760319
SPX.Index,0,0.0128263962163303,0.000270212036561626,-0.00647070836734262,0,-0.000334857079117855,0,0.0043706960213513,0.00545545584744055,0.00485679318285277,-0.018927459908978,-0.0010064661513011,0,0,0,0,0,-0.0318499489810796
VIX.Index,-0.465138729662703,0.0103130676827118,0,-0.259193007472308,0.352353497543381,0,0.125248137404543,-0.100374157946029,0.231098077625047,-0.0627496100094398,-6.93889390390723e-18,-0.00760051166298068,-0.0321914926265999,-3.2266995097998,-0.714557358535609,0,0,0
