,BTC,ETH,BCH,XRP,BTG,DASH,LTC,XMR,NEO,MIOTA,ETC,XEM,EOS,ADA,ZEC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0508547715213308,-0.0845385302693583,0,0.0165880013003924,-0.0773621001482111,0.172320764775327,0,0.0900201444015098,-0.145640578548411,0,-0.411283566003544,0.0968464737345313,0.163639553637112,0.120563398654057,0,0,0,0,0
ETH,0,0,0,0.174034113431867,0.0413339209770082,-0.118710010759081,0,0.129779263783762,0,-0.00365719124101885,0,0.127945945514819,8.67361737988404e-19,0.0516450357098117,0.0817774569595445,0,0,0,0,-0.0136593671636727
BCH,0,0.210392780844227,0,8.67361737988404e-19,0.113376668514074,0,-1.66719198169669,0,0.68391347859192,0,0.370497705051339,0,0.00912807361330785,-0.0655180470388707,0.294987452662691,0,0,0,0,-0.0379437834793859
XRP,0,0.386194987128774,-0.0621177819137442,0,-0.015617508420063,0,0.127786334564565,0.288783363325643,0,0.129340965128738,0.0355336723336283,0,0.110396047111961,-0.108820814071132,-0.046457397891933,0,0,0,0,-0.139176402855385
BTG,3.09946662310939,0,-0.83053776264306,-0.0892704275421592,0,0,-1.43645368328933,0,0,-0.11830159037835,1.05017385815669,-1.38864447851912,-0.863794305412024,-0.616583749243562,0.048886800834314,0,0,0,0,-2.11499626477387
DASH,-0.612059719405484,0,0,0,0.18987528653422,0,0,0.121174619490949,0.019809592295316,0.0941662569597957,-0.431759940076041,-0.234869747985457,-0.175763033127894,0.0737644173912437,0.63566289524035,0,0,0,0,0
LTC,0.133218664686631,0,-0.123700239822054,0.224471486896256,-0.0132619509604073,0.0612701972650453,0,0.132279455481689,0,-0.0468935696132161,0.213985583763438,0.066894876230393,0.025042726832775,-0.047117738649255,0,0,0,0,0,0
XMR,0.120593763383989,0.0334990510251459,0,0,-0.0405266785060589,0.2174140893627,0,0,0.0636233067682345,0,0.10020920413362,0.288509067643106,-0.0433844090239201,0.0757395759422913,0.122678243789327,0,0,0,0,-0.280089608216532
NEO,-0.180155373125698,0.362171657288007,0.0652812801049266,-0.180570035934141,-0.0961497508385051,0,-0.0995567593611906,0.296512790342027,0,-0.159716526574229,0.259167971049241,0,0.075002466304571,0.0703679516499398,0.104342138554976,0,0,0,0,0
MIOTA,0,0,-0.0808119303284415,0,-0.0321997006463098,0,-0.321099334351518,0.374237716889242,0.0493902858168399,0,-0.057128602212623,0.652052915450502,0.216154594042959,0.0333569976864742,0.167097763122147,0,0,0,0,0
ETC,-0.135894241745721,0,0.166909925610931,0.250461939032783,0.028537084139946,-0.381428941245867,0.120182763467592,0,0.0992552713362815,0.112414110237484,0,0,0.0642602917346048,0.0807734168766726,0,0,0,0,0,0.0992234556751995
XEM,0,0.217261446203728,0,0,-0.0462257490506441,0,0.0814938905413362,0,0.118439848981461,0.152892065621499,0.0779390744584633,0,-0.00391502773864795,0.101827225611798,0.152064453028026,0,0,0,0,-0.051550931374922
EOS,0.671857761302175,0.284369533542601,0.132213912056824,0.5575792281172,-0.104097019575289,0.20738747765529,0,-0.499726262256569,0.0996058658461235,-0.0634724265421641,0.142641178356278,0.116254749192376,0,-0.016605428806907,0.225471907158438,2.55409136482204,0,0,0,0
ADA,0,0.465990279569166,3.46944695195361e-18,0,0,0.388523009421225,0.033887666583793,0,0.205778434167922,0.500358132884658,0.0605827072873993,0.740255508734703,0.0585658812396254,0,-0.725800434981643,0,2.08661154947708,0,0,0
ZEC,0,0.226436918425438,0,-0.287656268702133,-0.00259133542502824,0.221589038514453,0,0.299073965774959,-0.0492284702080749,0.0265392151802117,0,0.11345860921401,0.0803320117324432,0,0,0,0,0,0,0.0886396896217068
BV010082.Index,0,0,-0.0277076135799393,0,0.00571085679654616,0,-0.086913163370259,0,0.0315352109779808,0.0479934831615001,0,0,0.0158626992739828,-0.0091566870163565,0,0,0,0,0,0
CVIX.Index,0.0733406551286652,0,0.0465125039171782,-0.106175213969932,-0.0119629891810183,0,-0.00522362743236709,0,-0.0145269972475591,0,0.0284334792591886,0.0557048439697876,0.000661909723759505,0.0659221242722945,-0.0192754122286637,0,0,0,0,0.0835212865510126
DXY.Curncy,0,0,-0.0227772629878245,0,-0.00618976683304543,0,-0.0120965661871131,0.0080211586570713,0.00940181354423483,-0.0143995622358867,0.0161762440453036,0,-0.00157109250185918,-0.0169957259723499,0.0110040160832391,0,-0.077233280771596,0,0,-0.000973597426499048
SPX.Index,0,0,0,0,0,0,0,0,0,0.00249206118739051,0,0.00934257404503774,-0.0061626905921468,-7.515341768988e-05,-0.0151778648268275,0,-0.0578251719046286,0,0,-0.0253935580098828
VIX.Index,-0.437816716199232,0.22729292677672,-0.435047476859069,0.216135668761518,4.33680868994202e-19,0.113451772541879,0.0110984521779632,-0.316267366590562,0.220659471385379,0.251401641129698,0.0136702963649495,0,-0.0220001888454389,0,0.116299739986348,0,0.148398592460217,0,0,0
