,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.154955668047037,0.0801060658304689,0.187592014799342,0.222482069107757,0.123133345094182,0,0.0467887919272829,0,0.0575919706243349,-0.0729472466920277,-0.00248367587207329,0,0,0,0,0,0,0
ETH,0,0,0,0.20510490265098,0,0.0950019430834037,0.0315707631465842,0,0.170827554708401,0.192286513280793,-0.00581731739551847,0,0,0.0890154983510386,0.161301445814499,0,-0.44530497922836,0,0,0.117071035818708
BCH,0,0,0,0.179366985574521,-0.755167404171901,-0.512829410869366,0.986663016676034,0.316019184723505,-0.462245983614723,0.58036059640996,-0.0792123806051026,0.982377191781827,-1.39279690037297,0.477904058623635,0.0303326408736818,0,0,0,0,-0.238081963367445
XRP,0,0.531669732466157,0.0609351547455663,0,-0.0505356393015429,0,0,0.0899402956014424,-0.118349869831623,0,0.0661447214586727,-0.000488081097297436,0.222091040937768,0,0,0,0,0,0,0
LTC,0.244913691520622,0,0.0924753575378551,0.0419608593349808,0,-0.220828018080508,-0.0163939985156059,0,0.0400473763557006,0.167142129777923,0.0503932372673872,0.121565218276052,0.073506321583021,0.0686416679702316,0,0,0,0,0,0
DASH,0.228580482880463,0,0,0.0112593456811929,-0.199714978468607,0,0.0660091103622726,0.0125406600105489,0,0,0,0.417166015591507,0,0.195101012897046,0,0,0,0,0,0
XEM,0,0.128266141254233,0,0.168731485999592,0,0.461697501369684,0,-0.174633500706227,0,0,0.0791989981724814,-0.0980399848224189,0.276130085323383,0,0.0471928529734633,0,0.0881438437315967,0,0,0.0350119806351833
XMR,0,0,0.115031385661187,0.129692395177592,0,0.375421185388822,0,0,0.0320280803484102,0,0.113211312366076,0.0750894872408586,0.215103455382922,0,-0.116738642271806,0,0,0,0,-0.0284440877655116
MIOTA,0.662479685513214,0,-0.167624934915593,0,0,0.241748411141091,0.227718144461998,0.040808761923268,0,0,-0.0306930763907895,0.311317170667182,0.369684727667734,0.11196694906963,-0.220408596523979,0,0,0,0,0.121389598791363
ETC,0,0.40141992129006,0,0,0.510186285926423,0.132861625279303,0,0,0,0,-0.0151273834136021,0,-0.0155814196801405,0,0,0,0,0,0,0
NEO,0,-0.127334685895788,0.0374603187647745,0,0.16208254599611,-0.0717920459715501,0.188415031851764,0.0801392052411599,0.214260139137754,0,0,0,0,0.590859372582467,-0.167090006450963,0,0,0,0,-0.368567867732225
ZEC,0,0.0765228746889842,0.00421192186253252,0,0,0,0,0.106369291411467,0.222919392994531,0.0850293983773251,0,0,0.128070038162957,0,0.0299549565379302,0,0,0,0,0
XLM,0,0,0,0.578017939661373,-0.13103606159179,-0.110612001399983,0.138934812975691,0.25827116578967,0.0236517867701492,0,0,0.208023599411361,0,1.73472347597681e-18,0.171219042756438,0,0,0,0,0.0332611165568629
EOS,0,0.0478119471557932,0,0,0.484401580751345,0,0,0.176325640293294,0.256280204470446,0,0.199446871622484,0.101891856414157,0.118520590860411,0,0,0,0,0,0,0
BAT,0,0.120461592474034,0,0,0,0,0.125646777253333,0,0.0310990993479886,0,0.144109570676718,0.216159019283511,0.286838683864047,0.0974750514235278,0,0,0,0,0,-0.181070868469949
BV010082.Index,0,0.0693061073689227,-0.0139096814226892,0,0.0629787641284925,0,0,0.00673728588859463,-0.0283256015549042,-0.0392963636197698,-0.00649657881548584,0.0474675310154499,-0.00648940491889616,-0.0247170355265273,0.0260254209088355,0,0,0,0,-0.0763023294277582
CVIX.Index,0.0612878512264766,-0.0890674961612862,-0.0380224049551969,0.162296689794769,0.104466010610445,0,0.0579981168268647,0,0.0235891426488052,0,0,-0.0409449884208135,-0.10351838115127,-0.0681490631613019,0.011935513354182,0,0,0,0,0.0878083726017055
DXY.Curncy,0.00873260872703657,0,0.00371163090161171,0,0.011552730844494,0,-0.00246544519187192,0.00826474969167733,0.00173477363224525,0,0.00439438936100773,-0.0109463266091643,-0.00782115377099125,0,0.00265102901169934,0,0,0,0,0
SPX.Index,0,0,0,0.00484980598465422,-0.00158881101654365,-0.0126135104675824,-0.00218159286124109,-0.00881954916480183,0.00269635373445,0,0.00021227279483379,0,-0.00101956636762818,0,0.00601402300871428,0,0,0,0,-0.0479151198238049
VIX.Index,-0.0585562550413887,0.369397324209979,0,-0.0625749435881287,0,-0.112751036689096,0.400080037468932,0,0,0,-0.0240134162781263,0,0.12714720256189,-0.478403832480114,0,0,1.90552916712066,0,0,0
