,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.230362566948016,0.0230057981009099,0.217569349886445,0.0136231567694288,0.0378124828153661,0.267041239486388,0.18015655491876,0.125243707915703,0,-0.213432580136103,0,0,-0.00639887483746355
XRP,0.090315365831033,0,0,0.0246247850946966,0.0376711199464745,0.228516799266298,-0.178723915970041,0.10709064154719,0.0471109198468454,0.381913643124855,-1.73472347597681e-18,0,-1.16577319456991,-0.0624638606160362
LTC,1.32272656732414,1.04680811553275,0,-1.72273340674996,1.27148712473983,0,-0.0839928320626644,0,0.242304402235759,0,1.70396742942228,0,0,-0.0593605382898796
DASH,0.507339853470529,0.0370694230337881,-0.0526628465468078,0,0.353249833251587,0.164566260862762,0,-0.0580536527544975,0.210135949672716,0,0.622781645207139,0.987941672379999,0,-0.0371053955380045
DOGE,0.21646827302796,0.21434683218321,0.152774252960508,0.504109808551005,0,0.127593140238327,-0.0659272368925605,-0.0622022502570937,0,0,-0.0789143898744344,0,0,-0.0172246617247856
XLM,0.680191549982901,-0.282266302315889,-0.161292273535621,-0.31741079224794,0.658748091886439,0,0.0507705965120212,-0.204274284436433,0,-0.211836815011703,-0.181565267684579,0,0,-0.0875376859763222
XMR,1.41345602112544,0,0,0.0226075056492155,0,0.339484756784108,0,-0.0301820095727795,-0.133142584496644,0,0,0,0,0.0804199396334141
XEM,1.59555543625275,-0.151884876176496,0.101938926563972,-0.865045410732525,0,-0.60982501912028,0.163715468322292,0,-0.0484530543359806,0.665586590994247,-0.52059411943879,0,1.26744670653484,-0.0240646249226393
DGB,0,0.235662342076189,0.0419646540004813,0.226183282251991,0,0.255486092150379,0.272340532960789,0,0,0,0,0,0,-0.0431718216110287
BV010082.Index,0,0.233779959281342,0.0240678417118109,0,0,-0.0299147033115933,-0.0906018016536035,-0.0308816289212857,0.0185105830229106,0,0.0532089260117139,0,0,-0.00709457927893453
CVIX.Index,-0.170484234080109,-0.339742603009758,0.0618427744699377,0,0.0139281094617783,-0.0480707274518939,-0.037160173746691,0.0467155016345368,0.152119757308016,0.182764662681622,0,0,-1.44118148556411,-0.0547473217233064
DXY.Curncy,-0.137079350146754,0.0646820062527993,0.020149043044264,0.107710532090602,0,-0.0400969156141538,0.0364020044335596,0.017871899820665,-0.0323043825531672,0,0.00551576869243977,0,0,-0.0375210098345906
SPX.Index,0,-0.0737241169844597,0.00806985484482661,0.0150774963369872,0,-0.0958722353658671,-0.0108565627646775,0.0182188648350842,0.0187813055947287,0,-0.238762406283522,-0.177894610258374,0,-0.0675758869007159
VIX.Index,-0.546318653032632,-0.598506561680359,0.265517107664222,0,0,-0.0213110028554919,0.0709059364306418,-0.285344478582236,0.305184255706493,0,0.825577857327638,-3.56792092517439,-3.39836930541026,0
