,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.28282683932109,0.0271201897520186,0,0.194782767433004,0.00979668365377096,0.256547397942357,0.125775768901452,0.112579344736497,0,0,0,0,0
XRP,0.194638605937667,0,0.0127741246894257,-0.0844508007634523,0.282191909158379,0.41202491302555,0.109212919688151,-0.361078572292967,0,-0.038002008506657,0,0.455988085736523,0,0,-0.272326980813865
LTC,0.183698798844059,0.112026178985915,0,0.0509655944308789,-0.0615896901941243,0.426365598526165,0.0832261299338387,0.161574802273823,0,0.142678310116081,0.102623792284206,0.259692290418835,0,0.500983709119211,0.0205330476622683
ETH,0,-0.411553846369253,-1.62681067276268,0,0,0,0,0.657944760225735,0.325509974586793,-0.059722095124761,0,0,0,0,-0.0778935079929725
DASH,0,0,0.112203641469705,0.0758093975412746,0,0.465655765975337,0.137954957453552,0.0216310457079645,-0.0629337963632105,0.127750015334919,0,0.0922197694974981,-0.891700814715615,0,-0.0340248133752046
DOGE,0.168751960216097,0.16734665161375,0.245026825550986,0.0125425784343587,0,0,0.188451686432031,3.46944695195361e-18,-0.11060575315147,0.0327186796976867,0,0,0,-0.66246821231021,-0.123872634715161
XLM,0.459961178377817,-0.339889897806758,0.601553353540449,-0.0865596256304213,-0.0199170538361165,0.298579322021669,0,-0.25444240796387,-1.73472347597681e-18,-0.09348773716576,0,-0.320131967729775,0,0,0.110370339707354
XMR,1.28831503776534,-0.0098146331657825,0,-0.155048595273249,0.742760293572805,0,0.240203148361765,0,-0.0684613251140867,0,0,0,0,0,0.0808957983712765
XEM,2.1514093885693,0,-0.504345520908333,-0.108225876857118,0.577967208422544,0,0.0953498665135741,-0.852543276125123,0,-0.245753481796773,0.489129052468686,0,6.00490045020779,1.27797065472357,0.325737822050889
DGB,0.630010802446095,0.331742641152491,0.999021053723217,0.0240809233423549,-0.0702989281916095,-1.61733708272475,0.542441090244822,-0.327689194761896,0.068335133889734,0,-1.27938874227527,0,0,0,0
BV010082.Index,-0.584092690493566,0,0.708498188548392,0.0479847922092297,-0.369355294612918,0.0341629229708791,0,0,0.0761473568864831,-0.00703733166842935,0,0,0,0,0.0316931484455192
CVIX.Index,0,0,0.282851994275594,-0.0577088469914864,0.192548827941588,-0.0307152376108627,-0.312667251974133,-0.158760605050016,0.0641431374044381,-0.0268549770238556,0,0,0.227737940380002,0,0.116603757396627
DXY.Curncy,-0.0312621475675713,-0.0250980611388688,-1.73472347597681e-18,-0.0026182700507114,-0.0967159129696128,0,0.0427160531385779,0.0262892678089963,0.0046835602762512,0,0.0232460060962463,0.0224975613786574,0,0,-0.0221208477394563
SPX.Index,0,0,0.0253879007171054,-0.0439903855712403,0,0,-0.114997973168298,-0.0448472858783427,0.0208856928483257,0.014498973362172,0,-0.13560576656992,0,0,-0.078764886000561
VIX.Index,0,-0.495810359510202,1.03736421797893,-0.168477494154841,-0.0544241086676601,0,-0.531829539572707,-0.241347362621331,0.0354764660080835,-0.28250864341982,0.178533872889181,0.453022632769066,-1.08332968202106,-3.14089306958989,0
