,BTC,ETH,XRP,XEM,LTC,ETC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.374253350502093,-0.0104015312018829,0,0.0273305900590603,0,0.0540480350826684,0.202659615250321,-0.0129886923730463,0,0,0.0244049302913128,0,0,0,0,0,0
ETH,0,0,0,-0.158043515232445,-0.0865751904672489,0.166875248732745,0,0.154869852399505,0.0582121895575748,-0.0324470157201984,0,-0.00894876144335055,0,0,0,0,0,-0.0769033984988435
XRP,-0.913968867596919,0.0252333833400384,0,-0.13638915332607,0,0.0331659192418307,-1.19315593987989,0.536434104929623,0.638986552387192,0,0.484056672991,-0.710421954956484,0.241987444468358,0,0.368242794716088,0,0,-0.246406286988667
XEM,0,0,-0.0533991341590988,0,0,0,0,0,0.158161880499511,-0.0836322739570671,0.266814945280147,-0.0167218205361888,0.069131376518724,0,0,0,0,0
LTC,0.510733206277399,-0.411709068745491,0,0.0107925129989383,0,0,0.539862500526275,0.0436585717124502,0.0470819217217316,0.380252743446161,-0.206109500331688,-0.114765801138134,0.144445609300485,0,0,0,0,0
ETC,-0.132077343174886,0.180797424296873,-0.0348590017918683,0.0598861573044788,0.151673570942081,0,0.197148457654298,0,0,0,0.0863970063971703,-0.0315424755328617,0,0,0,0,0,0.0397603923097384
DASH,0,0.308001997408729,-0.0301063389733186,0.114404705292133,0.0660477694294965,0,0,0,0,-0.152435126477971,0.425991660925367,0.0400885466888755,0,0,0,0,0,0
XMR,0.205666832266434,0.394438411462268,-0.0870900295600647,0.0674021989338244,0,-0.229732097667066,-0.093479518407206,0,0.156724306129462,-0.173548472003416,0.210454303933649,0,-0.0670131936761226,-0.712394183822435,0,0,0,0
XLM,-1.40336373079209,-0.652831339701931,0.313508802705784,-0.0990624079738051,-0.257813399579738,-3.46944695195361e-18,0.0610031401652002,0.61790529954165,0,0.151738348166679,0,0.103900807381256,0.408276277722239,0,0,0,0,0.364793759094119
DOGE,0.0152882411695199,0.189343101673325,0,0.0868263244779389,0.301470210823386,0.0163615229127527,0,0,0.240053069830623,0,0.330339182839809,0.0369916272015321,0,0,0,0,0,0.342589965352306
ZEC,0,0,0,0,-0.152240530335676,0.0897421706009939,0.295946542415715,0,-0.0307197238093403,0.212143935860243,0,0.0337528917587885,-0.00939640707744926,0,0,0,0,0
DGB,-0.277260990822065,0.101594006814947,0.0126818250768246,-0.0780343352186962,-0.461754458008269,-0.209852921631468,0,0,-8.67361737988404e-19,0.342926786554614,-0.241000497327836,0,0.142158318692826,0,0,0,0,0
NEO,-0.581653494751253,0,-0.0444615125597072,0,0.0911282303401827,-0.156550936270758,-0.285900549484833,0.325795899020791,-0.0435416386541916,0.0588926563528411,0.40270314972567,0.066451397774301,0,-0.243197679784018,0,0,0,0.149042975161048
BV010082.Index,0,0,-0.00172173852044439,-0.0343260734279594,-0.0382464345417536,0,-0.0666436925445386,0.0660288515239204,0.0425934096377734,-0.0236191966044317,0.0664875934110287,0.0073008471673662,0,0,0.115475333136656,0,0,0
CVIX.Index,0,0,0.0141168526951177,-0.362083738570675,0,-0.167998719444819,0.0681535547799116,0.0511180852532245,0.0464770233367765,-0.0337936784878173,0,0.0233113023965422,0.207347404278534,0,0,0,0,0
DXY.Curncy,0.00022056874996594,0.0103612723814485,-1.0842021724855e-19,-0.0253028313001905,0,0.0114999851911247,-0.000475977494073206,0.00356936784219448,0.00309975494139412,0,0,-0.00192307932286257,-0.00850923614011406,0.0396492788820022,-0.0190777970749289,0,0,0.00884147972156744
SPX.Index,0,0.00709405855098963,0,-0.00814630110564697,0,0,0,0.00427660384167477,0.00405932069011289,0,-0.00813666096912786,0.00491416671511952,0.00197584057014141,0,0,0,0,-0.0295119046286794
VIX.Index,-0.0430805453390399,-0.121708831351364,-0.0661225763518381,-0.369200068887143,-0.185078109323611,0.187637488376566,0,0,0.251770408514736,0,0,-0.178123438586042,0.00368173419436325,-2.2140950093176,-0.733669931146515,0,0,0
