,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0273921172254736,0.0533650041821839,0.896359729591267,-0.0827545731997932,0.060578691116163,-0.0439913756118974,0.22135632529599,0,0.0442854633494351,0,-0.052984017759575,0,0,0.0617776202644387
XRP,0.281227026468397,0,-0.165217629659537,0,0.0932542195347541,-0.113444938892978,0.726577629881518,-0.541284583105097,0.0114162791020678,-0.156592456352225,-0.336594068702016,0,0,2.98925206517033,0.483182553440898
ETH,0,-0.121008412009711,0,0,-0.10531582373083,0,-0.201984629538227,0,0.00843670937581009,0.0818626578482971,0,0,0,0,0.165621805282981
LTC,0.722021126163665,-0.0495971696403586,0.0548155724833561,0,0.0767161466890968,-0.0397709987188868,0.0764426420121755,-0.0504274508663633,0,-0.0418485582286459,0,0,-0.165593462638498,0,-0.0229357892796832
DOGE,0.660116214209045,0,0,0,0,0,0,0.0117971389632593,0.0896327715393275,0,0,0,0,0,0
DASH,0.425651029714266,0.325991630195561,-0.24822528941535,0,-0.247774203010527,0,-0.115344701121638,-0.51288704277203,-0.0958420352831829,0.154484364202266,0,0,0,0,-0.162751158287854
XLM,0,0.0567522424905456,0.00149201767976283,0,0.2915693604393,-0.13130506563336,0,-0.100143675457591,0.147198809461575,0.191485744204115,-1.0307731912561,1.25130055823242,0,0,-0.273636944462118
XMR,0.463146499393687,0,-0.139205990129948,0,0.0418497653625413,-0.0673086827949571,0.153794843715695,0,-0.103881587894747,0.109772310604018,0.67723406109152,0,0,0,-0.0881264820976686
XEM,-0.198010298148536,0.165462408905506,0.32622307689547,0,0.0382306556520456,-0.0420834962356333,0.331503318800514,0,0,0.20182691979094,0,-3.45717418142642,0,0,-0.0172970252401896
DGB,0,0,0,-0.147403880635029,0,0.204489933397306,0.398283399488159,0.222497606440432,0.182219884834968,0,0,0,0,0,0.0866768688786507
BV010082.Index,0.0653978281227348,-0.0265660349374093,0,0.127642309114798,-0.000824010422815837,-0.0136135725341513,0,-0.0561193218091332,0.009503974348519,-0.037658700672623,0,-0.0410394672516691,0,0.429435456264712,-0.0460666868533445
CVIX.Index,0,-0.127674481454977,-0.090910776412921,0.0717455908157823,0,-0.0343043194719539,-0.0121200223737068,0.00333212448480437,-0.0108855436760205,-0.01590177874778,-0.177841056185423,0,0.799434132060202,0,0.115346534338943
DXY.Curncy,0,0.00900673209746515,0.00432128886078198,-0.0645479031657674,0.0216862874162808,0.00206682069296251,-0.0498816035022409,0.032503810758074,0.00679942722502364,0.024379989193573,0.0691371974851731,0.161016025097576,0,0,-0.0462530081381196
SPX.Index,0,0.0251985986327525,-0.020503149372779,0,-0.00887019532063901,-0.00782940791091605,-0.0148119310310045,0,-0.00460167052813865,0.0111582336418413,0.168531849228821,-0.0359358187835492,0,0,-0.10286355163866
VIX.Index,0,0.158309422594553,0.0530711603400016,-0.0789530351865713,-0.131339818761393,0.13106142358701,0.348664514498367,-0.0767668760668819,-0.123999983522498,0.23400504279337,0,0,0,-4.95749240392693,0
