,BTC,ETH,XRP,LTC,EOS,BCH,XLM,BNB,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.148869364401909,0,-8.67361737988404e-19,0.0672074725254025,0.0830628932333641,0.0559226459183336,0.0439039912726963,0,0.049083929954202,0,0,0.0908620277402941,0.0153027978372028,0,0,0,0,0,0
ETH,0,0,0,0.254232570733047,0.113796458670936,0.307598010583465,0.10193338413163,0,0,0.143752359094905,0,0,0,0,0,0,0,0,0,0
XRP,0,0.0189143276950688,0,0.0710152474181555,0.0433434686787724,0.119719344149432,0.147956071680721,0,0.0492034430255981,0.114428096904432,0,0,0,0.0844791618700688,0.00986714463222783,0,0.162130810396593,0,0,0.00676889536395013
LTC,0,0.307342578652021,0,0,0.219048639849358,0.0292693122427448,0,0.0488280278948713,0.238045392643299,0.271524600645295,0,0.0193363225241354,0.221907211275417,-0.204204244486691,-0.208051370157196,0,0,0,0,0.087039532686384
EOS,0,0,-0.106389331931507,0.331320525207708,0,0.241998211130004,0,0.0216600420397505,0,-0.0308194115346542,0,0,0.230762651028662,0.201901062525626,0.249056531347052,0,0,0,0,-0.0593728084562165
BCH,0.0924241873522049,0.10729739922223,0.345195676393275,0,0.286683111574211,0,0.132702880318055,0,0,0,0.176260817042128,0,0.103072280886192,0,-0.0998327529911909,0,0,0,0,0.0246315185940026
XLM,0,0,0.270959141675352,0.17695014807811,0,0.0871286742748253,0,0.0797255292526731,0,0.0562216251178028,0.0595319194053376,0,0.216488099790106,0,0,0,0,0,0,-0.0911303377535948
BNB,0,0,-0.326627492185582,0.156503637534703,0.00449502949075856,0,0.358708492223298,0,0.164921146833769,0.18959622782686,0,0.620362289656943,0,0,-3.46944695195361e-18,0,-0.12654794816807,0,0,0
TRX,0,0,0.00316001609272377,-0.0461002597750825,0.075531529234279,0.283314862390083,0.136613782149034,0,0,-0.0689476752254927,0.11636292606982,0.136677497858438,0,0,0.0401849685049794,0.409860913028559,0,0,0,0.164587764963721
ADA,0,0,0.118353272181422,0.125381809727845,0.0663355861277179,0.289068790740079,-1.73472347597681e-18,0.0500136478259914,0,0,0.0380908779488914,0.0764889998171234,0.216984152801575,0,0.0446536471098347,0,0,0,0,0.00207379279017732
BSV,0,0.106461956288557,0.593553377668457,0,0,0.197730977465734,0,0,0.0597715278782468,0,0,0,0,0.104419394729673,0.158318267357592,0,0.241698457104373,0,0,-0.0958409481716256
XMR,0,0,0,0,0,0.159214034412016,0.224213718505439,0,0.067744238508581,0,0.178705069020207,0,0,0.0271057463990651,0.123204030958606,-0.0430971762462501,0.0757360323330801,0,0,-0.0454992013172754
MIOTA,0,0.202360431505951,0,0.00819214323202312,0,0.0084411854972244,0.0178889424846076,0,0.0646905971302756,0.422895368855615,0.0573994180016693,0,0,0,0,0,0,0,0,-0.0502312516142454
DASH,0,0.134399609006571,0,0,0,-2.77555756156289e-17,0.20992439663362,0.10916703452219,0,0.194094152917446,0,0.157663565861201,0,0,0.0466027441443426,0,0,0,0,0
MKR,0,0.0965767574439216,-0.439904200911287,0,0.153427709994656,0,0,-0.0538738560929724,-0.157698988857832,-0.0721581382746495,0.620898558812626,0.376427062058037,0,0,0,0.127422092704576,0,0,0,-0.107613822930439
BV010082.Index,-0.488815554076144,0.251129131617591,0.0962011434628182,-0.0613237297809621,0,-0.129839590813829,0.105136387178734,-0.0156484277093615,0.0672711906374807,0.155179463768881,-0.0407176074263989,0,-0.220018241738699,0.139608617615844,0.0284145370930401,0,-0.455807790691145,0,0,0.0877780347306936
CVIX.Index,0,0.279684122569023,0.396894651775653,0,0.143741315840106,-0.365043463793771,0.0732315626982841,0,0.0621300252999575,-0.239921645860517,-0.0898732432601101,0,-0.251896350359331,-0.0701413055427183,-0.00914072556221946,0,0,0,0,-0.0947264688230893
DXY.Curncy,0,0,0.0309788552573112,0,0,0,1.73472347597681e-18,0.00944985671282123,-0.0603997771679585,-5.60076512522962e-05,0.0118878761809593,0.021484941418704,-0.0137704722317822,0.01837481475753,0.000494692890476869,0.0806682915482201,0.0212514215358239,0,0,0.026408509282249
SPX.Index,-0.0957169391240018,0,0,0,0.0208105401983491,8.67361737988404e-19,-8.67361737988404e-19,0.000493932078357551,0,-0.0242923252352081,0.0453739672649341,0.027927261209972,0,-0.0262440330368416,0.00517779956812534,0.004729941643763,-0.0381276548986236,0,0,-0.0738793255774741
VIX.Index,0,0,0.411017817964651,-0.0355885797805408,-0.0378069212086958,0.100715681651604,0,0,0,0,0,0,0,-0.111484733867599,-0.161951570582833,-0.450748536412338,0,0,-3.47862628000848,0
