,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0460506759242165,0.045995771386136,0.890304121632728,-0.085036790295195,0.0670212530106624,-0.0586076937149612,0.216609019305227,0.00447453301616501,0.0488864312198737,0,0,0,0,0.0567670736107837
XRP,0.327202261927623,0,0.111514672931829,-0.110480631940868,-0.0964850976526196,-0.0579001372959824,0.73869978739537,-0.624179560292893,0,0.142790568641579,0,-0.811014801968149,0,1.28224274424026,0.182045340207578
ETH,0,-0.0647815669001712,0,0,-0.125330406440974,0,-0.117343475401543,0,-0.0015591384584508,0.091031650229583,0,0,0,0,0.170988348003737
LTC,0.834751970316396,-0.00572163785643673,0.0289620535624763,0,0.0884629834439929,-0.079876713041262,-0.0752494368730467,-0.0925322094861723,0,0,0.345700088270674,0.142875758050196,-0.559172055033518,-0.30879678559327,-0.0667228675936517
DOGE,-1.04316056329358,0,0.0572897362822669,1.94442638092383,0,0.162993473475474,0.699349905107311,0.46689067989532,-0.0988468653493773,-0.329419769366777,0.671673964006491,1.09579819071639,0,0,-0.0221921902285404
DASH,0.390098571125116,0.2827139919427,-0.391252171774286,0,0,0,-0.31741643571445,-0.365016591289567,-0.102255282210892,0.0441198106511879,0,0,0,0,-0.0343080040037917
XLM,0,0,0.127395261532638,-0.214595946775034,0.366582138151068,-0.0139384256218689,0,-0.0209195346976231,0.148361500910111,0.121481124296969,-0.721313224893506,1.17406887050539,0,0,-0.27410739564902
XMR,0.766490377871197,0,-0.134074153776011,0,0.0126024243025258,-0.0955808724681087,0.0105098429046854,0,-0.118899155880588,-0.0135904080274157,1.21621083782578,-0.187860200851461,0,0,0
XEM,0,0.464657522364514,0.213531637810869,0,0.0380763519565338,0,0.151801720474321,-0.266391465050799,0,0.197194984645285,0,-3.38821898701008,0,0,0
DGB,1.10954778040409,0,-0.150727194646432,0,-0.603501348201079,0.0993222812542531,0.247331941794338,0,0.191699303192358,0,-0.592582398743833,0,0,0,0.199300253625224
BV010082.Index,0,0.00658691691468926,0,0.0482451121927827,0.0239923932951933,0.00755808293813001,0.0305728088798518,0.00185203274943944,0.0229445954836356,-0.0467255942467326,0,-0.37182204672471,0,0.100756076210985,0
CVIX.Index,0.0262003875998454,-0.128632192724492,-0.068040000446634,0.0992964276136137,0.0209672301089136,-0.066705968046682,-0.0536868460773223,-0.0386601967234767,-0.0359660551000526,-0.0222937712241813,0,0,0.650278526295792,0,0.121086104381054
DXY.Curncy,0,0.00334435506986883,0.0022429689813753,-0.0282447657343494,0.014984700499606,0,-0.054078991742656,0.0358326593351404,0.00487789910813384,0,0,0.111912941033505,0,0,-0.0426248197895109
SPX.Index,0,0.0411769749640005,-0.0484324890576513,0,-0.012921196724402,0,0,0,0,0.00284452460197536,0.0257679120751491,0,0,0,-0.119554680644909
VIX.Index,0,0.107931455650717,0.047641840296711,-0.195254331928757,-0.168338971660173,0.140011465722816,0.417522152476205,0,-0.0593319726652078,0.272613197753622,0,0.0496764845400909,0,-4.52384229367741,0
