,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0309307161304018,0.275046366028498,0.286403036833316,0.137792096199783,0.0837596711404461,-0.101272081012854,-0.0477264752379267,-0.123879524694904,0.00803631656971767,-0.217998253240507,-0.00475147879882678,0,0,-6.93889390390723e-18
ETH,0,0,-0.10589030273501,0.370207673600932,0,-1.14688981901499,-0.34809713388118,0.222607026210233,0,0,0,0,0,0,0
LTC,0.611493934320976,0,0,0.0467562692524665,-0.270635270417198,-0.128771443183869,0,0,0,-0.017092191613119,0.164809006315048,0,0,0,-0.0934334491548066
XRP,0.190741629712874,0.0840531692358972,0,0,-0.00233064579771386,0,0.0840579222898674,-0.0765308081832634,0,-0.166337023573702,-0.382098113746463,0.134418154361007,0,0,-0.118299879549384
DASH,-0.17766524357791,-0.169757009492929,0,-0.26079265873961,0,0.12704483329579,0.25590087847714,-0.0675590251515663,0.83968342891873,0.184304539891534,-0.161309399710433,-0.674873461776513,0,0,0.141399023085266
DOGE,0.224993458904806,-0.0142647467255818,0,0,-0.0708419361879019,0,-0.0740898492185641,0.0422255854022721,-0.11144422787324,0.0304298057504922,-0.0594154348870838,-0.218557618434864,0,0,0
XEM,0.406272923800702,0.0215876032146919,0,0.525620786669495,0.763530061766345,0,0,0.229365037174161,-0.259532758454062,0.120542868396462,0.203997692591961,0,0,0,0.303498426229362
XMR,0.501803472705314,0.365897486515877,0,-0.193171236772721,0,0.0568919507335853,0.0812310703008881,0,0.0645782507242873,-0.0459154114489952,-0.985366385892632,0.129388053064163,0,0,-0.23649175063179
XLM,0.0547106920396413,-0.0361324995257905,0,0.174908321270427,0.110286675376077,-0.135408599606347,8.67361737988404e-19,0.161790135765567,0,-0.0716197565011686,0,0.371476771094248,0,0,-0.117397639128872
DGB,-0.680526089463994,0.157083003323447,0,-0.572863311319433,0.345028454787124,-0.466985149673607,0.26042818112687,0.366561860265865,0,0,0,0,0,0,0
BV010082.Index,-0.0265476451437413,0.174143927502339,0.0639612251159104,-0.0601849105174253,0,0.152112873609316,-0.0783796696633578,-0.134129495097397,0,-0.0854574207049832,0,0,1.73664105778901,0,-0.0570138565414995
CVIX.Index,0.089500638935096,0.0475638193022737,-0.254087592014121,0.0679597117931338,-0.270603882451387,0,0.0379500584651654,0,0.314049421089441,0.0455864024835001,-0.0560470017298223,0,0.409133316990619,0,0.119683865334999
DXY.Curncy,0,-0.00378725135174778,0.0717490457962091,0.0782160279285127,0.0193399936744719,0,0.00880249280660024,0.0103053019598695,0,0.0193918396030916,0.161553253737622,0,0,0,0
SPX.Index,0,0.000429439512185135,-0.0212226386032437,0,0.00984236616287734,0,0.0187246991429682,-0.038327879834978,0,0,0.00934334350466866,-0.0191000861923889,0,0,-0.0896007377433555
VIX.Index,0,0.315184170677235,-0.236254793254552,-0.00104768058313866,0,0.352727849975838,-0.119076283798055,-0.526711788234369,0,-0.202617355243164,-0.77309730971239,0.195599525848674,0,-2.12226097040308,0
