,BTC,XRP,ETH,LTC,XEM,DASH,ETC,XLM,XMR,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.360097449810055,0.00472511922641935,0,-0.0545744488400359,0.268139893388979,-0.00812018102761408,0.43404762959385,0,-0.437670288446908,0.0382479251700005,0.117862269483544,0,0.160735212847573,0,0,-0.153791259561269
XRP,-0.754817876966191,0,0,0.0917950046770925,-0.267466673248958,-0.875287489834625,0.035878304823454,0.778541267856931,-0.075206976718985,-0.248994996991674,0.205808385871546,-0.72636205496313,0.363813055603916,0,1.0604400735794,0,0,0
ETH,0,0,0,0.0352027386607645,-0.212035300026025,-0.00509976194445293,0.20539451549267,-0.0326733338840727,0.574167316405364,0.117247627325039,-0.588232843812939,0.0297869023074298,0,0,0,0,0,0
LTC,0,-0.0233931090836987,-0.126818355449685,0,-0.108242958021373,0,0.186981931634545,0,0,0.391885806783087,0,0.00694027483490256,0,0,0,0,0,-0.256181164442815
XEM,-0.254582824134573,-0.0061375976883351,-0.092523138516976,0.188568029959396,0,0.130622806740737,-0.34354622351441,0.135504151580269,0.482650247669742,-0.121000009702645,0,0.0173880151846827,0.468699829457267,0,-0.240698675105595,0,0,-0.5460409350834
DASH,0,-0.121979214992838,0.112888905227564,0.0781291334196615,0.155455938839857,0,0,0.0748321393735991,-0.243355293164457,-0.0584941269198301,0.283309769040565,0.0407383019489286,0.0960018370009112,0.0379449205544029,0,0,0,-0.182636135222944
ETC,0,-0.0393419780198123,0.425672869903366,0.213614237849811,0,-0.266838714631349,0,0.0117608680447038,0,-0.100990960916316,0.40623605444028,0,-0.150378840501832,-0.229655636930786,0,0,0,0.377059932963542
XLM,-0.18645986333997,0.189358716714978,-0.56469945782512,-0.020983764005151,-0.358483379964927,-0.256280005701154,0.755637372081831,0,1.03436840766857,0.413125802054096,0.348164260189141,0.185265766489974,0,0.754751615180831,0.203414848846496,0,0,0.0412779947452074
XMR,0.157478313607179,-0.0418646720730407,0.27149480502864,-0.106588575945169,0.0455550180222572,0,-0.0450146699776957,0.137332265446989,0,-0.0374786306873883,0.137129724153635,-0.0674089032584458,0,0,0,0,0,0
DOGE,0,0,0.167006214124213,0.302001511760792,0.0739748790990508,0,0,0.240849561101967,0,0,0.312366997331899,0.03216346332948,0.0201827862939616,0,0,0,0,0.401086070925108
ZEC,-0.0141430485850955,0.015857376092675,0.0857788027770139,-0.11755854219784,0,0.31210315731791,-0.114375705618685,-0.0739346474601421,0.132731750974137,0.356778072077316,0,0.0573628318603853,0,0,0,0,0,-0.208613245744088
DGB,0,-0.0265024070745293,0.231389596790469,-0.366535354010218,-0.0396634109064231,-0.130569796538298,1.73472347597681e-18,0.134120757253839,-0.406587416015128,0.141710921971141,0,0,0.259324154460593,0,0.200366012418114,0,0,0
NEO,-0.5384335445704,-0.101857206601501,0,0.0593358426067074,0,-0.0654974836864898,-0.138516663626132,0,0,0.16052115192792,0.425595126028956,0.0256868404632479,0,0,0,0,0,0
BV010082.Index,0,-0.0129144107673745,-0.0456407365461662,0,0,0,-0.0572972763155613,0.0190320415400506,-0.00406654550720832,0.0449970535536817,-0.0783469868420337,0.0161974133143845,0,0,0.272555543759819,0,0,0
CVIX.Index,0.0258294330903204,0.00175333598336594,-0.336900792240384,0.015288644615011,-0.401987679781114,0,-0.209309770257742,0.0336054454158861,0.501841098526566,0,0,0.0355722362848393,0.118054043416287,-0.542557137592806,0,0,0,0
DXY.Curncy,0.0164757089592003,0.00113710360895479,-0.000398513451179702,0.00648750883176543,-0.0151062028684645,0,0,0.00957087512227957,-0.0120197643048756,-0.0136008286429351,0.00352786241182365,-0.00327436289536484,-0.00583187330773415,0.0620552406585444,-0.015861133790461,0,0,0.0157646958797762
SPX.Index,0,0.000781271659394495,0.0189260005137874,0.000711415456365014,-0.00255110575720823,0,0,0.00625187388092979,0,0,-0.0142739250378921,0.00424090198111549,-0.00281989812962326,0,0,0,0,-0.051247453782017
VIX.Index,0,0.0294459621826888,-0.207584976052524,0.0221308633863692,-0.1605266384673,0.202621025498102,0,0.0803363833361017,0,0.00882885330813576,0,0.0449254624783816,0,-0.695177770522357,-0.547468747868087,0,0,0
