,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.203403772196809,0,0,0.167657073459244,0.0693428235544505,0.268826509604294,0.117403899139003,0.120998216206188,0,0,0,0,0
XRP,0.181735070291931,0,0,0,0,0,0.079356497860955,0,0.0964388297320816,-0.0967313104344633,0,0,0,0,0
LTC,0.237489563819849,0.197929021082471,0,-0.00474549581379034,0.0223040386249346,0.427236472873995,0,0,-0.0670874472957253,0.34854145859048,0.298708077537459,0,0,0,0
ETH,5.01068857772577,-1.47805168161364,3.87834941986804,0,1.75384676975559,2.1612859085391,-0.854627454539695,0,0,0.226745618898642,0,1.64667617340568,0,0,-0.656954391348804
DASH,0.0875984317091597,0.0962486316909481,0,-0.0240399545312024,0,0.390680192837411,0.348427620425252,0.0597083259618356,0.0588933586010892,0.10084318872561,0.0561501063142889,0.780360773180356,-0.81474777701227,0,-0.091576137143311
DOGE,0.211722968644217,0,0.173460412240902,0.0317780670240577,0,0,0.188383984559686,0.00546677827589085,-0.0557833738962151,0,0,0,0,0,-0.060901659941469
XLM,0.733170034935409,0,-0.0457447692742607,-0.0631790003727816,0,0,0,0,-0.100723817712664,-0.117489591054641,0,0,0,0,-0.0648456601141937
XMR,1.99864088997315,0,0.0575409221392187,-0.0763202325199229,0.218103037017879,0,0.122260894460896,0,-0.0827709513255264,0,0,0,0,0,0.0502880512472459
XEM,1.68045622879568,-0.0127237540064625,0,-0.0238388584921183,-1.01998282431172,0,-0.454823452167423,0,0,0,0,-0.73091256823364,0,0.824815695469105,-0.0701850644935212
DGB,0,1.38777878078145e-17,0.617240442498995,-0.0833267722768027,1.84166470578264,-1.77793214413865,0,0.434294553112687,0.290778262823742,0,-0.173610488513756,0,0,0,-0.240864270974681
BV010082.Index,-0.299240221871275,0.1127908181251,0.164652095750853,-0.0381418446384484,-0.0962945816323197,0.135628396852935,0,0,0.0648305240759465,-0.073606069663083,0,0.336625699459475,0,0,0
CVIX.Index,0.107865492072712,0,0.213138997364947,-0.0114569527230458,0.480689392307318,-0.24048465309649,0.0372099813339625,-0.221508731883433,0.0585337569290386,-0.0926319306185961,0,0,0,0,0.17038325505293
DXY.Curncy,0,-0.0328644939882531,0,0.000218436625522948,-0.0900998099234559,0,0.0307898226383959,0.0250612402297982,0.0129393888070894,-0.0145639117297833,0.0358336155865648,0,0,0,-0.0242012773448253
SPX.Index,0,-0.0682084625847936,0.00763059686220427,-0.00181301727164105,0.0656474026118703,0.0385285077964097,-0.131979246864976,-0.00463172347825143,0.0417746811548817,-0.0324026469777716,0.0670765940571914,-0.185829705219247,-0.664725053566722,0,-0.109826950795598
VIX.Index,0,0,1.22658993546206,-0.0602977752779169,-1.23617065757268,0,-0.376526801246194,0.166286419376102,-0.37230198635435,0,0,0.672829750550439,0,-2.07695360417485,0
