,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0782001616131058,-0.117778110602311,0.235285447087258,-0.153227019387546,0.0587073195741639,-0.0329270849632337,0.155009273057519,0,-0.00845933757290944,0.0900933878785716,0.0378894833429402,0.0742922575488296,0,-0.193699432464641,0,0,0.162072789872488
ETH,0.238190974719635,0,-0.0190288584447954,0,0.181580475280066,0.135636781869284,0.0253229708498691,0,0.150868363007059,-0.0211908529201412,0.108233895692737,-0.0103954922918164,0,0,0.0863468956149411,0,0,0
XRP,-0.503604923716111,-0.114641644246627,0,0.137211639665808,-0.387464627770614,0.368896984504197,0.0145330804405647,0.110149610656003,0.156540073040941,-0.0574860206065764,0.0875209248299778,0.451907631364875,0.0148540287099204,0,0,0,0,-8.67361737988404e-19
LTC,0.413416119538125,0,-0.14751487211707,0,0,-0.0933638929459614,0.144705734130254,0.262696744556746,-0.100502070263621,0.227319367463889,0.0766413958791757,-0.184361024392542,0.0511162337340589,0,0,0,0,0.103557246820173
ETC,0,0.237138883961382,-0.134085295558907,0.161885198660938,0,0.0967721146323498,0,0.112967551266974,0.0303485783961115,0.0370540045985231,0,0.0723330542563963,-0.0458478024527592,0,0,0,0,-2.16840434497101e-19
DASH,0.113682263581484,0.260485834789679,0.196708322724893,0.166193749587563,0.21861359508251,0,-0.110319654401452,0.253574516248162,0,0,0,-0.0129331341485304,-0.0289151065650734,0,0,0,0,0.154237752899525
XEM,0.279972845260324,0.183848541182565,0.125018081496188,0.27210511355831,0,-0.126723476468084,0,0,-0.119052352895068,-0.0367555440119266,0.250074158618724,0.313232905148506,-0.0588941350660027,0,-0.226670861815591,0,0,0
XMR,0.10913599228001,0,-0.0457497480086692,0.395639992573211,-0.158032201367963,0.484008730917003,0.00817156915521538,0,0.136569263649344,-0.179281978158934,0,0.157449202570415,0.0414820440682037,0,0,0,0,0.012968737373809
ZEC,0,0.35894983803957,0,-0.0653504190682237,0.0491152271393929,0,0,0.368285340135478,0,0.0842644612245022,0.0521552441894105,-0.0145468572437807,0.0115600305922222,0,0,0,0,0
NEO,-1.19324205958146,0.78937134756085,0,0.656732146220419,0,0.714084136766281,0.365215136715031,0,0.530642747504953,0,-0.390661253417839,0.0787446340981036,0.336889882961149,0,-3.42664130679637,0,0,0.568586027476257
DOGE,0,0,0,0,0.223564284120822,0,0.297277037472042,0,0.255988492340774,0.0531898023554135,0,0.121718448343805,0.0479802698175794,0,0,0,0,0
XLM,0,0.00152508487553195,0.124930865379637,-0.360337946103615,0,0.316380440475637,-0.0791939262113085,0.593594888403631,-0.370053138134336,0.21525365001963,0.472410659306777,0,0,0,0.305649158391324,0,0,0
DGB,0,-0.490056146092612,-6.93889390390723e-18,0,-0.164564082603288,0,-0.242775931346244,0.874571474843967,-0.286684495510299,0,0.613350189944951,-0.127630447019863,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0233025722002117,0,0,-0.0308187721760114,0,0,0.00550200727747973,0,0.0295748365431386,0.00618699060225909,0,0,0,0,0
CVIX.Index,0,0,0.072774975828873,-0.0860588160422235,0,0.0381679388591264,0.0232681935033522,0.134086965854033,-0.156605299945187,0.0565693465860996,0.124934450976631,-0.0468659793578613,-0.0308303638485368,0,0,0,0,0.0965841979894029
DXY.Curncy,0,0,0.00235563977919997,-0.00627196128095978,0.0196574155882712,0.0237521613367931,0.0230998394565424,-0.029120389829226,0.00515147868135002,-0.0100366797803658,-0.02720813750678,-5.42101086242752e-20,0.000633694385903091,0,-0.0143695105047584,0,0,-0.0255511015954585
SPX.Index,0,0,0.00724991981114737,0,0.00563687275299371,0,0,0,0.00459929993448374,-0.0035012885291328,0,0,-0.000404483489312516,0,0,0,0,-0.0481948451873045
VIX.Index,0,0.0692348095317811,0.264231229002602,-0.171584450536016,0.296899984111326,0.166772457935416,0.20180434952245,0.0448782365864908,-0.176501934475111,-0.103168715071966,-0.170650952376799,-0.125526506503092,-0.10552216418184,0,0.409770192022918,0,-3.37014955338448,0
