,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.00139027942347671,0,0,0,0.0881435683289428,0.173338259568344,0.0225937904421984,0,0.170352252792805,0.0017821538384172,0.123107869822253,0.0302240972915035,0,0,0,0,0
ETH,0,0,0.345084552260034,0.141526071340939,0.0245678768340731,0,0,0.167802729951548,0.0969334716421418,0,0,0.0420401091873767,0,0.128189615089394,0.00733115152781296,0,0,0,0,0
XRP,0,0.36156908931877,0,0.174948202933402,0,0.0564257454257074,0,0,0.0840993594606405,0.12605985049952,0.104883523428796,-0.103121097926301,0,-0.0466654979173064,0,0,0,0,0,0.0612347069861629
BCH,0.385757256621334,0.302332767954596,0,0,0,0,0,0.42359221607708,0,0,-0.01873187085849,-0.014901033684856,0,0.0699148485591855,0,-0.284934028457861,0.0489794239976707,0,0,-0.0559651361080123
EOS,0.556242966591116,0,0,0,0,0.363218805142722,0,0,-0.185665751057578,0.274279684795634,0.351321674523068,0,0,0.0573388640198037,0.184473401509699,0,0,0,0,6.93889390390723e-18
LTC,0,0,0.0656974294895044,0.250254723969053,0.0624584114078391,0,0.0788374357668811,0.0771027529668353,-0.0535414901751637,0,0,0,0,0.12918432314636,0.251538161883527,0,0,0,0,0
XLM,0,0,0,0.09216231005972,0.133998696963565,0,0,0.447872266458236,0,0.0548486843832538,0,0,0.187737492505677,-0.0347130685044439,0,0,-0.0267926233336131,0,0,-0.0124634569169666
ADA,0,0.336908922110257,0,0.0482625380256377,0.112271845481679,0,0,0,0,0,0,0.205838397230259,0,0.0494090616027755,0.110639292232478,0,0,0,0,0.0222160413687545
MIOTA,0.109036904907376,-0.0613668971630247,0,-0.163366026399777,0.144781199969676,0.232740118277429,0.23719725539023,0.0071792481094874,0,0.0467051279564909,0.572466770761325,0,0,0,0,-0.286087378799424,0,0,0,0.0752890837118399
TRX,0,0.143038453517939,0.394420466035919,0.13446080644882,0.155263237293492,0,0,0,-0.0782656743647603,0,0,0.333875911440771,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0492595642237852,0,0,0,0.505926309349827,0,0,0,0,-0.0572050395330539,0.418040275554252,0,0,0,0,0.0671281923795957
XMR,0.527435559397424,0,0,0,0.0600947263785508,0,-0.0075063967905751,0.347837058533484,-0.176403148992123,0.0600018822159776,0.312442181666402,0,0,0.0411585654971267,0,0,-0.127022039271281,0,0,-0.0731993373821786
DASH,0,0,0,0.182791647464226,0,0,0.0471453540354972,0,0,0,0.18649443627455,0,0,0,0.234063492325172,0,0,0,0,-0.0545953689071964
ETC,0.694203986274899,0,0,0,0.196919067214941,0,0,0,0.20822634629334,0,0,0,0,0,0,-0.287940231109276,0.478781072142247,0,0,-0.137550888269889
XEM,0,0.286101434805696,0,0,0,0,0.269260181001515,0,-0.155859141182111,0,0.26229329469523,0,0.296158796029959,0,0,0,-0.280128659137758,0,0,0.0166015422599049
BV010082.Index,0,0,0,0,-0.107058714710962,0,0,-0.118196906831589,-0.065645108906443,0,0,0.200677645134771,0.0971855345253017,-0.00125396941641111,0,0,0,0,0,-0.223045581813938
CVIX.Index,0,0,0,0.28263622401862,0,0,0,-0.167703654895834,0,0,0.087978681969748,0.060369871335771,-0.250910093177246,0.125269108106608,0,0.207183881845593,0,0,0,0.159320010374145
DXY.Curncy,0,0,0,0,0.0070501307324359,0,0.0449162670806751,-0.0717757482641554,-0.00627656322029036,0.0293872996954755,-0.00769479133133673,0,0,0.0218888589238251,-0.0150794365095248,0,0.0324623313422147,0,0,0.00907555119619117
SPX.Index,0,0,0,0.00990513997433361,0,0,0.0106759190763402,0.00416231149996639,-0.0284118414498048,0,0.00801315456134759,0,0,0,0,0,0,0,0,-0.0628270848796326
VIX.Index,0,0,0.124992305872201,0,-0.341422301778565,0.0991972040834151,0,0,-0.182748750044461,0.0772619671120295,0.0589626471561862,0,0,-0.251269438681868,0.44583809611557,0,0,0,-4.64404646836988,0
