,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.307172230412375,0.112432356453985,0,0.307980593934134,0.340830486332988,0,0.145586501123823,-0.299551118436279,0.0453929670099771,0.137220582190528,-0.253769433181038,0.0401475858951514,0,0.138827340871058,0,0,-0.0883549204579211
ETH,0.195465076350986,0,0.0631453557848147,0,0.922104685352197,0.511667864279255,0,0,-0.155036659657021,-0.253683540506441,-0.300240601166002,-0.407054740169746,0.142442382251738,-6.93889390390723e-18,0,0,0,-0.0312532945128049
DASH,0,0.00072796765036929,0,0.106318739809478,0,-0.00657246616939843,0,0.121692794619319,0.1337420218263,0,-0.169378789409438,0.432139802916433,-0.0736264615968313,0,0.667842597496119,0,0,-0.0717510498097487
XRP,-0.00969797545946483,0,0,0,-0.0133697968248434,0,0,0.0490562102093142,0.0760054315491359,0.400433214614121,0.0728441016388992,0,0,0,0,0,0,0
XMR,0.0975935217268517,0.394957224591391,-0.0216852785856553,0,0,0,0,0.261267469640413,0.203875128221372,0,0,-0.0846018878698239,0,0,-0.456310484791873,0,0,-0.172451616229591
ETC,0.454192304463991,0.117542624093882,0,-0.07693617650718,0,0,0.683401831426411,0,0.0743492188069043,0.308961716463094,0.181965721305221,0.20058322101726,0,-0.128821495942583,0,0,0,0.0543101540246563
LTC,0.125015526615333,0,0.0238441801071278,0,0.135021852360813,0.114390179537627,0,-0.0958616199326598,0.0466155228400079,0,0.0333405080382865,0,-0.0181861497070146,0,0,0,0,0.087374440494021
XEM,0.177724761509586,0.449846846046525,0.348458030855878,-0.0943573420799863,-0.086464005607682,-0.123496381984045,-0.855627291406096,0,0,0,0.233271001886859,-0.0439621850757219,-0.197960744092836,0,0,0,0,-0.383101811482604
ZEC,0.244680918370926,0,0.268608067794466,-0.0278344519401111,-0.0374380563060199,-0.159790790962769,0,-0.0604930831388848,0,0.582162008931917,0,0,-0.163927117404579,-0.537813673633988,0.0622269559420924,0,0,0
DOGE,0.225004787113576,0,-0.100333719185899,0.127663821254072,0.022762991663294,0.0648007684409723,0.134669917026342,0.0557196733810071,0.234759874641679,0,0,-0.0506266113885704,0.249872142055455,0.304557952207355,0.0752665884649452,0,0,0.00225620931620157
XLM,0.358662822368429,0.16638391957896,0,0,0.268485083550289,-0.109378571757272,0,-0.0442729799830498,-0.116643686735716,0,0,-0.0577369029660774,0,0.0775545199050261,0,0,0,-0.150420928167382
NEO,-0.532886405669707,-0.270899693475565,0.068540406682338,0.0043360085807434,0.37852622665801,0.341206532275225,-0.676887783420872,-0.0127208924971301,0.361225720708805,0,0,0,0.209426507691443,0,0,0,0,0.256489162507159
DGB,0,0.033784543730657,0,-0.0610685925625411,-0.109786257922059,0,0,0.0377919148256917,-0.059185248709899,0.69196446413147,0.314892492701597,0.140695736772374,0,-0.231176079173733,0,0,0,-0.434186739961797
BV010082.Index,0,0,0.0561770342097985,-8.67361737988404e-19,-0.0848496907927802,-0.090795830367387,0,-0.00137288714591952,0,0.248702441683046,0.12480765537832,-0.0424588561681673,0.0312753005411524,0,0,0,0,0
CVIX.Index,0,0,-0.0221134416770583,0.0840171533343146,0.0552640873915765,-0.171157092925509,0.165335190896771,-0.146957338179993,0.101414111354475,0.325651220880596,0.0658505955585797,0.0349135421381976,-0.0662591116008972,-0.0691067949587439,0,0,0,0.340629027443395
DXY.Curncy,0,0,-0.0052999499573765,0,-0.00788253342654817,0.0245161010587385,0,-0.0134605238494978,0,0,0.000489707923926737,0,0,0.126775316901712,0.0271326776212748,0,0,0
SPX.Index,0.0358662559948537,0.0220262471956652,-0.0109870104651332,-0.0181254102541868,-0.0125900868821766,-0.0274861626668609,0,-0.00155659808783787,0,0,0.0369256476187733,1.0842021724855e-19,-0.00248693141602583,-0.031795393182316,-0.0163508464550678,0,0,-0.0272510019976704
VIX.Index,-0.658987038928912,0,1.73472347597681e-18,-0.0723652311197906,0.174868262554065,-0.168510781545793,0,0,-0.0377152186322659,0.390988378225089,0.464385048169304,0,0,0,0.5231734965069,0,0,0
