,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.19380759009519,0.0140277877805858,0.025802517996066,0,0,0.0631762419810429,0.309636150965098,0.0371499348061321,-0.0351898300308798,-0.156763122833021,0,0,0,-0.0422315656867598
LTC,0.483171700858628,0,0,-0.086319542497844,-0.0828080314304538,0.915265717551851,0.438325960813548,-0.339335900773798,0.0409959429391008,-0.164287784015494,-0.095914991080042,0,0,0,0
XRP,0.79116587684162,-0.551571047296301,0,-0.0461838118648449,0.0980100869565273,1.34687622268077,0.796831967373739,-0.50647630011398,0,-0.280253416565663,0,0,0,0,-0.0755482517568345
ETH,0,-1.16777934136066,-0.0545015042521419,0,0.550138393147927,0.96793468233681,0.480494652356435,-0.657105580458421,-0.00953020646444866,-0.494331522081403,-1.53136922635038,-1.25992295391542,10.6290135735947,0,0.0574534862948693
DASH,-0.116404796019515,0.433719142684079,-0.0907387744721448,-0.0285645627878159,0,0.468440803531957,-0.115884669886204,-0.150561661645681,0.0419827016357935,0.0593896844670578,0,0,-1.02887228590621,0,-0.211614042319953
DOGE,0.180752746145971,0.484402820421561,0.265993579263853,0.0290527043037866,0.0091763508132446,0,-0.0397213637180054,0.209498542926082,-0.0251382743027735,-0.0101072244583563,-0.142351426210753,0,0,0.895364269765226,0.112673511893541
XLM,0,0.201037824748513,-0.0448511459638084,0.101724027531166,0.0652742703377054,0,0,0,-0.0150846257627081,0.185594550672581,0,-0.532313062931621,0,0,0
XMR,0.70114417958248,-0.154050260107045,0,0,0.407618802611801,0,0.776353551213935,0,0.0938639448969709,-0.0508815551050057,-0.176272729766004,0.178283572884445,0,0,0.170811095336407
DGB,-2.43154059591711,0.00489509757791201,0.244759167378548,0.706633606619392,0.538628598316119,-0.0959839879195312,0.775910573040498,1.52095340830946,0,0.631604303883046,-1.29689684587387,2.25136621976769,-11.4910348060944,6.12108159844415,-0.876662347232027
XEM,1.80549113859841,-1.68667762026295,-0.135374910950438,-0.120215710438786,0,2.26155851651681,0.688969481890915,-0.922259838627112,0.106227588846459,0,0.00848879697848405,0.653936775019865,0,0,-0.182589568943504
BV010082.Index,0,0.128543058377854,-0.0834905311410191,0.106693285956345,-0.183029771045125,0.0175707869435661,-0.175622386241616,0.0936364399972281,-0.000535522204375392,0.175354853527951,0,-6.93889390390723e-18,0.974427124984851,1.24649234787528,0.129960978763881
CVIX.Index,0.143263534771426,0.100308233627437,0.0949530225565062,0,0,-0.246305512498384,-0.384197299878441,-0.253756307393325,-0.00965088265649839,0.0861321262706509,0,0,1.03161160295859,0.663210031457323,0.181649827971262
DXY.Curncy,0,0.0268433588851158,-0.0227425545822288,0.00857449278850122,-0.0108587753427372,0,-0.0348630928715747,0.0406928304838743,-0.0198492429551315,0.0116641550851309,0.0542525199107941,-0.000962255535007241,0,0.0844961351031174,0
SPX.Index,0,0,-0.0430383467686661,-0.00329712644713888,0.027650165813711,0.0389947016050626,0.0117383618318917,0,0,-0.0162240262906434,0,0.050146116012628,0,0,-0.137179206929157
VIX.Index,-0.184447879109227,0,-0.348641458263033,0.136233131735139,-0.187463790706991,0.204440229847979,0.215934348955588,-1.38777878078145e-17,0.0608201304716451,-0.0650995022307876,0,0.146185356971998,-1.06021945260558,-5.27906243084833,0
