,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0807433214579501,0.00689832769264123,0.255251580713341,0.0281859488733085,0.0363697456765754,0.0942055237920493,-0.0433272560590423,0,0.0155808701409333,0.0304803768883856,0.0599734997301388,0,-0.187889935200298,0,0,0
ETH,0.185479976310211,0,0,0,0.143829439819227,0.0431734123531264,0.120623977073336,-0.100972075021401,0,0.156774205303419,0.00113127297946803,-0.0219765617995099,0.759665051837104,0,0,0,0.0467974301640765
XRP,0,-0.3703776366165,0,0.129494344056893,0,0.0460803084387593,0.230238055918598,0.120744735178936,0.334449701046526,0.437452525413361,-0.0971371783446951,-0.0370004916396751,0,0,-0.878629715858018,0,0.0677859007104959
LTC,0.388841536669257,-0.146088745597076,0,0,0.125825913886934,0.0158089092206716,0.00896687807090639,0.0081061604509481,0.127855139867751,0,0.020437905811051,0.0839678099605529,0,0,0,0,0.0436135649417191
ETC,0,0,0,0,0,0.0529044682942353,0,0,0,0.0556105125467914,-0.0706677989487171,0,0,0,0,0,-0.0468323243203288
XMR,1.46358991292007,0.201785832811332,-0.169910907254209,0,0.206073494449348,0,0.183419345328499,0,0,0.152448121830155,-0.260543256968768,0.128821989515223,-0.629753110331928,0.6903908730361,0,0,-0.125914620709423
DASH,0,0,0,0,0.0426654801647446,0.0539243036833693,0,-4.33680868994202e-19,0,0.0501254493815153,-0.0907096354063462,0,0,0,0,0,-0.0367270669177686
XEM,0,0.48273512785651,0.293651024051873,0.239169676886093,0,0.178209770526564,-0.815406648127169,0,-0.138307958560808,0.0652231082848652,-0.0672958843323074,-0.142363224770939,0,-1.25904793045278,0,0,0.016692195473808
DOGE,-0.1320995799473,0.0321960955456312,-0.026893665896608,0,0.0826522368136655,-0.0286532656816289,-0.119189295399304,0.163579257817317,0,0,0,0.0960825926342191,-0.994365622439969,0.503428607057989,0,0,0.0471191978030976
XLM,0,0,0.540230563848719,0,0.129864594307972,0.0301082346606252,-0.232003509964442,-0.166159609175752,0,0,0.0246029249418541,0.171768099707674,0,0.518516528612065,0,0,0
NEO,2.2902406986678,0.753145452602705,-2.92335826333112,0.876591684374907,-0.183139268679666,0,-3.816046009784,0.507700312206625,0.915496611074538,1.74765467978816,0,-1.59563627044946,0,4.11355386767409,0,0,-0.67295493564376
DGB,1.91691397056531,-0.524254428841292,0.222834843666144,0,-0.183717372541265,-0.0112623082855728,0.1094457895555,0.282387586419955,-0.23760881976472,0.181408320052281,-0.0546579175359004,0,0.417403145313966,0.943011429536035,0,0,0.0213904391806225
BV010082.Index,0,0.0803793896615218,-0.0771811471651951,0,0,0,-0.250752557645715,0,-0.193629123596207,0.0315814458262956,-0.0281962847852384,0.0551734102449308,0,0.0596842796873162,0,0,0.0454792170681711
CVIX.Index,-0.140458777246589,0,-0.120946775367367,0,0,0.0438732541700682,0.0714400836373622,-0.117853210469015,0,0.192155494445101,0.0108172553059974,0.0188818391107632,0.206887082923265,0,0,0,0.118743487180041
DXY.Curncy,0,0,0.0152325836880722,0,-2.82247141243045e-05,0.00404756911950597,0,-0.0149193185848856,0,5.42101086242752e-20,-0.00266550369180369,0,0.159367195279966,0,0,0,0.00300213253599865
SPX.Index,0,0.034575623477218,0.00240157918282498,0,-0.0208270304459706,-0.00771377424828804,0,0.000611614087018228,0.0189067873705569,-0.00738122722309388,0,0.0133097764319257,-0.0673306585052344,0,0,0,-0.0669240341247481
VIX.Index,0,0.43134209601937,0.101351646326301,0,-0.24210842582073,-0.146650635245572,-0.258805318967886,0.228567017478394,-0.000734387083907738,-0.204074771878393,-0.0331716893947952,0,0,1.05378928420203,0,-5.92531243513237,0
