,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.308684000348096,0.0984232214806299,0,0.322186929448106,0.324524012632589,0,0.131973274686833,-0.298590816052873,0.0612817604487212,0.168316371802883,-0.2335373140249,0.0397307205356135,0,0.115181500638217,0,0,-0.055431652142431
ETH,0.518516273641751,0,0,0,0.73038378829562,0.204044173510411,0,0,-0.218468476933207,0,0,-0.291161380402579,0.0411742258111111,0,0,0,0,0
DASH,0,0.00528428954002098,0,0.113372710907779,0,-0.00819300551155219,0,0.121871026197988,0.122226120198199,0,-0.151397089125267,0.414659283221678,-0.0776471354885029,0,0.634490321680003,0,0,-0.0435005015753345
XRP,-0.0989333978815018,-0.0639775025852553,-0.0633233031324368,0,0,0.156372504953446,0,0.198420093364048,0.289826014504189,-0.437886264724699,0.174691727032357,-0.226951799962153,0.137278454945034,0,0,0,0,0.266412405211155
XMR,0.172338656686111,0.420438509100122,-0.00149382830327136,0,0,0,0,0.228744170460016,0.187968675516385,0,0,-0.111759546892568,0,0,-0.407416584389793,0,0,-0.180601474974929
ETC,0.412877717570122,0.18474594014255,0.0468136192569155,0,0,0,0.769400881739957,0.080599247060403,0.093935352994736,0,0,0.121014016538393,0,-0.456355831454745,0,0,0,0.0906542395325629
LTC,0.170495664625623,0,0.026647658694015,0,0.122813287339658,0.0941560731480212,0,-0.0892866300564332,0.0317143316634177,0,0.0170184988286024,0,-0.0214159311319088,0,0.0476174258647364,0,0,0.0890456521834813
XEM,0,0.32050369371781,0.368074719102324,-0.0623573698313698,0,0,-0.555524820438269,0,0,0,0.216276091643015,-0.0325279505889705,-0.146195058267022,0,0,0,0,-0.284058809239228
ZEC,0.16362004263167,0.0895266894329153,0.19810935072467,-0.0229861861113252,0,0,0,-0.0579866103059418,0,0.249528532517098,0,0,-0.193154536262745,0,0.148644778005354,0,0,0
DOGE,0.399778747775893,-3.46944695195361e-18,-0.0960293853035114,0.028810176504519,0.238264319485822,-0.146565754198042,0.382358668092826,-0.016563840044191,0.291379430294066,0,0.200596670730574,0.118263951185886,0.109339057057921,0.4562211785228,0,0,0,0.0320261636334476
XLM,0.384315936749771,0.0105672821635495,-0.12364242833044,0.0690504487577314,0.0369016213650799,0.185398690709278,0.598285827623255,0,-0.172848056863516,-0.195720395578986,0,0,0.24597005421627,-0.0569515917787664,0,0,0,-0.278277741405715
NEO,-0.532455869575096,-0.27152662810535,0.0685895267346169,0,0.38248623790352,0.340866707565134,-0.677112860451118,-0.0128070693443867,0.361010244659179,0,0,0,0.207028228705259,0,0.0125757940353524,0,0,0.253861099730692
DGB,0,0.123048367224127,0,0.0465153694657187,-0.1768638039642,0,0,0.103648892709548,-0.0562645369551423,0.489206010260181,0.114001643911215,0.203891942193713,0,-0.0557669131487027,0,0,0,-0.414878719975945
BV010082.Index,0,0.0301383190623338,0.0749401451418886,-0.013924673787549,-0.110377484651283,-0.0767931114764907,-0.299945721367258,0,0.0342345120005176,0.177435784982508,0.168293292712554,-0.107967629964273,0.0348918757353776,0,0,0,0,0.0518619109078345
CVIX.Index,0,0,-0.0668968802839973,0.124186334393706,0.0513591883310704,-0.102461687515979,0,-0.109272986295732,0.128149261770094,0.216474414711598,0.139173809466865,0.0100105935461787,0,0,0,0,0,0.414778882020928
DXY.Curncy,0.00211626560599515,0,-0.00614030021971593,0,-0.00674953014170951,0.0248229387798299,0,-0.0137488933080113,0,0,0.000932543001154281,0,0,0.130409280554458,0.0278933401730895,0,0,0
SPX.Index,0.0299752462472156,0.0192517750411712,-0.0121403458850327,-0.0132146646351353,0,-0.0258774693492479,0,-0.000946126383391418,-0.00835261655354922,-0.00773058194148626,0.0415554534786593,0,-0.00312065545087167,-0.0319125732272826,-0.0131833699616943,0,0,-0.0267094577801448
VIX.Index,-0.32840731681574,0,-0.0126422781766068,0.0107652940397307,0,0,0,-0.0751908415983715,0,0,0,0,0.190018585098889,0,0.378125930503398,0,0,0
