,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0776360369380445,0,0,0,0.107733384312886,0,0,0.129085791230406,0,0,0.162342608934818,0.0265276372349391,0.117006188113988,0.0386408226311451,0,-0.0488571063978557,0,0,0.0087232979135604
ETH,0,0,0.394106909732749,0.164024868839484,0.0136565695773004,0,0,0.0939051292130203,0.116309609550805,0,0.00277069392539813,0.0462363980352595,0,0.133263970247597,0,0,0,0,0,0
XRP,0,0.331903768437755,0,0.0373404870820336,0,0,0,0,0.115033049923924,0.135994671298555,0.0585476367156908,0,0,0.0321980393752328,0.0340560280362113,0,0,0,0,0
BCH,0.14875239627365,0.365150880554855,0.545520090529864,0,0.0655573486045171,0,0,0.00902057912691636,0.0500090056703646,0.0302420132434951,0,-0.0245816001898125,0,0.0854941207196427,0,0,0,0,0,0
EOS,0.556270459182237,0,0,0,0,0,0.363213280132883,0,-0.1856611073119,0.274270486052612,0.351313491423132,0,0,0.0573356694009085,0.184475845699505,0,0,0,0,0
XLM,0,0,0.353990301514899,0,0.0723400012217496,0,0,0.405657051314664,0,0.0779634085781652,-3.46944695195361e-18,0,0.0922105430277871,0,0,0,-0.0682742642505478,0,0,-0.025713467470842
LTC,0,0,0.0470837243571017,0.368086128235063,0.0243432735928962,0,0,0,0,0,0.0322235462076336,0,0,0.121727758924489,0.25479955306167,0,0,0,0,0
ADA,0,0,0,0.105139843748843,0.0128519772043075,0.234349673464401,0.01888760167506,0,0,0.155608264584969,0,0.127952863354918,0,0,0.359114603836132,0,0,0,0,0.0503223651943227
MIOTA,0,0,0,-0.22911064779322,0.161850443588439,0.216892222651671,0.500867044937309,0,0,0.0616451230933456,0.529020676118254,-0.135035144311526,0,0.0404050076863594,0,-0.0911756667307641,0.347994224490334,0,0,0.102714378743435
TRX,0,0,0.183974397809451,0.599141455553974,0,0.0389115485323507,0,0,-0.0147788901336157,0,0,0,0,3.46944695195361e-18,0.149135598564775,0,0,0,0,0
NEO,0,0,0,0,0.0501195444854695,-0.030993394416219,0,0,0.509620382229372,0,0,0,0,-0.0620639888901478,0.442011133610352,0,0,0,0,0.0615753905398552
XMR,0.687583003210347,0,0,0,0,0,0,0.105905623404477,0,0.123004306092837,0.191787449304342,0,0,0.127401320937759,0.0795125719246006,0,0,0,0,-0.0539472929238413
DASH,0,0,0,0.167316585585625,0.0358918995337517,0.149269140130575,0,0.085321577718783,0,0,0.117756542957577,0,0,0,0.119765488225288,0,-0.101169611830498,0,0,-0.058776822432717
ETC,0.732184057335436,0,0,0,0.0838097251547033,0,0,0,0.288396201706113,0,0,0,-0.137072730598996,0,0.138500790855412,-0.357299996994644,0.290459356413596,0,0,-0.110902713285408
XEM,0,0.156014574923189,0,0,0,0.276134175100711,0,0,-0.0807640472388311,6.93889390390723e-18,0.245031050771895,-0.00305361577567497,0.304575557600768,0.0112171157238579,0,0,-0.177081323589948,0,0,0
BV010082.Index,0,0,-0.0627785694648751,0,-0.142419524560001,0.0954356915937452,-0.0326417047071765,-0.0508716865861639,-0.129134508853049,0.126395705823331,0,0.22227833910264,0.00665083793744173,0,0,0,0,0,0,-0.229366439134591
CVIX.Index,0,0,0,0.313465047904804,-0.0417109270118421,0,0,-0.137584806158444,0,0,0.0261810550652051,0.105375842319048,-0.25255030797256,0.115614735021703,0,0.240155513743029,0,0,0,0.166713107159619
DXY.Curncy,0.0195473809966635,-0.0826771428781597,0,0,0.00265620208330553,0.0108349710500712,0,-0.00420125728222222,-0.00744568619339692,0,0.0165272436844454,0.0232853235598289,0,0.0328094023124646,-0.0157465604189793,-0.0338768996290331,0.134113239730373,0,0,0
SPX.Index,0.0138014754089071,0,0,0.00764584389362244,0,0.00872027577290432,0,-4.33680868994202e-19,-0.029107203348265,0.00408873766619096,0.00661559661314587,-0.00327827224873475,0,0,0.00103249707716135,0,0,0,0,-0.0631119172096382
VIX.Index,0,0,0,0,-0.361041502636288,-0.0466867493200803,0.113612521501191,0,-0.22857688294409,0,0.117359039852259,0.0972308595361366,3.46944695195361e-18,-0.124086266023547,0.459830535305086,-2.77555756156289e-17,0,0,-4.03432965264552,0
