,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.0761895461600678,0,0.0249494800164796,1.73472347597681e-18,0,0.0919060528384036,0.128145572720522,0.3117718784866,0.0474240980337651,0.1021960734781,0,0,0,0,0
XRP,0,0,0.18739966208632,0.0462647852771185,0,0,0.119140294307107,0,-0.00362111907067897,0,0,0.12669933228125,0,0.0122313498935938,0.279885333952248,0,0,0,0,0
ETH,0,0.0936194931715909,0,0.0537926000179469,0.144722219656241,0,0,0.179294316715792,0,0,0.127389468796909,0.0223975244528333,0.0675491104261915,0.22586876197432,0,0,0,0,0,0.025268908087014
BCH,0,0,0,0,0.314855191643544,0,0,-0.127456817614443,0.211075439176556,1.13693594626848,0.182138948650586,0.569083338247541,-0.371980978303106,-0.559755346795308,0,0,0,0,0,-0.0983674489488459
EOS,0,0.416789860452938,0.0769397872718712,0.107217980093866,0,0,0.510366531349941,-0.40718736139549,-0.0307694708372258,0.449171057846938,0,0.161300168596356,-0.230042260580987,0.214049191667733,-0.436103363869736,0,-0.316653139223327,0,0,0.0522313487532181
XLM,0.470392968003082,0,0,0.0147705743640507,0,0,0,0,-0.019443945149342,0.283760107105178,0.0742409459760168,0.0684505636982285,0.176409470864109,-0.0395872316540461,0.0664556136262768,0,0,0,0,0.0499058219300022
LTC,0,0,0.264447615804254,0.0440805583445798,0.174987907076262,0.242480189381266,0,0.0933910993684384,0.0639101922191589,0,0,0.147105030736903,1.38777878078145e-17,0,-0.195924718669846,0,0,0,0,-0.0651294358315271
TRX,0,0,0.000213628221254472,0,0,0,0,0,0,0.510567644022437,0,0.277325722646603,0,0,0.053249697993962,0,0,0,0,0.139428473395265
BSV,0,-1.4916914456854,0,1.03275523040742,0.415890703335194,-3.29468261313716,0,0,0,0.700388279847821,0.43875893828899,1.23733557666026,0,0.471919874058798,-0.0281860688009253,0,0,0,0,-2.77555756156289e-17
ADA,0,0,0.066860287900988,0.121421994513378,0.262537531537556,0,0,0.184287412969804,-0.00342163103391241,0,0.0995191976689734,0.0141003617299505,0.163546764534781,0,0,0,0,0,0,0
MIOTA,0,0,0,0.017303055367152,0.241466504023838,0.177543676947111,0.0890283692119672,0,0.0121841282689735,0,0,0.23291351709746,0,0,0.377721100709975,0,0.783264491187325,0,0,0
BNB,0,0,0.203631983181602,0,0.362622443297708,0,0,0.298860654663349,-0.0537471901661122,0.0859295693645717,-0.047346629366583,0,0.0460365971979025,0.0678521776862259,0,0,-0.533762029284831,0,0,0.0403216225067018
XMR,0.435957099399864,0,0.0189395433275342,0,0,0,0.21767724675655,0.0993111385879662,0,0.0658394728247787,0,0,0,0.272217950252148,0,0,0,0,0,0
DASH,0,0,0.0557358142791713,-0.100613896374388,0.0429447309129263,0.245212710478454,0.19585577712063,-0.21135112705327,-0.00683116594364966,0,0.190348670867346,0.18802333370032,0.484663129662958,0,0,0,0,0,0,0
XEM,0,0.176396456524653,0.0413448402357256,0.108172771051979,-0.232685540031942,0.132258040346337,0.00492317455180703,0,0.00892477844976822,0.396620593399685,0,0,0.209666858386538,-0.0665898567735078,0,0.307635000884255,0,0,0,0.0159087070165652
BV010082.Index,0,0,0,-0.0552289660680416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375117286254385
CVIX.Index,0,0,0.190751992740882,0.0145099210537061,0,0,0,-0.411628616339915,0.0396819006814558,0,0.109405537165505,-0.197056682200531,0,0.0896139214775375,0,-0.201255244906992,0,0,0,0.0952742609289195
DXY.Curncy,0,0,0,-0.000545589801525816,0,0.00364806540367812,0,-0.0509553825016904,0.00587714093450494,0.0327051542004042,0,-0.00747954229014186,0,0.00246463923232979,0.0119631629847543,0.0733762058948447,-0.0164866953415385,0,0,0.0118509161067932
SPX.Index,-0.0298704653099436,0,-0.0256695972910633,0,0,0,0,-0.000537157390726097,0.0155879785463684,0,0,-0.0105325355201508,0,-0.0201911639372775,0.033857748835328,0.0377517506725815,-0.00576531720479282,0,0,-0.119721458145274
VIX.Index,0,0,0,0,0.274847789696109,0,0,0,-0.148679717403725,0.0327676454347857,0.0501649329867688,0.148422295558906,-0.731212455581343,0.401928619977659,0.130958258992932,0,-0.300734308081977,0,-3.41319785584767,0
