,BTC,XRP,ETH,BCH,EOS,XLM,LTC,BSV,TRX,ADA,MIOTA,XMR,BNB,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.135005683158484,0,0,0,0,0.0902091572801329,0.24620100814354,0.144855995423945,0.0184136212225039,0.112847326130599,0,0,0,0,0
XRP,0,0,0.204588360312845,0.0407094405093258,0,0,0.214611682631443,-0.0320420132407659,-0.0107057328051664,0,0,0,0.0761568664996919,0.0380771165599277,0.191348128408957,0,0,0,0,0.0465204955304589
ETH,0,0.242582131040672,0,0.0870866841503427,0.0160392629452676,0,0.111969470399262,0.0049679847117527,0.0376472943816566,0.00417620006808904,0,0.348395495714129,0.112366191321981,0.0449618810512918,0,0,0,0,0,0.0174471407904697
BCH,0,0,0.51162080556867,0,0,0,0,0.189465839888588,0,0.857925228023334,0.161270976112311,-0.668143344099959,0.378866841815313,-0.10876848002227,0,0,0,0,0,-0.251372674744825
EOS,0,0,0.254427257185945,0.0540375626241882,0,0,0,-4.33680868994202e-19,-0.315036938389701,0.556514493119292,0,0,0.173666094550099,0.13606959956374,-0.0770096691878877,0,0,0,0,0.0412155629000088
XLM,0.436801019000574,0,0,0,0.14976061620069,0,0,-0.0171805324126072,0,0.186535971692158,0.0948906696634451,0.130399217654837,0.086674693412715,0,0.0624883614955658,0,0,0,0,0
LTC,0,0,0,0.0230476121324005,0.217395655984755,0,0,0.016200369553668,0,0.121656640955691,0,0.22419515420056,0.204303531386081,0,0.0557465176843083,0,0,0,0,-0.0752556477942208
BSV,0.986738740837541,-1.56290726403737,0,1.005447074792,0.3941916053337,-3.30404147327368,0,0,0.103620519512525,0.559193752376263,0.416522653421598,-0.296503654860145,1.08234553858355,0.417725999203378,0,0,0,0,0,0
TRX,0.375225287008274,0,0,-5.42101086242752e-20,-0.00488954792306171,0,0,0.00956431902870156,0,0.345838237228616,0.0123685043296623,0.182269153738565,0,0,0,0,0,0,0,0
ADA,0,0,0,0.110816477319698,0.280521402908951,0,0,-0.0113638892509961,0.268043857057313,0,0.141261452605339,0.129089702434325,1.73472347597681e-18,0.0120943191924008,0,0,0,0,0,-0.00545485460122399
MIOTA,0,0,0,0.0136789805980885,0.181969585831402,0.211550808529029,0,0.0734725795779898,0,0,0,0,0.168422710948183,0,0.368354549440864,0,0,0,0,0
XMR,0.0752876489095071,0,0.25362196382442,0,0,0.062019798916496,0,0.00992024326115789,0.141366435194832,0.278595192362602,0,0,0,0.225592523298535,0,0,0,0,0,-0.0277464262345939
BNB,0,0,0.0531472703811203,-0.0355062500719095,0.230650969372476,0,0,-0.0596768512185107,0,0.733647383316791,-0.158561505641535,0,0,0.0740936627947098,0.19617011784075,0,-0.247583496155422,0,0,0
DASH,0,0,0,0,0,0.241646195575098,0.243448058504462,-0.0130278612879043,-0.241784394556193,0,0.199936727478063,0.411953271406509,0.176737552716722,0,0,0,0,0,0,-0.0217571058067469
XEM,0,0,0.115597602734556,0.217534957180194,-0.0410458524495998,0.48444283807089,0,0.0170574572289483,0.092875556062624,0,-0.0869618146412356,0,-0.0102792319462614,-0.0705455142159564,0,0.410293591410988,0,0,0,0.031768310644192
BV010082.Index,0,0,-0.16652067344893,-0.026075097170334,0,0,0,0.0220854706929359,0,0,0,0.113946166260075,0,0.0439579166822653,0,0,0,0,0,-0.0583841192213079
CVIX.Index,0,-0.307899925026957,0,-0.00700660914806443,-0.056701095484604,0.0696637815606996,0,0.0374616448572551,-0.0283542998968471,0.223422097223132,0.134859679402563,-0.168961976626017,0,0,0.130668357220374,-0.530474465187342,0,0,0,0.0478895657287097
DXY.Curncy,0,0.00625942172577188,0,0.00133946576032073,0,-0.00407213950972065,0,0.0064845693520877,-0.0315406652715697,0,0,0,0.00815257464512181,0.00633277394029353,0,0.0645709158007646,0,0,0,0.00693795091651874
SPX.Index,-0.0391255847821768,0,0,0,-0.0112527192117867,0,0,0.012322837684259,0,0,-0.0286916342484281,0,-0.0208081832953218,0,0.0343676985199851,0,0,0,0,-0.120052378032181
VIX.Index,0,0.330471615512583,-0.128178911393042,-0.0135579002266214,-0.112662937485468,0,0,-0.0237726366004448,0,0,0,-0.239873490419991,0.0659691106507534,0,0.253601225418844,0,1.26730597052973,0,-4.40672961658298,0
