,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.104970797990173,0,0,-2.16840434497101e-19,0,0,0,0.133129705639206,0.057634823598688,0,0.147057460530155,0.0802118305279064,0.0993639862351113,0.0461643454480531,0,-0.0681422849558687,0,0,0
ETH,0.0756833132548101,0,0.445882716564412,0.0586761615308353,0.0167679697505532,0,0,0.155121880526567,0.109489820599511,0.0246283452873992,0,0,0,0.129345174441612,0,0,0,0,0,0
XRP,0,0.176893390251086,0,0.159830333029726,0.0483244714253384,0.123074298228372,0.0950027749291903,0,0.0644689851241378,0.163313506966301,0,0,-0.134061488869269,0,0.0741055064725644,0,0.0117137079299747,0,0,0.0871421427016359
BCH,0,0.393417910461332,0,0,0.224869411981369,0,0,0.246624203039334,0,-0.09922817177616,0,0,0.149617230147826,0.0562789412810067,0,0,0,0,0,0
EOS,0,0,0,0.423227046870846,0,0.228804453096806,-0.58500162657763,0.203298028333882,-0.0527402429816219,0.276551514657846,0.474574124962937,0,0,0.0790466365540215,0.226389326351588,0,0,0,0,0
LTC,0,0,0.053277286835549,0.38084211479006,0.0192886752012884,0,0,0,0,0,0,0.00269413268203081,0,0.120551873916351,0.279059434368743,0,0,0,0,0
XLM,0,0.0409036997306807,0,0.300872001498695,0.0973169578650256,0,0,0.264327896955853,0.00973526115907971,0.0633537304782538,0.0365889736976122,0,0,-0.0188736291833905,0,0,0,0,0,0
ADA,0,0,0,0.0160546456877429,0.152621280655684,0,0.0626106994416073,0,0.0858545174359286,0.29185321827328,0,0.0853297403418282,0,0.0680036173138374,0.124073582462061,0,0,0,0,0
MIOTA,0,0,0,-0.300810919662171,0.11534956888164,0.0883692226078244,0.50818446393422,0.547501720495123,0,-0.0417957524862664,0.737197165858577,-0.0177324258032237,0,0.0845918286775985,-0.566978438267361,-0.153930704666047,0,0,0,0.0242804691371377
TRX,0,0.314702276352409,0.332473625396278,0.0181424286899319,0.0955979648868696,0,0,0.0166030931227103,-0.128863929154609,0,0.121447773847138,0.321694691410076,0,0.105008098707365,0,0,0,0,0,0.00833823770902518
NEO,0,0,0,0,0.00555817104983643,0,0,0,0.393366993359463,0,0,0,0.0688788857912696,-0.135907148893872,0.431707324966778,0,0,0,0,0.0793162261666761
XMR,0.529106365554754,0.291148710386201,0,0,0,0,-0.0222189830447185,0,-0.0205798098287107,0.0909190962248942,0.214511640134587,0,0,0,0.258042880744673,0,-0.128618023623045,0,0,-0.0613609809720243
DASH,0.0874926896695814,0,0,0.190994039921588,0,0,0,0,0.00457607191863936,0,0.198719159260947,0,0,0,0.233000747362741,0,-0.0578297561177997,0,0,-0.0583483100687829
ETC,0.877925109049483,0,0,0.170955122861695,0,0,0,0,0.293874816361904,0,0.238870629915557,0,-0.419673093278719,0,0,-0.274046663487928,0.064913416911928,0,0,-0.0316889878390575
XEM,0,0.184496769785678,0,0,0,0,0.440289478669116,0.0981800777951609,-0.268728248068817,0,0.322869735701892,0,0.0890312505855504,0.111545998574495,0,0,0,0,0,0
BV010082.Index,0,0,0,0,-0.109894776820963,0,0,-0.138638188897861,0,0,0,0.166609718795885,0.0300792892983527,0,0,0,0,0,0,-0.224618046660062
CVIX.Index,0,0,0,0.0690055495185143,0,0,0,-0.0736577137744201,-0.146262009043225,0,0.198390278387849,0.174641398216934,-0.208661050236992,0.0808283067047071,0,0.074422957999061,0,0,0,0.105386412453713
DXY.Curncy,0,0,0,-0.0160817126082646,0.0143234206060169,0,0.0448366337487264,-0.0680162436909009,-0.00878434203536314,0.0315039005368113,-0.00391543760351648,0.00872009374246323,-0.00749590271825748,0.0279163492051928,-0.0234343920066901,0,0.0305001017172788,0,0,0.00869540576968096
SPX.Index,0,0,0,0.00359637379596003,0,0,0.0115207716527068,0.00416529812511002,-0.0283536459539314,0,0,0,0,0.0157369524651651,0,0,0,0,0,-0.056003219235831
VIX.Index,0,-3.46944695195361e-18,0,0,-0.336655608322086,0,-0.0745435436124264,-0.116861148660306,-0.102724721000529,0.0264576486692832,0,0.0855084434497628,0,-0.256865742197873,0.683295511275081,-0.416211674235601,0,0,-1.88862955833358,0
