,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0616755378476558,0.137108226370454,0.225039173648212,0.0472482290515718,-0.0313985568412679,0,0.00900073790980743,0.206918681353565,0.0832653113902923,0.0436159286216856,0,0,0,0,-0.0754235796565687
ETH,0.852313694631843,0,0.264218650405584,-0.487262878146273,0.00873466971505433,-0.0638289165027182,0.0103145526401611,0.194794762634596,0.30215649019319,-0.49183292886213,0.216949584387191,0,0,1.26565253946069,0,-0.184022402451434
XRP,0,0.0524499402373498,0,0,0.0392112928950081,0,0.011882873881627,0.0710796159048869,0.0204241313814875,-0.0774127972061559,0.100891488273049,-0.0659391720452242,0.0299026798522369,0,0,-0.063990626999522
LTC,0.918789711984382,0,0,0,0.0149207143797963,0.00624161934397166,0,0.048089428846454,0,0,0.00861049254467556,0,0.125171297871998,0,0,0.00871351029396399
XMR,0.764842845651913,0,-1.42274103848402,0,0,-0.0567736212979603,0.406073791430283,-0.12357919228335,0.145078210241854,0.248713245439388,0.0429121803091327,0,0,0,0,0
ETC,0,-2.06905022897592,0.91500330678022,0,0.251238751437161,0,0.986973717369659,0,0,0,0.612414712075458,0,2.06989734732294,0,0,-1.26939090782827
DASH,0,0.147966561536857,-0.478308280961984,0.0829207949466073,0.0428551060958982,0.0492185240536793,0,-0.0298861438668047,0.105693262358461,0.293558909950864,-0.135435488050008,-0.661622081277785,0,0,0,-0.276762076495614
XEM,1.16708567677055,0,0,0,0.0794902103035574,0.0578962904748642,0.610821200288637,0,0,0.575557749204604,0.209243922144924,0.173632678669209,-0.362154351517381,0,-3.09850142547659,0.194804398457743
DOGE,0.304001628738603,-0.178893370785004,0.624042234398798,-1.38777878078145e-17,0.0506543382684566,-0.104535413092235,0.105238901194931,-0.149369878775516,0,0.170924987878136,0.0295157358323055,0.135068138040644,0,0,0,-0.0919768718031998
XLM,0.86686959858091,-0.245395522155921,0.043181718653711,0,-0.0216237046455375,-0.0746595965089047,0,0.119613092971889,-0.136834819356186,0,-0.0491947527648222,-0.123417016590673,0,0,0,0.220203288337788
DGB,0,0.926550351433339,0,0,-0.00676714118119606,0.153294740586884,0.219872249688905,-0.187858922641797,-0.616472531402342,0.706601101958894,0,1.13657875755081,0.705658047644644,0,0,0
BV010082.Index,0,-0.0638160770649451,0,0,0.00915605327923858,0,-0.0262389115436059,0.0637588631913304,0,-0.0510581722114388,-0.063785771275796,0,0,0.278807691561192,0,0.143219256353178
CVIX.Index,0,-0.229141197498437,0.0122385956687315,0,-4.33680868994202e-19,-0.0195667884443091,0,0,0.168580250179309,5.39659367241232e-05,0.101274636374102,0,0,0,0,0.251140554100852
DXY.Curncy,0,0.004606338145302,0.0152518407745949,0.0295350904859655,0.000518843708418287,0.000922190182583428,0.0468652533347308,-0.0170567585806851,-0.0160840483451257,0,-0.0281490296792639,0.137234548820202,0,0,0,0.00890871095722178
SPX.Index,0,0,0,0,-0.00164906572196605,-0.00368660849378661,0.016898183262946,-0.0148117794499114,0,0,-0.0092906605503079,0,-0.0107915899295163,0,0,-0.0576353009130755
VIX.Index,0,-0.229459293307912,-0.395672033767527,0.0843088893130931,0.0574621997406898,-0.0239061909349416,0,0,0,0.0113817486519863,-0.143220920734104,0.185250758044634,0.73461279400769,0,-6.07903625935891,0
