,BTC,ETH,LTC,XRP,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0416022252722914,0.280050733503857,0.0927850950490531,0.056368790627432,0,0.410791505109867,-0.0325801144841805,-0.377190779773306,0.0136632086622704,-0.182283795519668,0.0585094168798639,0,0,-0.0637310031210068
ETH,0,0,0,0,2.31627725332166,-0.0993495150031661,1.35221486437112,-0.661648151358821,-1.64230108128768,0.217242879928552,1.00834033081501,0.58723995914654,0,0,0.345195357323448
LTC,0.707830837685104,-0.00652010438440454,0,0.254934615416101,-0.278604188576599,0.0069013812793762,-0.16361013432685,0.0222164589525156,0,0,0,-0.0535299764385102,0,0,0
XRP,0,0,-0.0133332176327806,0,0,0,0.155870032784058,-0.0455972086534492,0.117066912811584,-0.168058790156256,0,0.250025895669821,0,0,-0.0502845496816753
DASH,0,0.0582882516055732,-0.0922439935756596,-0.19997046298152,0,-0.0761965443045711,-0.225523744828803,-0.0981150890739213,0.820205767586809,0.0985722441792874,-0.110721019886921,-0.706281850961141,0,0.30104408415222,0.15553021220744
XEM,0.515055687043136,0,0,0.103463075300115,0.763104893497462,0,0,0.107735795436944,0,0.143040814882434,0,0,0,0,0.269083133403504
DOGE,0.284723800803971,0.0644029813206434,0.0374977871780088,0,0,-0.114366611500725,0,-0.0242207181098125,0,0,-0.156739843076067,-0.282338860637627,0,0,0
XMR,0.432303522228419,0.386600487087817,0,-0.359595184663845,0,-0.102716912593308,0,0,0.164804157211976,-0.062841963881634,-0.955828166805909,0.139228788805702,0,0,-0.22311267004568
XLM,-0.616596245467629,4.33680868994202e-19,0.178513993442987,0.659960199585664,0.0162811417319342,0.0584324716261627,0.165229076555972,0.0161468550785297,0,0,-0.145948532041744,0.227223283198245,-1.00951138394773,0,-0.152955138018608
DGB,-0.201554208737652,0.31226797511371,0,0,0,0.261342207823471,-0.429038914819649,0.424162324137982,0,0,-1.0338265640257,0,0,0,0
BV010082.Index,-0.114159069707135,0.0417148695349932,0,0.0158211598464978,-0.264756007579462,0,0.0312072497926642,-0.0241225601489692,0.108876216120152,-0.0406958415731178,0,0,0.98231378817296,0,-0.0113833418688889
CVIX.Index,0.174354070714748,0.0243602903704771,-0.278327511231104,0.0518795012792247,-0.257230751073374,0.00348971824448622,-0.168223337862497,-1.0842021724855e-19,0.256786726345051,0.060959214926384,0,0,0.211208338767606,0,0.147538086770292
DXY.Curncy,0,0,0.044887621746129,0.0252114016515363,0.00564556121846748,0.00878851583054336,0.00618565503776626,0.00542222781815283,0,0.0130483207793956,0.15680803864655,0,0,0,0
SPX.Index,0.0281313076353981,-0.00880747722591971,-0.0307020378015264,0,0.0156895175324904,0.0012433914149281,0.00458753476552142,-0.0288040654550185,-8.67361737988404e-19,0.0109750753382304,0.022814542013453,-0.0214195343888817,0,0,-0.0871683690051306
VIX.Index,0,-0.0285768782973635,-0.503241725029217,0,0,0.0736643812525466,0.397489984414701,0,0,-0.0948165734561565,-0.358009570500139,0,0,-1.83656039738689,0
