,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.116662716907991,-0.0564358533492459,0,0,0.125571025839849,0.0119488032028061,0.0497040807688364,0,0,0.0703829405770839,0.11886430079186,0.178654520397606,0.10385128451012,0.131449386288085,0,0,0,0,-0.0121768306028669
XRP,0,0,0.152610240278776,0.0285403309755657,0.0747804387034174,0,0.0624617349043392,0,-0.0125272989239972,0,0,0.145524239699968,0,0.0351322228644974,0.310087114908015,0,0,0,0,0
ETH,0,0.0922165354793045,0,0.0531747238000251,0.145586038536761,0,0,0.180527464740206,0,0,0.127792382212325,0.0236104274816546,0.0633632504319609,0.227087086388414,0,0,0,0,0,0.0253144480376347
BCH,0,0,0,0,0.26725715470705,0,0,-0.195595636911164,0.227079564769422,1.19171386406084,0.170936089952301,0.607731619215659,-0.33514096816659,-0.546993206854668,0,0,0,0,0,-0.0335054579583656
EOS,0,0.415284122938644,0.0907581835034663,0.105135755286698,0,0,0.517742403566231,-0.405804857994436,-0.0314660071010578,0.44917850432446,0,0.156368865405132,-0.243228052719749,0.229189955812104,-0.460696631509021,0,-0.428655022601621,0,0,0.0596150720216891
XLM,0.41987105680278,0,0,0.0995211198200292,0.188005500880154,0,0,0.114285572259559,-0.0709859167615454,0,0.0706458219316548,0.0687279716575722,0,0,0.181312740085756,0,0,0,0,0
LTC,0,0,0.326689237817377,0.0225221448130528,0.168890108218204,0.234358725790864,0,0.105781723149163,0.0674546599741916,0,0,0.149587983495785,0,0,-0.254416364379934,0,0,0,0,-0.0592605994228036
TRX,0,0,0.00400569731611248,0,0,0,0,0,-0.00840739424730794,0.488673271809593,0,0.293456440374327,0,0,0.0842489304382289,0,0,0,0,0.161470089958383
BSV,2.37390710667445,-2.02479342923165,0,0.866740029537887,0.456799531835725,-3.57654093150087,-0.335991795032153,0,0,1.01903875232516,0.483941480453509,1.01050026296348,-0.633427217215535,0.345031535381446,0.261220322071241,0,0,0,0,0
ADA,0,0,0,0.118483694391319,0.269149582604609,0,0,0.240559473867105,-0.0116016728176865,0,0.134127505314501,0,0.166794069300189,0,0,0,0,0,0,0
MIOTA,0,0,0,0.0205851352640015,0.24744658237102,0.23920820673174,0.0994961685937877,0,0.0179649901621767,0,0,0.155548071748548,0,0,0.335592140307728,0,0.692286553624714,0,0,0
BNB,0,0,0.203618549008145,0,0.362623693466055,0,0,0.298855924703424,-0.0537472173526088,0.0859419948208373,-0.047351680966303,0,0.0460457370368235,0.0678513333942575,0,0,-0.533746019975667,0,0,0.040318553698115
XMR,0.426261243501719,0,6.93889390390723e-18,0,0.0135261083838389,0,0.225605175617386,0.118745397426061,0,0.0441722831571264,0,0,0,0.279500322258819,0,0,0,0,0,0
DASH,0,0,0,0,0.0544164640477944,0.1901344106408,0.261911987540189,-0.239435255457027,-0.0143754780351353,0,0.191560715399704,0.162290988689911,0.406342477370035,0,0,0,0,0,0,-0.0311718683670272
XEM,0,0.182312580867742,0.04241704192758,0.107327438692151,-0.236702858408996,0.130959315534186,0,0,0.0064400713660027,0.398253043603144,0,0,0.21494002845742,-0.0657030494021518,0,0.314039377792332,0,0,0,0.0161644376011312
BV010082.Index,0,0,0,-0.0552289660680416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375117286254384
CVIX.Index,0,0,0.286367921704713,-0.0516613255060422,-0.22114251971715,0.184866097292855,0,-0.333787988386567,0.0418786042446407,0,0.106856736939054,-0.168590388100321,-0.272969037783075,0.278879778292872,0,-0.220768013610346,0,0,0,0.0258561562436863
DXY.Curncy,0,0,0,0,0,0.000539503968013307,0,-0.0423436536492342,0.00403499871689772,0.0130648096453561,0,0,0,0,0.0347918748484577,0.0593062086413019,-0.00666016955510317,0,0,0.00673974406922573
SPX.Index,-0.0272315567905561,0,0,0,0,0,0,0,0.0153630420023471,0,-0.0259362258118633,-0.01853280366069,0,-0.010911791237706,0.02721825187748,0.0554948419041278,-0.0119300826410713,0,0,-0.119855847876669
VIX.Index,0,-0.107771048129317,-0.0894682985662998,0,0.265528903859307,0,0.0929184395146444,0.130380787378141,-0.125489029630587,0,0.109652797315758,0.0968709229010532,-0.906569459375679,0.366862765445812,0.257122291514998,0,-0.499625978707472,0,-3.8537219682463,0
