,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0170924460432399,0,0,0.079409742970167,0.112546947354726,0.133196589507363,0.0395819369563878,0.00422785244673372,0,0,0,0,0,0,0,0
ETH,0,0,-0.0632807486120177,-0.153386221473646,0.237844135261604,-0.0820794494526089,-0.0345319652594831,0.131393798180735,0,0.0803768475390003,0.125081047599598,0,0.0193929493459212,0,0,0,0,-0.047682216997898
XRP,0,-0.0570008732017443,0,-0.727167597872854,0,0,0,0.485901756139206,-0.708314393558936,0.531669471638298,0.259166941918543,0,0,0,0,0,0,0.189859312666539
XEM,0.360107123097041,-0.264233249622218,-0.0795614464046967,0,-0.598932353357485,0.0264168339831826,0.133971204644865,0.0695264822168277,-0.0209265799922876,0.0783872408756786,0,0.194496552942376,0.447713044988596,0,0.623075206556954,0,0,-0.147486902351408
ETC,0,0.35551168762578,-0.103288772579918,0,0,0.104027145334517,0.149823570837068,0,-0.0209099634427725,0.0239208839915798,-0.0214602585113955,0,0.0752680697212196,0,0,0,0,0
LTC,0.637256411284048,-0.0573590101173073,0,0.15579665180075,0,0,0.222036586531661,0.0158987866777371,0,0.144606420994347,0.108894067278277,-0.0400310460027688,0.203985995666854,0,0,0,0,0
DASH,0.228850768022432,0.0328488724924613,-0.106375580021499,0.113012529630192,0.137380915495866,0.30140540650496,0,0.140010225060305,0.0432110107112981,0.188369596714778,-0.259979416041392,0.22024089771585,0,0,0,0,0,0.119876416776057
XMR,0.236961474247078,0.312596343388672,-0.0852340659216729,0.214229337888296,-0.223683710707971,-0.0896563277895847,0.265160536316785,0,-6.93889390390723e-18,0.183066457374995,-0.178070974626387,0.120200712893695,-0.0805464050124069,0,0,0,0,0
DGB,-0.257864509231328,-0.0782439936321297,-0.0750587395587984,-0.317971566283433,-0.648530028465868,-0.0437632966332031,0.0227507352317639,0.667568146314513,0,0,0.45659504149125,-0.259745316455032,0.552202596647589,2.90889157347673,-0.509731239186002,-8.46170737401039,0,0.38348481201439
XLM,-0.54167731160114,0,0.282154512925969,0,-0.174716751593904,-0.325159209327818,0.499834659693452,0.58676383343907,0,0,0.307643396388862,-0.421460899911805,0.402892127234077,0,0,0,0,0.0425822009985199
DOGE,0,0.0818646277632943,0,0.0550992089107866,0,0.38380787586381,0,-0.0902541450497359,0.035058650535865,0.253998806651558,0,0.469194219307557,0.0204655038648768,0,0,0,0,0.333274321517015
ZEC,0,0,0.0206734046610161,0.0649227938319327,0,-0.019801169562065,0.0960105843093083,0.058648419017315,0,-0.0572955715654377,0.201904625895156,0,0.0612778124726709,0,0,0,0,0
NEO,0,0,7.91965419656248e-05,0.0798530498998856,0.229329954988506,0.330486989549702,0.329371806384099,0,0.102443164393474,-0.0294104778122508,0,0.277487991459685,0,0,0,0,0,0
BV010082.Index,0,0.0269219361990973,-0.00374713136947713,-0.0401845719076856,0.0380514897475229,0,-0.0817500941015082,0.0307467395831259,0.00500544805860983,0.0557083331434608,-0.0561415909712383,0.0766127671662913,0,0,0.126091832858143,0,0,0
CVIX.Index,0,-0.0979011681398309,0,-0.417207729437676,-0.397122377423075,0.00335830898041605,0.0645041608101,0.140217204755813,0.0229732674733351,0.0123453248551457,0,0.025283836918909,0.281358387711139,0,0,0,0,0.111182059895878
DXY.Curncy,0.00963789090538917,0.0127486812632863,0.00250124474394739,-0.0213149919801274,0.00598810510587077,0,0,0,-0.00293379704859323,0.00788675027417161,-0.0105758397790492,0.00430273103352195,0,0.0337875769042526,-0.0182455955632369,0,0,0.0105459707748349
SPX.Index,0,0.0129174799566643,0.000165889367741699,-0.00623439600151113,0,-0.00072461324671161,0,0.00452910061144111,0.00492373265061361,0.00557776812491887,-0.00120963445834019,-0.0183542527879051,0,0,0,0,0,-0.0319491355094897
VIX.Index,-0.482875396212584,0.00571265601120031,0,-0.248715756366505,0.341309188178999,0,0.148555859525278,-0.102462233899957,-0.0699423065163849,0.218706773362802,0,0,-0.0347835731595988,-3.13538494411953,-0.690643669469183,0,0,0
