,BTC,ETH,BCH,XRP,LTC,DASH,NEO,XEM,XMR,ETC,MIOTA,ZEC,ADA,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00831023963757813,0,0,0.330281233863588,0,-0.0477570041412487,0,0.0886269087368352,0.12147453928395,-0.360758393226951,0.144160284323848,0,0,0.214631368570392,0,0,0,0,-0.0428540061064944
ETH,0.0512439843342488,0,-0.0289305823403563,0.143131154289024,0.166707206378727,0.262764049598761,0.0279792548024485,0,0.0816985350121811,0.124893168003369,0.0291697927449124,0,0.0411948962158978,0.0310080617181205,0.0554727788674849,0,0,0,0,0
BCH,0.0954461094751485,0,0,-0.055131745260976,0,-0.315778140110589,0.142149941627837,0.0716571211881203,0.269392527102829,0.511177894702102,-0.211187543856362,-0.224129069019584,-0.0698565430578118,0.0561030402010861,0.332764248700485,0,0.415969205441945,0,0,0
XRP,0,0.579763852452611,-0.151019317568167,0,0.00172794879744854,0.0980744022887101,0.0779100627423659,-0.250084140840125,0.491629374389367,-0.0645501612071474,0.0383798074560656,0,-0.061099401073013,0.0325676123712265,0.151133250855679,0,0.134942464343393,0,0,0
LTC,0.281780680032903,0,-0.0194810055062951,0.393725037963553,0,0,-0.0337559439534822,0.222195445346496,0.123549656805309,0.200156464822907,0.136980203599079,0,-0.129045657851457,0.00974027288416206,0,0,0,0,0,0
DASH,0,0.327027308563971,0,0,0.0781803614958116,0,-0.0131575874758524,0.0756365605399811,0.324107209639425,-0.0934335393277416,0,-0.0575694467228685,0.0384339795131616,0.00971665775920307,0.147244619991114,0,0,0,0,0
NEO,0,0.146659571884757,0.0798529486778533,0.108368893625611,0.0989566052674836,0.333743244980687,0,0,0,0.0421501398935941,-0.271261745338537,0.884863162484672,0,0.177789836610848,-0.139038746387637,0,0,0,0,-0.496129810718565
XEM,0,0,0,-0.00371705094067256,0.151390476572686,0.260743751107007,0.102070547590301,0,0.275928354631917,0.106474559448895,0.113918666351846,0.077840016295947,0.0437476730134584,0,-0.0496314169078879,0,0,0,0,0
XMR,0.247242938491774,0.0616522704796514,0,0.097692615407945,0,0,0.0898780765065574,6.93889390390723e-18,0,0.284974905628666,-0.0289390645126166,0.136511753238081,0.0283628515735165,0,0,0,0,0,0,0
ETC,0,0.212695814989897,0.289126202674878,0,0.565198488460032,0,0,-0.108779537127869,-0.0127079657844965,0,0.147401356532949,0.0384679503101673,0.0795317992757174,0.0763407625647033,0,0,-0.082094401092185,0,0,0
MIOTA,-0.472460541753429,0,0,0,-2.77555756156289e-17,0,-0.205198685742067,0.553510428911338,0,0.0823512853681043,0,0.414954083842743,0.0733150275136926,0.065762955980375,0.391973640967648,0,0,0,0,0
ZEC,0,0,0.0947736464138378,0,0,0.21782634181481,-0.056542480493958,0.275005071569876,0,0.148137674327201,0.125480434251679,0,0.0276495701881283,0.0448732029717009,0.132506302444489,0,0,0,0,0.138325120565055
ADA,0,0,-0.126573649808301,0,0,0,0.161830181948695,0.486148423114455,-0.103590338879573,-0.20129845978121,0.321015155652246,0,0,-0.159157673194024,-0.2709040243872,0,1.48255356861544,0,0,0
XLM,0,0,0.589633699067338,0.736278194405855,-0.400219837905488,0,0.321955800128548,-0.116444327194484,0.0949735651788038,0.0111858040352581,0.753641913002337,0,0,0,0,0,0,0,0,0
EOS,0.225480289760576,0,0.142378456601875,0,0,0,0,0,-0.537286497891388,0,0,0.947826759614254,0,0,0,0,0,0,0,0.0303045061602741
BV010082.Index,0,0.0371262069379363,-0.0267222393947564,0,-0.0301195985986724,-0.117050504320113,0.0313917742906203,0,-0.0121603893924637,0.0241168775691361,0.00813085592082456,0,-0.0180479553375538,0.00322521641886035,0.0551146609114103,0,0,0,0,-0.0515562838882202
CVIX.Index,-0.0761508612443459,0,0.0675550183743382,-0.0441932160945289,0,-0.209949192515049,-0.0185029839982159,0.0762355732536088,0.0131879510710417,0.0640743518139845,0,-0.0217685551806079,0.0655564598212424,0,0,-0.0147509015356757,0,0,0,0.0889268221070819
DXY.Curncy,0,0,0.00712942904122787,-0.00172238854380567,0,-0.0282078024102294,0.0069249282375304,-0.00456496248577631,0,0.00356792544026075,0,0.0151720893082746,-0.00697092734496255,0,-0.0061550972747643,0.0714793544291786,0,0,0,1.0842021724855e-19
SPX.Index,-0.00137937276203506,0,0.00244993115420269,-0.000975835693054003,0,0.00695496385896605,0.00282424739469226,0.00358460989904045,0,0,0.00697852679975334,-0.0302199404464995,0.00104287977954591,0.0014462603301772,0,0.0200844445947444,-0.0217124968535181,0,0,-0.033009658431072
VIX.Index,0,0,-0.378401825334369,0.142272801227677,0.254796593767085,-0.247544211607823,0.0596072360602855,0,-0.189072184132147,0.0982705743059289,0.0730288604132451,0.300949767870441,0,0.061546111164626,-0.222940488899438,0,1.28310476003849,0,0,0
