,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.129746924037086,0.10387124134554,0.328089544251608,0.0547414484829237,-0.0156918893815575,0.0356458462267681,-0.0413745890597485,0.198201348080612,0.0658206392957443,0.0760087696872616,0,0.0596071974086091,0,-0.332681996289654,-0.230567897256841
ETH,0,0,0.406109481908908,0.149411822821193,0,-0.0453790738344681,0.00753069883451771,0.33532088925375,0.428358476020017,-0.380765084133963,0.238147036575045,-0.488432768327696,0.205523082009291,1.38393068845105,0,0
XRP,0,0.0516796844924149,0,0,0.0386831937959247,0,0,0.0807605926403701,0.021672915903396,-0.0905185726491984,0.117073756505275,-0.082470803191176,0,0,0,-0.0718236267373314
LTC,0.75953966143788,0.0429297431687962,0,0,0.015770456214433,0.0108576073829066,0,0.0582041657866638,0,0.0263260559803353,0,0,0.0411241100383201,0,0,0
XMR,0.685462135718621,0,-1.39270964171204,0,0,-0.0357470193672504,0.528913521352952,-0.180904557788097,0.212051391547134,0.397456003348382,0.179630791483998,0,0.286521379668417,0,0,0.172741755711998
ETC,0,-2.19988634503478,2.479230787228,0,0.287239726929254,0,1.47625255442746,-0.548510127427316,0.235762104913944,0,0.799984012804192,0,1.3325961845241,0,0,-0.659311448774128
DASH,0,0.127959263144023,-0.583992122841408,0.0812185876433219,0.05633209716138,0.0434416242623833,0,0,0.115573956971473,0.271868568724569,-0.132330867516798,-0.628838087261569,0,0,0,-0.263355700178552
XEM,1.99873281130026,0,0.416907411509749,-0.258098504567202,0.0275001917442418,0.0540243844061682,0.105281541418552,0,0.26586762419696,0.330039674353799,0.190335029882729,0,0,0,0,0
DOGE,0.622344339365036,-0.0772705039227084,0.627380385005345,0,0.0428687748625238,-0.0733469536703262,-0.00167848240043425,-0.230902366687842,0,0.124609328050925,-0.00787602639299735,0.128143131582113,0,0,0,0
XLM,0.611525576487594,-0.221951205454122,0.474777665220599,0.175556577695613,0,-0.0530427399480116,0.245014379854824,-0.0322338988747976,-0.0189036636274034,0,-0.0789686272557564,-0.171593012098758,-0.159542800394093,0,0,0.129199561891623
DGB,0.818410611018628,0.859175265928965,-0.0727004150446579,-1.24029471644102,0,0.143374888149094,0.19454322979437,-0.236669165769131,-0.561695968670435,0.848482303319238,0,0.908979990091882,0.857770801246541,0,0,0
BV010082.Index,0,-0.0505435924535651,0.144722534685995,-0.0212408161174023,0.0177986872784627,0.0106444345001347,0.0237416431072669,-0.00575400372698905,0,-0.0802681131998024,-0.0717977182987062,0,0,0.400890619976958,0,0.102474076692105
CVIX.Index,-0.117707716364203,-0.0987039156157163,0,0,0.00375985680325966,0,-0.0209645405131775,0,0.202817893815329,0.0381064379816886,0.0925316851125429,0,0,0,0,0.136965533319007
DXY.Curncy,0.0473553735416819,-0.0012719123754579,0,0,-0.000456116485215764,0,0.0421979579480105,-0.0172900333633881,-0.0168610518481145,0.00762631208196485,-0.0338071135127277,0.152765969587822,0.0132866749216903,0,0,0.00709956925083776
SPX.Index,0.00182128843477387,0,0,0,-0.00291307067864193,-0.00367535342596759,0.0146807032338512,-0.0144804927069093,0.00489165316001672,0.00197036937289621,-0.00892181438914408,0.0136079099401689,-0.00949738822267768,-0.0348224084384239,0,-0.055189105834378
VIX.Index,-0.221490779250454,0.190165252831365,0,0,0.117123616842424,0.111942778467969,-0.0221109943925519,-0.34045950401853,0,0.229462286837882,0,-0.132157614612622,1.19952288038633,0,-1.0319618065748,0
